subject,gender,age,recall,n2,n3,n4,survey,order,condition,subdesign,structure,distance,item,raw.judgment,zscores
56,F,21,3,3.6,3.6,2.56,3a,75,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.15,150,0.844635261
56,F,21,3,3.6,3.6,2.56,3a,11,agr.pl,agr,pl,,agr.pl.02,130,0.446183246
56,F,21,3,3.6,3.6,2.56,3a,39,agr.pl,agr,pl,,agr.pl.06,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,63,agr.pl,agr,pl,,agr.pl.10,120,0.246957238
56,F,21,3,3.6,3.6,2.56,3a,77,agr.pl,agr,pl,,agr.pl.14,100,-0.151494777
56,F,21,3,3.6,3.6,2.56,3a,3,agr.sg,agr,sg,,agr.sg.03,60,-0.948398807
56,F,21,3,3.6,3.6,2.56,3a,28,agr.sg,agr,sg,,agr.sg.07,40,-1.346850822
56,F,21,3,3.6,3.6,2.56,3a,62,agr.sg,agr,sg,,agr.sg.11,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,82,agr.sg,agr,sg,,agr.sg.15,75,-0.649559795
56,F,21,3,3.6,3.6,2.56,3a,4,CE.all,ce,all,,CE.all.03,60,-0.948398807
56,F,21,3,3.6,3.6,2.56,3a,44,CE.all,ce,all,,CE.all.07,75,-0.649559795
56,F,21,3,3.6,3.6,2.56,3a,60,CE.all,ce,all,,CE.all.11,40,-1.346850822
56,F,21,3,3.6,3.6,2.56,3a,87,CE.all,ce,all,,CE.all.15,75,-0.649559795
56,F,21,3,3.6,3.6,2.56,3a,20,CE.vp1,ce,vp1,,CE.vp1.02,60,-0.948398807
56,F,21,3,3.6,3.6,2.56,3a,38,CE.vp1,ce,vp1,,CE.vp1.06,55,-1.04801181
56,F,21,3,3.6,3.6,2.56,3a,53,CE.vp1,ce,vp1,,CE.vp1.10,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,92,CE.vp1,ce,vp1,,CE.vp1.14,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,15,CE.vp2,ce,vp2,,CE.vp2.01,10,-1.944528844
56,F,21,3,3.6,3.6,2.56,3a,27,CE.vp2,ce,vp2,,CE.vp2.05,30,-1.546076829
56,F,21,3,3.6,3.6,2.56,3a,67,CE.vp2,ce,vp2,,CE.vp2.09,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,85,CE.vp2,ce,vp2,,CE.vp2.13,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,46,CE.vp3,ce,vp3,,CE.vp3.04,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,57,CE.vp3,ce,vp3,,CE.vp3.08,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,12,CE.vp3,ce,vp3,,CE.vp3.12,60,-0.948398807
56,F,21,3,3.6,3.6,2.56,3a,78,CE.vp3,ce,vp3,,CE.vp3.16,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,19,ILL.non,ill,non,,ILL.non.03,175,1.34270028
56,F,21,3,3.6,3.6,2.56,3a,45,ILL.non,ill,non,,ILL.non.07,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,51,ILL.non,ill,non,,ILL.non.11,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,86,ILL.non,ill,non,,ILL.non.15,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,17,ILL.rep,ill,rep,,ILL.rep.03,110,0.047731231
56,F,21,3,3.6,3.6,2.56,3a,30,ILL.rep,ill,rep,,ILL.rep.07,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,64,ILL.rep,ill,rep,,ILL.rep.11,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,74,ILL.rep,ill,rep,,ILL.rep.15,110,0.047731231
56,F,21,3,3.6,3.6,2.56,3a,41,NP.isl.em,np,island,embedded,NP.isl.em.04,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,66,NP.isl.em,np,island,embedded,NP.isl.em.08,70,-0.749172799
56,F,21,3,3.6,3.6,2.56,3a,89,NP.isl.em,np,island,embedded,NP.isl.em.12,40,-1.346850822
56,F,21,3,3.6,3.6,2.56,3a,6,NP.isl.em,np,island,embedded,NP.isl.em.16,50,-1.147624814
56,F,21,3,3.6,3.6,2.56,3a,24,NP.isl.ma,np,island,matrix,NP.isl.ma.01,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,36,NP.isl.ma,np,island,matrix,NP.isl.ma.05,180,1.442313284
56,F,21,3,3.6,3.6,2.56,3a,70,NP.isl.ma,np,island,matrix,NP.isl.ma.09,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,84,NP.isl.ma,np,island,matrix,NP.isl.ma.13,190,1.641539291
56,F,21,3,3.6,3.6,2.56,3a,22,NP.non.em,np,non,embedded,NP.non.em.02,75,-0.649559795
56,F,21,3,3.6,3.6,2.56,3a,47,NP.non.em,np,non,embedded,NP.non.em.06,110,0.047731231
56,F,21,3,3.6,3.6,2.56,3a,56,NP.non.em,np,non,embedded,NP.non.em.10,120,0.246957238
56,F,21,3,3.6,3.6,2.56,3a,94,NP.non.em,np,non,embedded,NP.non.em.14,175,1.34270028
56,F,21,3,3.6,3.6,2.56,3a,1,NP.non.ma,np,non,matrix,NP.non.ma.03,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,34,NP.non.ma,np,non,matrix,NP.non.ma.07,200,1.840765299
56,F,21,3,3.6,3.6,2.56,3a,50,NP.non.ma,np,non,matrix,NP.non.ma.11,190,1.641539291
56,F,21,3,3.6,3.6,2.56,3a,81,NP.non.ma,np,non,matrix,NP.non.ma.15,175,1.34270028
56,F,21,3,3.6,3.6,2.56,3a,90,SUB.isl.em,sub,island,embedded,SUB.isl.em.04,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,14,SUB.isl.em,sub,island,embedded,SUB.isl.em.08,40,-1.346850822
56,F,21,3,3.6,3.6,2.56,3a,32,SUB.isl.em,sub,island,embedded,SUB.isl.em.12,20,-1.745302837
56,F,21,3,3.6,3.6,2.56,3a,58,SUB.isl.em,sub,island,embedded,SUB.isl.em.16,40,-1.346850822
56,F,21,3,3.6,3.6,2.56,3a,68,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.01,130,0.446183246
56,F,21,3,3.6,3.6,2.56,3a,96,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.05,170,1.243087276
56,F,21,3,3.6,3.6,2.56,3a,9,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.09,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,48,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.13,150,0.844635261
56,F,21,3,3.6,3.6,2.56,3a,52,SUB.non.em,sub,non,embedded,SUB.non.em.02,110,0.047731231
56,F,21,3,3.6,3.6,2.56,3a,76,SUB.non.em,sub,non,embedded,SUB.non.em.06,140,0.645409253
56,F,21,3,3.6,3.6,2.56,3a,16,SUB.non.em,sub,non,embedded,SUB.non.em.10,140,0.645409253
56,F,21,3,3.6,3.6,2.56,3a,42,SUB.non.em,sub,non,embedded,SUB.non.em.14,140,0.645409253
56,F,21,3,3.6,3.6,2.56,3a,71,SUB.non.ma,sub,non,matrix,SUB.non.ma.03,180,1.442313284
56,F,21,3,3.6,3.6,2.56,3a,79,SUB.non.ma,sub,non,matrix,SUB.non.ma.07,190,1.641539291
56,F,21,3,3.6,3.6,2.56,3a,18,SUB.non.ma,sub,non,matrix,SUB.non.ma.11,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,25,SUB.non.ma,sub,non,matrix,SUB.non.ma.15,200,1.840765299
56,F,21,3,3.6,3.6,2.56,3a,37,WH.isl.em,wh,island,embedded,WH.isl.em.04,110,0.047731231
56,F,21,3,3.6,3.6,2.56,3a,49,WH.isl.em,wh,island,embedded,WH.isl.em.08,90,-0.350720784
56,F,21,3,3.6,3.6,2.56,3a,88,WH.isl.em,wh,island,embedded,WH.isl.em.12,120,0.246957238
56,F,21,3,3.6,3.6,2.56,3a,13,WH.isl.em,wh,island,embedded,WH.isl.em.16,60,-0.948398807
56,F,21,3,3.6,3.6,2.56,3a,7,WH.isl.ma,wh,island,matrix,WH.isl.ma.01,95,-0.25110778
56,F,21,3,3.6,3.6,2.56,3a,31,WH.isl.ma,wh,island,matrix,WH.isl.ma.05,180,1.442313284
56,F,21,3,3.6,3.6,2.56,3a,72,WH.isl.ma,wh,island,matrix,WH.isl.ma.09,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,93,WH.isl.ma,wh,island,matrix,WH.isl.ma.13,200,1.840765299
56,F,21,3,3.6,3.6,2.56,3a,2,WH.non.em,wh,non,embedded,WH.non.em.02,70,-0.749172799
56,F,21,3,3.6,3.6,2.56,3a,33,WH.non.em,wh,non,embedded,WH.non.em.06,80,-0.549946792
56,F,21,3,3.6,3.6,2.56,3a,69,WH.non.em,wh,non,embedded,WH.non.em.10,130,0.446183246
56,F,21,3,3.6,3.6,2.56,3a,73,WH.non.em,wh,non,embedded,WH.non.em.14,125,0.346570242
56,F,21,3,3.6,3.6,2.56,3a,5,WH.non.ma,wh,non,matrix,WH.non.ma.03,120,0.246957238
56,F,21,3,3.6,3.6,2.56,3a,40,WH.non.ma,wh,non,matrix,WH.non.ma.07,200,1.840765299
56,F,21,3,3.6,3.6,2.56,3a,54,WH.non.ma,wh,non,matrix,WH.non.ma.11,200,1.840765299
56,F,21,3,3.6,3.6,2.56,3a,83,WH.non.ma,wh,non,matrix,WH.non.ma.15,200,1.840765299
57,F,20,3.4,3.29,0.64,1.05,4a,1,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.01,50,-0.975072537
57,F,20,3.4,3.29,0.64,1.05,4a,32,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.05,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,62,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.09,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,82,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.13,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,3,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.02,160,0.988085898
57,F,20,3.4,3.29,0.64,1.05,4a,42,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.06,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,70,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.10,130,0.452679052
57,F,20,3.4,3.29,0.64,1.05,4a,88,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.14,30,-1.332010435
57,F,20,3.4,3.29,0.64,1.05,4a,11,ADJ.non.em,adj,non,embedded,ADJ.non.em.03,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,28,ADJ.non.em,adj,non,embedded,ADJ.non.em.07,120,0.274210103
57,F,20,3.4,3.29,0.64,1.05,4a,55,ADJ.non.em,adj,non,embedded,ADJ.non.em.11,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,80,ADJ.non.em,adj,non,embedded,ADJ.non.em.15,135,0.541913527
57,F,20,3.4,3.29,0.64,1.05,4a,24,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.04,190,1.523492744
57,F,20,3.4,3.29,0.64,1.05,4a,30,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.08,120,0.274210103
57,F,20,3.4,3.29,0.64,1.05,4a,66,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.12,110,0.095741155
57,F,20,3.4,3.29,0.64,1.05,4a,92,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.16,180,1.345023796
57,F,20,3.4,3.29,0.64,1.05,4a,8,agr.pl,agr,pl,,agr.pl.03,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,35,agr.pl,agr,pl,,agr.pl.07,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,72,agr.pl,agr,pl,,agr.pl.11,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,90,agr.pl,agr,pl,,agr.pl.15,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,19,agr.sg,agr,sg,,agr.sg.04,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,25,agr.sg,agr,sg,,agr.sg.08,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,59,agr.sg,agr,sg,,agr.sg.12,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,75,agr.sg,agr,sg,,agr.sg.16,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,17,CE.all,ce,all,,CE.all.04,40,-1.153541486
57,F,20,3.4,3.29,0.64,1.05,4a,39,CE.all,ce,all,,CE.all.08,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,54,CE.all,ce,all,,CE.all.12,150,0.80961695
57,F,20,3.4,3.29,0.64,1.05,4a,87,CE.all,ce,all,,CE.all.16,40,-1.153541486
57,F,20,3.4,3.29,0.64,1.05,4a,10,CE.vp1,ce,vp1,,CE.vp1.03,10,-1.688948332
57,F,20,3.4,3.29,0.64,1.05,4a,46,CE.vp1,ce,vp1,,CE.vp1.07,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,61,CE.vp1,ce,vp1,,CE.vp1.11,40,-1.153541486
57,F,20,3.4,3.29,0.64,1.05,4a,77,CE.vp1,ce,vp1,,CE.vp1.15,55,-0.885838063
57,F,20,3.4,3.29,0.64,1.05,4a,22,CE.vp2,ce,vp2,,CE.vp2.02,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,26,CE.vp2,ce,vp2,,CE.vp2.06,20,-1.510479384
57,F,20,3.4,3.29,0.64,1.05,4a,64,CE.vp2,ce,vp2,,CE.vp2.10,50,-0.975072537
57,F,20,3.4,3.29,0.64,1.05,4a,95,CE.vp2,ce,vp2,,CE.vp2.14,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,5,CE.vp3,ce,vp3,,CE.vp3.01,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,43,CE.vp3,ce,vp3,,CE.vp3.05,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,69,CE.vp3,ce,vp3,,CE.vp3.09,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,93,CE.vp3,ce,vp3,,CE.vp3.13,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,2,ILL.non,ill,non,,ILL.non.04,50,-0.975072537
57,F,20,3.4,3.29,0.64,1.05,4a,40,ILL.non,ill,non,,ILL.non.08,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,52,ILL.non,ill,non,,ILL.non.12,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,79,ILL.non,ill,non,,ILL.non.16,55,-0.885838063
57,F,20,3.4,3.29,0.64,1.05,4a,20,ILL.rep,ill,rep,,ILL.rep.04,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,33,ILL.rep,ill,rep,,ILL.rep.08,65,-0.707369114
57,F,20,3.4,3.29,0.64,1.05,4a,65,ILL.rep,ill,rep,,ILL.rep.12,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,83,ILL.rep,ill,rep,,ILL.rep.16,50,-0.975072537
57,F,20,3.4,3.29,0.64,1.05,4a,12,NP.isl.em,np,island,embedded,NP.isl.em.01,20,-1.510479384
57,F,20,3.4,3.29,0.64,1.05,4a,31,NP.isl.em,np,island,embedded,NP.isl.em.05,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,49,NP.isl.em,np,island,embedded,NP.isl.em.09,120,0.274210103
57,F,20,3.4,3.29,0.64,1.05,4a,81,NP.isl.em,np,island,embedded,NP.isl.em.13,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,16,NP.isl.ma,np,island,matrix,NP.isl.ma.02,70,-0.61813464
57,F,20,3.4,3.29,0.64,1.05,4a,37,NP.isl.ma,np,island,matrix,NP.isl.ma.06,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,56,NP.isl.ma,np,island,matrix,NP.isl.ma.10,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,84,NP.isl.ma,np,island,matrix,NP.isl.ma.14,180,1.345023796
57,F,20,3.4,3.29,0.64,1.05,4a,6,NP.non.em,np,non,embedded,NP.non.em.03,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,48,NP.non.em,np,non,embedded,NP.non.em.07,140,0.631148001
57,F,20,3.4,3.29,0.64,1.05,4a,71,NP.non.em,np,non,embedded,NP.non.em.11,95,-0.171962268
57,F,20,3.4,3.29,0.64,1.05,4a,94,NP.non.em,np,non,embedded,NP.non.em.15,90,-0.261196743
57,F,20,3.4,3.29,0.64,1.05,4a,21,NP.non.ma,np,non,matrix,NP.non.ma.04,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,45,NP.non.ma,np,non,matrix,NP.non.ma.08,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,53,NP.non.ma,np,non,matrix,NP.non.ma.12,120,0.274210103
57,F,20,3.4,3.29,0.64,1.05,4a,78,NP.non.ma,np,non,matrix,NP.non.ma.16,160,0.988085898
57,F,20,3.4,3.29,0.64,1.05,4a,58,SUB.isl.em,sub,island,embedded,SUB.isl.em.01,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,89,SUB.isl.em,sub,island,embedded,SUB.isl.em.05,30,-1.332010435
57,F,20,3.4,3.29,0.64,1.05,4a,14,SUB.isl.em,sub,island,embedded,SUB.isl.em.09,10,-1.688948332
57,F,20,3.4,3.29,0.64,1.05,4a,41,SUB.isl.em,sub,island,embedded,SUB.isl.em.13,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,68,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.02,110,0.095741155
57,F,20,3.4,3.29,0.64,1.05,4a,74,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.06,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,7,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.10,180,1.345023796
57,F,20,3.4,3.29,0.64,1.05,4a,27,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.14,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,50,SUB.non.em,sub,non,embedded,SUB.non.em.03,180,1.345023796
57,F,20,3.4,3.29,0.64,1.05,4a,85,SUB.non.em,sub,non,embedded,SUB.non.em.07,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,4,SUB.non.em,sub,non,embedded,SUB.non.em.11,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,34,SUB.non.em,sub,non,embedded,SUB.non.em.15,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,60,SUB.non.ma,sub,non,matrix,SUB.non.ma.04,160,0.988085898
57,F,20,3.4,3.29,0.64,1.05,4a,91,SUB.non.ma,sub,non,matrix,SUB.non.ma.08,130,0.452679052
57,F,20,3.4,3.29,0.64,1.05,4a,9,SUB.non.ma,sub,non,matrix,SUB.non.ma.12,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,38,SUB.non.ma,sub,non,matrix,SUB.non.ma.16,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,23,WH.isl.em,wh,island,embedded,WH.isl.em.01,50,-0.975072537
57,F,20,3.4,3.29,0.64,1.05,4a,36,WH.isl.em,wh,island,embedded,WH.isl.em.05,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,67,WH.isl.em,wh,island,embedded,WH.isl.em.09,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,96,WH.isl.em,wh,island,embedded,WH.isl.em.13,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,13,WH.isl.ma,wh,island,matrix,WH.isl.ma.02,190,1.523492744
57,F,20,3.4,3.29,0.64,1.05,4a,47,WH.isl.ma,wh,island,matrix,WH.isl.ma.06,150,0.80961695
57,F,20,3.4,3.29,0.64,1.05,4a,63,WH.isl.ma,wh,island,matrix,WH.isl.ma.10,190,1.523492744
57,F,20,3.4,3.29,0.64,1.05,4a,86,WH.isl.ma,wh,island,matrix,WH.isl.ma.14,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,15,WH.non.em,wh,non,embedded,WH.non.em.03,80,-0.439665691
57,F,20,3.4,3.29,0.64,1.05,4a,29,WH.non.em,wh,non,embedded,WH.non.em.07,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,51,WH.non.em,wh,non,embedded,WH.non.em.11,100,-0.082727794
57,F,20,3.4,3.29,0.64,1.05,4a,76,WH.non.em,wh,non,embedded,WH.non.em.15,60,-0.796603589
57,F,20,3.4,3.29,0.64,1.05,4a,18,WH.non.ma,wh,non,matrix,WH.non.ma.04,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,44,WH.non.ma,wh,non,matrix,WH.non.ma.08,200,1.701961693
57,F,20,3.4,3.29,0.64,1.05,4a,57,WH.non.ma,wh,non,matrix,WH.non.ma.12,120,0.274210103
57,F,20,3.4,3.29,0.64,1.05,4a,73,WH.non.ma,wh,non,matrix,WH.non.ma.16,200,1.701961693
58,F,19,4,3.6,2.12,2.56,2a,32,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.03,110,-0.463272249
58,F,19,4,3.6,2.12,2.56,2a,54,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.07,70,-1.412053814
58,F,19,4,3.6,2.12,2.56,2a,77,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.11,190,1.434290882
58,F,19,4,3.6,2.12,2.56,2a,22,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.15,80,-1.174858423
58,F,19,4,3.6,2.12,2.56,2a,26,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.04,75,-1.293456119
58,F,19,4,3.6,2.12,2.56,2a,58,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.08,175,1.078497795
58,F,19,4,3.6,2.12,2.56,2a,73,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.12,190,1.434290882
58,F,19,4,3.6,2.12,2.56,2a,1,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.16,110,-0.463272249
58,F,19,4,3.6,2.12,2.56,2a,15,ADJ.non.em,adj,non,embedded,ADJ.non.em.01,175,1.078497795
58,F,19,4,3.6,2.12,2.56,2a,41,ADJ.non.em,adj,non,embedded,ADJ.non.em.05,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,51,ADJ.non.em,adj,non,embedded,ADJ.non.em.09,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,84,ADJ.non.em,adj,non,embedded,ADJ.non.em.13,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,20,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.02,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,36,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.06,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,65,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.10,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,80,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.14,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,16,agr.pl,agr,pl,,agr.pl.01,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,45,agr.pl,agr,pl,,agr.pl.05,80,-1.174858423
58,F,19,4,3.6,2.12,2.56,2a,70,agr.pl,agr,pl,,agr.pl.09,190,1.434290882
58,F,19,4,3.6,2.12,2.56,2a,91,agr.pl,agr,pl,,agr.pl.13,200,1.671486274
58,F,19,4,3.6,2.12,2.56,2a,4,agr.sg,agr,sg,,agr.sg.02,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,38,agr.sg,agr,sg,,agr.sg.06,110,-0.463272249
58,F,19,4,3.6,2.12,2.56,2a,50,agr.sg,agr,sg,,agr.sg.10,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,96,agr.sg,agr,sg,,agr.sg.14,190,1.434290882
58,F,19,4,3.6,2.12,2.56,2a,23,CE.all,ce,all,,CE.all.02,70,-1.412053814
58,F,19,4,3.6,2.12,2.56,2a,48,CE.all,ce,all,,CE.all.06,75,-1.293456119
58,F,19,4,3.6,2.12,2.56,2a,55,CE.all,ce,all,,CE.all.10,65,-1.53065151
58,F,19,4,3.6,2.12,2.56,2a,75,CE.all,ce,all,,CE.all.14,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,18,CE.vp1,ce,vp1,,CE.vp1.01,70,-1.412053814
58,F,19,4,3.6,2.12,2.56,2a,25,CE.vp1,ce,vp1,,CE.vp1.05,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,61,CE.vp1,ce,vp1,,CE.vp1.09,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,85,CE.vp1,ce,vp1,,CE.vp1.13,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,29,CE.vp2,ce,vp2,,CE.vp2.04,80,-1.174858423
58,F,19,4,3.6,2.12,2.56,2a,64,CE.vp2,ce,vp2,,CE.vp2.08,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,9,CE.vp2,ce,vp2,,CE.vp2.12,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,82,CE.vp2,ce,vp2,,CE.vp2.16,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,42,CE.vp3,ce,vp3,,CE.vp3.03,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,53,CE.vp3,ce,vp3,,CE.vp3.07,60,-1.649249206
58,F,19,4,3.6,2.12,2.56,2a,7,CE.vp3,ce,vp3,,CE.vp3.11,75,-1.293456119
58,F,19,4,3.6,2.12,2.56,2a,90,CE.vp3,ce,vp3,,CE.vp3.15,160,0.722704708
58,F,19,4,3.6,2.12,2.56,2a,19,ILL.non,ill,non,,ILL.non.02,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,39,ILL.non,ill,non,,ILL.non.06,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,60,ILL.non,ill,non,,ILL.non.10,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,92,ILL.non,ill,non,,ILL.non.14,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,13,ILL.rep,ill,rep,,ILL.rep.02,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,27,ILL.rep,ill,rep,,ILL.rep.06,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,52,ILL.rep,ill,rep,,ILL.rep.10,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,78,ILL.rep,ill,rep,,ILL.rep.14,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,28,NP.isl.em,np,island,embedded,NP.isl.em.03,90,-0.937663032
58,F,19,4,3.6,2.12,2.56,2a,68,NP.isl.em,np,island,embedded,NP.isl.em.07,100,-0.70046764
58,F,19,4,3.6,2.12,2.56,2a,79,NP.isl.em,np,island,embedded,NP.isl.em.11,120,-0.226076857
58,F,19,4,3.6,2.12,2.56,2a,6,NP.isl.em,np,island,embedded,NP.isl.em.15,80,-1.174858423
58,F,19,4,3.6,2.12,2.56,2a,40,NP.isl.ma,np,island,matrix,NP.isl.ma.04,150,0.485509317
58,F,19,4,3.6,2.12,2.56,2a,66,NP.isl.ma,np,island,matrix,NP.isl.ma.08,200,1.671486274
58,F,19,4,3.6,2.12,2.56,2a,74,NP.isl.ma,np,island,matrix,NP.isl.ma.12,200,1.671486274
