subject,gender,age,recall,n2,n3,n4,survey,order,condition,subdesign,structure,distance,item,raw.judgment,zscores
111,F,19,3.4,2.93,1.88,1.68,4a,68,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.02,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,74,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.06,200,-0.576313815
111,F,19,3.4,2.93,1.88,1.68,4a,7,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.10,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,27,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.14,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,50,SUB.non.em,sub,non,embedded,SUB.non.em.03,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,85,SUB.non.em,sub,non,embedded,SUB.non.em.07,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,4,SUB.non.em,sub,non,embedded,SUB.non.em.11,200,-0.576313815
111,F,19,3.4,2.93,1.88,1.68,4a,34,SUB.non.em,sub,non,embedded,SUB.non.em.15,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,60,SUB.non.ma,sub,non,matrix,SUB.non.ma.04,300,0.025384132
111,F,19,3.4,2.93,1.88,1.68,4a,91,SUB.non.ma,sub,non,matrix,SUB.non.ma.08,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,9,SUB.non.ma,sub,non,matrix,SUB.non.ma.12,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,38,SUB.non.ma,sub,non,matrix,SUB.non.ma.16,200,-0.576313815
111,F,19,3.4,2.93,1.88,1.68,4a,23,WH.isl.em,wh,island,embedded,WH.isl.em.01,200,-0.576313815
111,F,19,3.4,2.93,1.88,1.68,4a,36,WH.isl.em,wh,island,embedded,WH.isl.em.05,100,-1.178011762
111,F,19,3.4,2.93,1.88,1.68,4a,67,WH.isl.em,wh,island,embedded,WH.isl.em.09,100,-1.178011762
111,F,19,3.4,2.93,1.88,1.68,4a,96,WH.isl.em,wh,island,embedded,WH.isl.em.13,100,-1.178011762
111,F,19,3.4,2.93,1.88,1.68,4a,13,WH.isl.ma,wh,island,matrix,WH.isl.ma.02,300,0.025384132
111,F,19,3.4,2.93,1.88,1.68,4a,47,WH.isl.ma,wh,island,matrix,WH.isl.ma.06,200,-0.576313815
111,F,19,3.4,2.93,1.88,1.68,4a,63,WH.isl.ma,wh,island,matrix,WH.isl.ma.10,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,86,WH.isl.ma,wh,island,matrix,WH.isl.ma.14,400,0.627082079
111,F,19,3.4,2.93,1.88,1.68,4a,15,WH.non.em,wh,non,embedded,WH.non.em.03,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,29,WH.non.em,wh,non,embedded,WH.non.em.07,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,51,WH.non.em,wh,non,embedded,WH.non.em.11,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,76,WH.non.em,wh,non,embedded,WH.non.em.15,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,18,WH.non.ma,wh,non,matrix,WH.non.ma.04,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,44,WH.non.ma,wh,non,matrix,WH.non.ma.08,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,57,WH.non.ma,wh,non,matrix,WH.non.ma.12,500,1.228780026
111,F,19,3.4,2.93,1.88,1.68,4a,73,WH.non.ma,wh,non,matrix,WH.non.ma.16,500,1.228780026
112,F,22,3.1,3.6,2.93,1.04,2b,56,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.03,40,-1.152179577
112,F,22,3.1,3.6,2.93,1.04,2b,30,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.07,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,5,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.11,5,-1.772583964
112,F,22,3.1,3.6,2.93,1.04,2b,94,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.15,10,-1.683954766
112,F,22,3.1,3.6,2.93,1.04,2b,50,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.04,110,0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,34,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.08,155,0.886291982
112,F,22,3.1,3.6,2.93,1.04,2b,1,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.12,200,1.683954766
112,F,22,3.1,3.6,2.93,1.04,2b,73,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.16,105,0
112,F,22,3.1,3.6,2.93,1.04,2b,87,ADJ.non.em,adj,non,embedded,ADJ.non.em.01,115,0.177258396
112,F,22,3.1,3.6,2.93,1.04,2b,65,ADJ.non.em,adj,non,embedded,ADJ.non.em.05,115,0.177258396
112,F,22,3.1,3.6,2.93,1.04,2b,27,ADJ.non.em,adj,non,embedded,ADJ.non.em.09,40,-1.152179577
112,F,22,3.1,3.6,2.93,1.04,2b,12,ADJ.non.em,adj,non,embedded,ADJ.non.em.13,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,92,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.02,115,0.177258396
112,F,22,3.1,3.6,2.93,1.04,2b,60,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.06,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,41,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.10,180,1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,8,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.14,160,0.97492118
112,F,22,3.1,3.6,2.93,1.04,2b,88,agr.pl,agr,pl,,agr.pl.01,100,-0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,69,agr.pl,agr,pl,,agr.pl.05,80,-0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,46,agr.pl,agr,pl,,agr.pl.09,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,19,agr.pl,agr,pl,,agr.pl.13,160,0.97492118
112,F,22,3.1,3.6,2.93,1.04,2b,76,agr.sg,agr,sg,,agr.sg.02,80,-0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,62,agr.sg,agr,sg,,agr.sg.06,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,26,agr.sg,agr,sg,,agr.sg.10,125,0.354516793
112,F,22,3.1,3.6,2.93,1.04,2b,24,agr.sg,agr,sg,,agr.sg.14,75,-0.531775189
112,F,22,3.1,3.6,2.93,1.04,2b,95,CE.all,ce,all,,CE.all.02,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,72,CE.all,ce,all,,CE.all.06,45,-1.063550379
112,F,22,3.1,3.6,2.93,1.04,2b,31,CE.all,ce,all,,CE.all.10,65,-0.709033586
112,F,22,3.1,3.6,2.93,1.04,2b,3,CE.all,ce,all,,CE.all.14,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,90,CE.vp1,ce,vp1,,CE.vp1.01,40,-1.152179577
112,F,22,3.1,3.6,2.93,1.04,2b,49,CE.vp1,ce,vp1,,CE.vp1.05,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,37,CE.vp1,ce,vp1,,CE.vp1.09,40,-1.152179577
112,F,22,3.1,3.6,2.93,1.04,2b,13,CE.vp1,ce,vp1,,CE.vp1.13,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,53,CE.vp2,ce,vp2,,CE.vp2.04,25,-1.418067172
112,F,22,3.1,3.6,2.93,1.04,2b,40,CE.vp2,ce,vp2,,CE.vp2.08,75,-0.531775189
112,F,22,3.1,3.6,2.93,1.04,2b,81,CE.vp2,ce,vp2,,CE.vp2.12,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,10,CE.vp2,ce,vp2,,CE.vp2.16,40,-1.152179577
112,F,22,3.1,3.6,2.93,1.04,2b,66,CE.vp3,ce,vp3,,CE.vp3.03,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,29,CE.vp3,ce,vp3,,CE.vp3.07,35,-1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,79,CE.vp3,ce,vp3,,CE.vp3.11,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,18,CE.vp3,ce,vp3,,CE.vp3.15,100,-0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,91,ILL.non,ill,non,,ILL.non.02,110,0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,63,ILL.non,ill,non,,ILL.non.06,110,0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,36,ILL.non,ill,non,,ILL.non.10,135,0.531775189
112,F,22,3.1,3.6,2.93,1.04,2b,20,ILL.non,ill,non,,ILL.non.14,140,0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,85,ILL.rep,ill,rep,,ILL.rep.02,125,0.354516793
112,F,22,3.1,3.6,2.93,1.04,2b,51,ILL.rep,ill,rep,,ILL.rep.06,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,28,ILL.rep,ill,rep,,ILL.rep.10,80,-0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,6,ILL.rep,ill,rep,,ILL.rep.14,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,52,NP.isl.em,np,island,embedded,NP.isl.em.03,65,-0.709033586
112,F,22,3.1,3.6,2.93,1.04,2b,44,NP.isl.em,np,island,embedded,NP.isl.em.07,60,-0.797662784
112,F,22,3.1,3.6,2.93,1.04,2b,7,NP.isl.em,np,island,embedded,NP.isl.em.11,15,-1.595325568
112,F,22,3.1,3.6,2.93,1.04,2b,78,NP.isl.em,np,island,embedded,NP.isl.em.15,60,-0.797662784
112,F,22,3.1,3.6,2.93,1.04,2b,64,NP.isl.ma,np,island,matrix,NP.isl.ma.04,180,1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,42,NP.isl.ma,np,island,matrix,NP.isl.ma.08,190,1.50669637
112,F,22,3.1,3.6,2.93,1.04,2b,2,NP.isl.ma,np,island,matrix,NP.isl.ma.12,200,1.683954766
112,F,22,3.1,3.6,2.93,1.04,2b,80,NP.isl.ma,np,island,matrix,NP.isl.ma.16,100,-0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,86,NP.non.em,np,non,embedded,NP.non.em.01,125,0.354516793
112,F,22,3.1,3.6,2.93,1.04,2b,57,NP.non.em,np,non,embedded,NP.non.em.05,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,47,NP.non.em,np,non,embedded,NP.non.em.09,150,0.797662784
112,F,22,3.1,3.6,2.93,1.04,2b,14,NP.non.em,np,non,embedded,NP.non.em.13,180,1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,96,NP.non.ma,np,non,matrix,NP.non.ma.02,200,1.683954766
112,F,22,3.1,3.6,2.93,1.04,2b,54,NP.non.ma,np,non,matrix,NP.non.ma.06,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,39,NP.non.ma,np,non,matrix,NP.non.ma.10,110,0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,22,NP.non.ma,np,non,matrix,NP.non.ma.14,130,0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,9,SUB.isl.em,sub,island,embedded,SUB.isl.em.03,60,-0.797662784
112,F,22,3.1,3.6,2.93,1.04,2b,89,SUB.isl.em,sub,island,embedded,SUB.isl.em.07,70,-0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,68,SUB.isl.em,sub,island,embedded,SUB.isl.em.11,70,-0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,38,SUB.isl.em,sub,island,embedded,SUB.isl.em.15,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,4,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.04,150,0.797662784
112,F,22,3.1,3.6,2.93,1.04,2b,83,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.08,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,58,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.12,70,-0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,33,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.16,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,45,SUB.non.em,sub,non,embedded,SUB.non.em.01,190,1.50669637
112,F,22,3.1,3.6,2.93,1.04,2b,15,SUB.non.em,sub,non,embedded,SUB.non.em.05,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,75,SUB.non.em,sub,non,embedded,SUB.non.em.09,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,71,SUB.non.em,sub,non,embedded,SUB.non.em.13,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,48,SUB.non.ma,sub,non,matrix,SUB.non.ma.02,155,0.886291982
112,F,22,3.1,3.6,2.93,1.04,2b,17,SUB.non.ma,sub,non,matrix,SUB.non.ma.06,185,1.418067172
112,F,22,3.1,3.6,2.93,1.04,2b,93,SUB.non.ma,sub,non,matrix,SUB.non.ma.10,140,0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,55,SUB.non.ma,sub,non,matrix,SUB.non.ma.14,190,1.50669637
112,F,22,3.1,3.6,2.93,1.04,2b,59,WH.isl.em,wh,island,embedded,WH.isl.em.03,25,-1.418067172
112,F,22,3.1,3.6,2.93,1.04,2b,43,WH.isl.em,wh,island,embedded,WH.isl.em.07,90,-0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,23,WH.isl.em,wh,island,embedded,WH.isl.em.11,70,-0.620404388
112,F,22,3.1,3.6,2.93,1.04,2b,77,WH.isl.em,wh,island,embedded,WH.isl.em.15,30,-1.329437973
112,F,22,3.1,3.6,2.93,1.04,2b,67,WH.isl.ma,wh,island,matrix,WH.isl.ma.04,175,1.240808775
112,F,22,3.1,3.6,2.93,1.04,2b,32,WH.isl.ma,wh,island,matrix,WH.isl.ma.08,125,0.354516793
112,F,22,3.1,3.6,2.93,1.04,2b,11,WH.isl.ma,wh,island,matrix,WH.isl.ma.12,80,-0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,74,WH.isl.ma,wh,island,matrix,WH.isl.ma.16,120,0.265887595
112,F,22,3.1,3.6,2.93,1.04,2b,82,WH.non.em,wh,non,embedded,WH.non.em.01,125,0.354516793
112,F,22,3.1,3.6,2.93,1.04,2b,61,WH.non.em,wh,non,embedded,WH.non.em.05,160,0.97492118
112,F,22,3.1,3.6,2.93,1.04,2b,35,WH.non.em,wh,non,embedded,WH.non.em.09,135,0.531775189
112,F,22,3.1,3.6,2.93,1.04,2b,21,WH.non.em,wh,non,embedded,WH.non.em.13,110,0.088629198
112,F,22,3.1,3.6,2.93,1.04,2b,84,WH.non.ma,wh,non,matrix,WH.non.ma.02,130,0.443145991
112,F,22,3.1,3.6,2.93,1.04,2b,70,WH.non.ma,wh,non,matrix,WH.non.ma.06,200,1.683954766
112,F,22,3.1,3.6,2.93,1.04,2b,25,WH.non.ma,wh,non,matrix,WH.non.ma.10,185,1.418067172
112,F,22,3.1,3.6,2.93,1.04,2b,16,WH.non.ma,wh,non,matrix,WH.non.ma.14,185,1.418067172
113,F,20,2.6,3.6,2.93,1.64,3a,35,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.04,12,-1.28144466
113,F,20,2.6,3.6,2.93,1.64,3a,55,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.08,76,-0.128876077
113,F,20,2.6,3.6,2.93,1.64,3a,95,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.12,60,-0.417018223
113,F,20,2.6,3.6,2.93,1.64,3a,21,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.16,1,-1.479542385
113,F,20,2.6,3.6,2.93,1.64,3a,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.01,110,0.483425983
113,F,20,2.6,3.6,2.93,1.64,3a,29,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.05,70,-0.236929382
113,F,20,2.6,3.6,2.93,1.64,3a,59,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.09,95,0.213292721
113,F,20,2.6,3.6,2.93,1.64,3a,80,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.13,99,0.285328258
113,F,20,2.6,3.6,2.93,1.64,3a,10,ADJ.non.em,adj,non,embedded,ADJ.non.em.02,100,0.303337142
113,F,20,2.6,3.6,2.93,1.64,3a,26,ADJ.non.em,adj,non,embedded,ADJ.non.em.06,18,-1.173391356
113,F,20,2.6,3.6,2.93,1.64,3a,65,ADJ.non.em,adj,non,embedded,ADJ.non.em.10,100,0.303337142
113,F,20,2.6,3.6,2.93,1.64,3a,91,ADJ.non.em,adj,non,embedded,ADJ.non.em.14,111,0.501434867
113,F,20,2.6,3.6,2.93,1.64,3a,23,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.03,160,1.383870189
113,F,20,2.6,3.6,2.93,1.64,3a,43,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.07,105,0.393381562
113,F,20,2.6,3.6,2.93,1.64,3a,61,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.11,60,-0.417018223
113,F,20,2.6,3.6,2.93,1.64,3a,75,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.15,107,0.429399331
113,F,20,2.6,3.6,2.93,1.64,3a,11,agr.pl,agr,pl,,agr.pl.02,40,-0.777195905
113,F,20,2.6,3.6,2.93,1.64,3a,39,agr.pl,agr,pl,,agr.pl.06,100,0.303337142
113,F,20,2.6,3.6,2.93,1.64,3a,63,agr.pl,agr,pl,,agr.pl.10,115,0.573470403
113,F,20,2.6,3.6,2.93,1.64,3a,77,agr.pl,agr,pl,,agr.pl.14,30,-0.957284746
113,F,20,2.6,3.6,2.93,1.64,3a,3,agr.sg,agr,sg,,agr.sg.03,15,-1.227418008
113,F,20,2.6,3.6,2.93,1.64,3a,28,agr.sg,agr,sg,,agr.sg.07,10,-1.317462428
113,F,20,2.6,3.6,2.93,1.64,3a,62,agr.sg,agr,sg,,agr.sg.11,12,-1.28144466
113,F,20,2.6,3.6,2.93,1.64,3a,82,agr.sg,agr,sg,,agr.sg.15,10,-1.317462428
113,F,20,2.6,3.6,2.93,1.64,3a,4,CE.all,ce,all,,CE.all.03,1,-1.479542385
113,F,20,2.6,3.6,2.93,1.64,3a,44,CE.all,ce,all,,CE.all.07,31,-0.939275862
113,F,20,2.6,3.6,2.93,1.64,3a,60,CE.all,ce,all,,CE.all.11,13,-1.263435776
113,F,20,2.6,3.6,2.93,1.64,3a,87,CE.all,ce,all,,CE.all.15,12,-1.28144466
113,F,20,2.6,3.6,2.93,1.64,3a,20,CE.vp1,ce,vp1,,CE.vp1.02,10,-1.317462428
113,F,20,2.6,3.6,2.93,1.64,3a,38,CE.vp1,ce,vp1,,CE.vp1.06,2,-1.461533501
113,F,20,2.6,3.6,2.93,1.64,3a,53,CE.vp1,ce,vp1,,CE.vp1.10,75,-0.146884961
113,F,20,2.6,3.6,2.93,1.64,3a,92,CE.vp1,ce,vp1,,CE.vp1.14,201,2.122234437
113,F,20,2.6,3.6,2.93,1.64,3a,15,CE.vp2,ce,vp2,,CE.vp2.01,8,-1.353480197
113,F,20,2.6,3.6,2.93,1.64,3a,27,CE.vp2,ce,vp2,,CE.vp2.05,24,-1.065338051
113,F,20,2.6,3.6,2.93,1.64,3a,67,CE.vp2,ce,vp2,,CE.vp2.09,14,-1.245426892
113,F,20,2.6,3.6,2.93,1.64,3a,85,CE.vp2,ce,vp2,,CE.vp2.13,22,-1.101355819
113,F,20,2.6,3.6,2.93,1.64,3a,46,CE.vp3,ce,vp3,,CE.vp3.04,8,-1.353480197
113,F,20,2.6,3.6,2.93,1.64,3a,57,CE.vp3,ce,vp3,,CE.vp3.08,22,-1.101355819
113,F,20,2.6,3.6,2.93,1.64,3a,12,CE.vp3,ce,vp3,,CE.vp3.12,28,-0.993302514
113,F,20,2.6,3.6,2.93,1.64,3a,78,CE.vp3,ce,vp3,,CE.vp3.16,12,-1.28144466
113,F,20,2.6,3.6,2.93,1.64,3a,19,ILL.non,ill,non,,ILL.non.03,70,-0.236929382
113,F,20,2.6,3.6,2.93,1.64,3a,45,ILL.non,ill,non,,ILL.non.07,94,0.195283837
113,F,20,2.6,3.6,2.93,1.64,3a,51,ILL.non,ill,non,,ILL.non.11,80,-0.05684054
113,F,20,2.6,3.6,2.93,1.64,3a,86,ILL.non,ill,non,,ILL.non.15,34,-0.88524921
113,F,20,2.6,3.6,2.93,1.64,3a,17,ILL.rep,ill,rep,,ILL.rep.03,90,0.123248301
113,F,20,2.6,3.6,2.93,1.64,3a,30,ILL.rep,ill,rep,,ILL.rep.07,105,0.393381562
113,F,20,2.6,3.6,2.93,1.64,3a,64,ILL.rep,ill,rep,,ILL.rep.11,85,0.03320388
113,F,20,2.6,3.6,2.93,1.64,3a,74,ILL.rep,ill,rep,,ILL.rep.15,83,-0.002813888
113,F,20,2.6,3.6,2.93,1.64,3a,41,NP.isl.em,np,island,embedded,NP.isl.em.04,76,-0.128876077
113,F,20,2.6,3.6,2.93,1.64,3a,66,NP.isl.em,np,island,embedded,NP.isl.em.08,92,0.159266069
113,F,20,2.6,3.6,2.93,1.64,3a,89,NP.isl.em,np,island,embedded,NP.isl.em.12,65,-0.326973802
113,F,20,2.6,3.6,2.93,1.64,3a,6,NP.isl.em,np,island,embedded,NP.isl.em.16,66,-0.308964918
113,F,20,2.6,3.6,2.93,1.64,3a,24,NP.isl.ma,np,island,matrix,NP.isl.ma.01,70,-0.236929382
113,F,20,2.6,3.6,2.93,1.64,3a,36,NP.isl.ma,np,island,matrix,NP.isl.ma.05,136,0.95165697
113,F,20,2.6,3.6,2.93,1.64,3a,70,NP.isl.ma,np,island,matrix,NP.isl.ma.09,101,0.321346026
113,F,20,2.6,3.6,2.93,1.64,3a,84,NP.isl.ma,np,island,matrix,NP.isl.ma.13,188,1.888118944
113,F,20,2.6,3.6,2.93,1.64,3a,22,NP.non.em,np,non,embedded,NP.non.em.02,85,0.03320388
113,F,20,2.6,3.6,2.93,1.64,3a,47,NP.non.em,np,non,embedded,NP.non.em.06,72,-0.200911613
113,F,20,2.6,3.6,2.93,1.64,3a,56,NP.non.em,np,non,embedded,NP.non.em.10,90,0.123248301
113,F,20,2.6,3.6,2.93,1.64,3a,94,NP.non.em,np,non,embedded,NP.non.em.14,213,2.338341047
113,F,20,2.6,3.6,2.93,1.64,3a,1,NP.non.ma,np,non,matrix,NP.non.ma.03,115,0.573470403
113,F,20,2.6,3.6,2.93,1.64,3a,34,NP.non.ma,np,non,matrix,NP.non.ma.07,130,0.843603665
113,F,20,2.6,3.6,2.93,1.64,3a,50,NP.non.ma,np,non,matrix,NP.non.ma.11,140,1.023692506
113,F,20,2.6,3.6,2.93,1.64,3a,81,NP.non.ma,np,non,matrix,NP.non.ma.15,117,0.609488172
113,F,20,2.6,3.6,2.93,1.64,3a,90,SUB.isl.em,sub,island,embedded,SUB.isl.em.04,33,-0.903258094
113,F,20,2.6,3.6,2.93,1.64,3a,14,SUB.isl.em,sub,island,embedded,SUB.isl.em.08,61,-0.399009339
113,F,20,2.6,3.6,2.93,1.64,3a,32,SUB.isl.em,sub,island,embedded,SUB.isl.em.12,31,-0.939275862
113,F,20,2.6,3.6,2.93,1.64,3a,58,SUB.isl.em,sub,island,embedded,SUB.isl.em.16,40,-0.777195905
113,F,20,2.6,3.6,2.93,1.64,3a,68,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.01,118,0.627497056
113,F,20,2.6,3.6,2.93,1.64,3a,96,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.05,85,0.03320388
113,F,20,2.6,3.6,2.93,1.64,3a,9,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.09,107,0.429399331
113,F,20,2.6,3.6,2.93,1.64,3a,48,SUB.isl.ma,sub,island,matrix,SUB.isl.ma.13,105,0.393381562
113,F,20,2.6,3.6,2.93,1.64,3a,52,SUB.non.em,sub,non,embedded,SUB.non.em.02,103,0.357363794
113,F,20,2.6,3.6,2.93,1.64,3a,76,SUB.non.em,sub,non,embedded,SUB.non.em.06,100,0.303337142
113,F,20,2.6,3.6,2.93,1.64,3a,16,SUB.non.em,sub,non,embedded,SUB.non.em.10,48,-0.633124832
113,F,20,2.6,3.6,2.93,1.64,3a,42,SUB.non.em,sub,non,embedded,SUB.non.em.14,96,0.231301605
113,F,20,2.6,3.6,2.93,1.64,3a,71,SUB.non.ma,sub,non,matrix,SUB.non.ma.03,170,1.56395903
113,F,20,2.6,3.6,2.93,1.64,3a,79,SUB.non.ma,sub,non,matrix,SUB.non.ma.07,166,1.491923493
113,F,20,2.6,3.6,2.93,1.64,3a,18,SUB.non.ma,sub,non,matrix,SUB.non.ma.11,175,1.65400345
113,F,20,2.6,3.6,2.93,1.64,3a,25,SUB.non.ma,sub,non,matrix,SUB.non.ma.15,122,0.699532592
113,F,20,2.6,3.6,2.93,1.64,3a,37,WH.isl.em,wh,island,embedded,WH.isl.em.04,41,-0.759187021
113,F,20,2.6,3.6,2.93,1.64,3a,49,WH.isl.em,wh,island,embedded,WH.isl.em.08,57,-0.471044875
113,F,20,2.6,3.6,2.93,1.64,3a,88,WH.isl.em,wh,island,embedded,WH.isl.em.12,76,-0.128876077
113,F,20,2.6,3.6,2.93,1.64,3a,13,WH.isl.em,wh,island,embedded,WH.isl.em.16,55,-0.507062643
113,F,20,2.6,3.6,2.93,1.64,3a,7,WH.isl.ma,wh,island,matrix,WH.isl.ma.01,125,0.753559245
113,F,20,2.6,3.6,2.93,1.64,3a,31,WH.isl.ma,wh,island,matrix,WH.isl.ma.05,90,0.123248301
113,F,20,2.6,3.6,2.93,1.64,3a,72,WH.isl.ma,wh,island,matrix,WH.isl.ma.09,98,0.267319374
113,F,20,2.6,3.6,2.93,1.64,3a,93,WH.isl.ma,wh,island,matrix,WH.isl.ma.13,165,1.473914609
113,F,20,2.6,3.6,2.93,1.64,3a,2,WH.non.em,wh,non,embedded,WH.non.em.02,75,-0.146884961
113,F,20,2.6,3.6,2.93,1.64,3a,33,WH.non.em,wh,non,embedded,WH.non.em.06,70,-0.236929382
113,F,20,2.6,3.6,2.93,1.64,3a,69,WH.non.em,wh,non,embedded,WH.non.em.10,82,-0.020822772
113,F,20,2.6,3.6,2.93,1.64,3a,73,WH.non.em,wh,non,embedded,WH.non.em.14,183,1.798074523
113,F,20,2.6,3.6,2.93,1.64,3a,5,WH.non.ma,wh,non,matrix,WH.non.ma.03,200,2.104225553
113,F,20,2.6,3.6,2.93,1.64,3a,40,WH.non.ma,wh,non,matrix,WH.non.ma.07,220,2.464403235
113,F,20,2.6,3.6,2.93,1.64,3a,54,WH.non.ma,wh,non,matrix,WH.non.ma.11,180,1.744047871
113,F,20,2.6,3.6,2.93,1.64,3a,83,WH.non.ma,wh,non,matrix,WH.non.ma.15,210,2.284314394
114,M,20,2.6,3.6,1.29,1.81,4a,1,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.01,100,-0.867492831
114,M,20,2.6,3.6,1.29,1.81,4a,32,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.05,90,-1.119091961
114,M,20,2.6,3.6,1.29,1.81,4a,62,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.09,100,-0.867492831
114,M,20,2.6,3.6,1.29,1.81,4a,82,ADJ.isl.em,adj,island,embedded,ADJ.isl.em.13,80,-1.37069109
114,M,20,2.6,3.6,1.29,1.81,4a,3,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.02,150,0.390502815
