"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,,
,,,,,,,
participant,survey,order,judgment,item,condition,expected,pattern
191,2.7,26,1,34.4.boskovic.3d.*.07,34.4.boskovic.3d.*,1,1
191,2.7,27,1,41.3.Landau.7b.*.07,41.3.Landau.7b.*,1,1
191,2.7,28,1,34.3.heycock.82a.*.07,34.3.heycock.82a.*,1,1
191,2.7,29,2,40.4.hicks.23.*.07,40.4.hicks.23.*,2,1
191,2.7,30,1,38.4.kallulli.4b.*.07,38.4.kallulli.4b.*,1,1
191,2.7,31,2,32.1.martin.65b.*.07,32.1.martin.65b.*,2,1
191,2.7,32,2,32.2.alexiadou.31a.*.07,32.2.alexiadou.31a.*,2,1
191,2.7,33,2,34.3.heycock.55a.*.07,34.3.heycock.55a.*,2,1
191,2.7,34,2,36.4.den Dikken.45.*.07,36.4.den Dikken.45.*,2,1
191,2.7,35,2,33.2.bowers.7b.i.*.07,33.2.bowers.7b.i.*,1,0
191,2.7,36,2,33.2.bowers.68b.*.07,33.2.bowers.68b.*,2,1
191,2.7,37,1,32.4.lopez.14b.*.07,32.4.lopez.14b.*,1,1
191,2.7,38,2,33.2.bowers.31c.*.07,33.2.bowers.31c.*,2,1
191,2.7,39,2,34.3.heycock.37b.??.07,34.3.heycock.37b.??,2,1
191,2.7,40,1,32.3.Culicover.32a.*.07,32.3.Culicover.32a.*,1,1
191,2.7,41,2,40.2.johnson.59b.*.07,40.2.johnson.59b.*,2,1
191,2.7,42,2,32.2.nunes.3c.*.07,32.2.nunes.3c.*,2,1
191,2.7,43,2,35.2.larson.44a.??.07,35.2.larson.44a.??,2,1
191,2.7,44,2,32.1.martin.28b.??.07,32.1.martin.28b.??,2,1
191,2.7,45,2,33.1.den Dikken.5b.*.07,33.1.den Dikken.5b.*,2,1
191,2.7,46,1,35.1.bhatt.14a.*.07,35.1.bhatt.14a.*,1,1
191,2.7,47,2,39.1.sobin.20c.*.07,39.1.sobin.20c.*,2,1
191,2.7,48,1,33.4.neeleman.97b.*.07,33.4.neeleman.97b.*,1,1
191,2.7,49,2,35.3.hazout.63.*.07,35.3.hazout.63.*,2,1
191,2.7,50,1,34.4.boskovic.3c.*.07,34.4.boskovic.3c.*,1,1
192,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
192,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
192,2.8,3,1,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,1
192,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
192,2.8,5,2,32.1.martin.28b.??.08,32.1.martin.28b.??,1,0
192,2.8,6,1,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,0
192,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
192,2.8,8,1,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,1
192,2.8,9,2,34.1.fox.24.*.08,34.1.fox.24.*,2,1
192,2.8,10,1,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,1
192,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
192,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
192,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
192,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
192,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
192,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
192,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
192,2.8,18,1,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,0
192,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
192,2.8,20,1,35.2.larson.44a.??.08,35.2.larson.44a.??,1,1
192,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
192,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
192,2.8,23,2,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,0
192,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
192,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
192,2.8,26,2,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,1
192,2.8,27,2,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,0
192,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
192,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
192,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
192,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
192,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
192,2.8,33,1,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,1
192,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
192,2.8,35,1,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,0
192,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
192,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
192,2.8,38,2,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,1
192,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
192,2.8,40,1,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,1
192,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
192,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
192,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
192,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
192,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
192,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
192,2.8,47,2,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,2,1
192,2.8,48,1,32.2.alexiadou.31a.*.08,32.2.alexiadou.31a.*,1,1
192,2.8,49,1,33.2.bowers.31c.*.08,33.2.bowers.31c.*,1,1
192,2.8,50,2,36.4.den Dikken.45.*.08,36.4.den Dikken.45.*,1,0
193,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
193,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
193,2.8,3,1,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,1
193,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
193,2.8,5,1,32.1.martin.28b.??.08,32.1.martin.28b.??,1,1
193,2.8,6,2,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,1
193,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
193,2.8,8,1,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,1
193,2.8,9,2,34.1.fox.24.*.08,34.1.fox.24.*,2,1
193,2.8,10,1,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,1
193,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
193,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
193,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
193,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
193,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
193,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
193,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
193,2.8,18,2,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,1
193,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
193,2.8,20,2,35.2.larson.44a.??.08,35.2.larson.44a.??,1,0
193,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
193,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
193,2.8,23,1,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,1
193,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
193,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
193,2.8,26,2,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,1
193,2.8,27,1,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,1
193,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
193,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
193,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
193,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
193,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
193,2.8,33,1,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,1
193,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
193,2.8,35,1,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,0
193,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
193,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
193,2.8,38,2,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,1
193,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
193,2.8,40,2,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,0
193,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
193,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
193,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
193,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
193,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
193,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
193,2.8,47,2,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,2,1
193,2.8,48,1,32.2.alexiadou.31a.*.08,32.2.alexiadou.31a.*,1,1
193,2.8,49,1,33.2.bowers.31c.*.08,33.2.bowers.31c.*,1,1
193,2.8,50,1,36.4.den Dikken.45.*.08,36.4.den Dikken.45.*,1,1
194,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
194,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
194,2.8,3,1,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,1
194,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
194,2.8,5,1,32.1.martin.28b.??.08,32.1.martin.28b.??,1,1
194,2.8,6,2,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,1
194,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
194,2.8,8,1,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,1
194,2.8,9,2,34.1.fox.24.*.08,34.1.fox.24.*,2,1
194,2.8,10,1,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,1
194,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
194,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
194,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
194,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
194,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
194,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
194,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
194,2.8,18,2,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,1
194,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
194,2.8,20,2,35.2.larson.44a.??.08,35.2.larson.44a.??,1,0
194,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
194,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
194,2.8,23,1,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,1
194,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
194,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
194,2.8,26,2,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,1
194,2.8,27,1,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,1
194,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
194,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
194,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
194,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
194,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
194,2.8,33,1,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,1
194,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
194,2.8,35,2,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,1
194,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
194,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
194,2.8,38,1,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,0
194,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
194,2.8,40,1,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,1
194,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
194,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
194,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
194,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
194,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
194,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
194,2.8,47,2,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,2,1
194,2.8,48,1,32.2.alexiadou.31a.*.08,32.2.alexiadou.31a.*,1,1
194,2.8,49,1,33.2.bowers.31c.*.08,33.2.bowers.31c.*,1,1
194,2.8,50,1,36.4.den Dikken.45.*.08,36.4.den Dikken.45.*,1,1
195,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
195,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
195,2.8,3,1,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,1
195,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
195,2.8,5,1,32.1.martin.28b.??.08,32.1.martin.28b.??,1,1
195,2.8,6,2,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,1
195,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
195,2.8,8,1,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,1
195,2.8,9,2,34.1.fox.24.*.08,34.1.fox.24.*,2,1
195,2.8,10,2,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,0
195,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
195,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
195,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
195,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
195,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
195,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
195,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
195,2.8,18,2,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,1
195,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
195,2.8,20,2,35.2.larson.44a.??.08,35.2.larson.44a.??,1,0
195,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
195,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
195,2.8,23,1,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,1
195,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
195,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
195,2.8,26,1,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,0
195,2.8,27,1,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,1
195,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
195,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
195,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
195,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
195,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
195,2.8,33,1,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,1
195,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
195,2.8,35,1,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,0
195,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
195,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
195,2.8,38,2,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,1
195,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
195,2.8,40,1,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,1
195,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
195,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
195,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
195,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
195,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
195,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
195,2.8,47,2,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,2,1
195,2.8,48,1,32.2.alexiadou.31a.*.08,32.2.alexiadou.31a.*,1,1
195,2.8,49,1,33.2.bowers.31c.*.08,33.2.bowers.31c.*,1,1
195,2.8,50,1,36.4.den Dikken.45.*.08,36.4.den Dikken.45.*,1,1
196,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
196,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
196,2.8,3,1,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,1
196,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
196,2.8,5,1,32.1.martin.28b.??.08,32.1.martin.28b.??,1,1
196,2.8,6,2,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,1
196,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
196,2.8,8,1,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,1
196,2.8,9,2,34.1.fox.24.*.08,34.1.fox.24.*,2,1
196,2.8,10,1,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,1
196,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
196,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
196,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
196,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
196,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
196,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
196,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
196,2.8,18,2,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,1
196,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
196,2.8,20,2,35.2.larson.44a.??.08,35.2.larson.44a.??,1,0
196,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
196,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
196,2.8,23,1,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,1
196,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
196,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
196,2.8,26,2,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,1
196,2.8,27,1,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,1
196,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
196,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
196,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
196,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
196,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
196,2.8,33,2,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,0
196,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
196,2.8,35,2,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,1
196,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
196,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
196,2.8,38,1,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,0
196,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
196,2.8,40,1,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,1
196,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
196,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
196,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
196,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
196,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
196,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
196,2.8,47,2,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,2,1
196,2.8,48,1,32.2.alexiadou.31a.*.08,32.2.alexiadou.31a.*,1,1
196,2.8,49,1,33.2.bowers.31c.*.08,33.2.bowers.31c.*,1,1
196,2.8,50,1,36.4.den Dikken.45.*.08,36.4.den Dikken.45.*,1,1
197,2.8,1,2,32.3.Culicover.7b.*.08,32.3.Culicover.7b.*,2,1
197,2.8,2,1,32.2.nunes.3c.*.08,32.2.nunes.3c.*,1,1
197,2.8,3,2,34.1.phillips.6b.*.08,34.1.phillips.6b.*,1,0
197,2.8,4,2,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,2,1
197,2.8,5,2,32.1.martin.28b.??.08,32.1.martin.28b.??,1,0
197,2.8,6,1,38.2.hornstein.4c.*.08,38.2.hornstein.4c.*,2,0
197,2.8,7,2,35.1.bhatt.14a.*.08,35.1.bhatt.14a.*,2,1
197,2.8,8,2,33.1.den Dikken.5b.*.08,33.1.den Dikken.5b.*,1,0
197,2.8,9,1,34.1.fox.24.*.08,34.1.fox.24.*,2,0
197,2.8,10,1,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,1,1
197,2.8,11,1,39.1.sobin.20c.*.08,39.1.sobin.20c.*,1,1
197,2.8,12,2,38.3.haddican.39.*.08,38.3.haddican.39.*,2,1
197,2.8,13,2,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,2,1
197,2.8,14,2,38.3.landau.39a.*.08,38.3.landau.39a.*,2,1
197,2.8,15,1,37.4.nakajima.20e.*.08,37.4.nakajima.20e.*,1,1
197,2.8,16,1,32.1.martin.26a.??.08,32.1.martin.26a.??,1,1
197,2.8,17,1,35.3.hazout.63.*.08,35.3.hazout.63.*,1,1
197,2.8,18,1,34.4.boskovic.3d.*.08,34.4.boskovic.3d.*,2,0
197,2.8,19,2,41.3.Vicente.8d.*.08,41.3.Vicente.8d.*,2,1
197,2.8,20,1,35.2.larson.44a.??.08,35.2.larson.44a.??,1,1
197,2.8,21,2,38.4.kallulli.4b.*.08,38.4.kallulli.4b.*,2,1
197,2.8,22,1,32.1.martin.65b.*.08,32.1.martin.65b.*,1,1
197,2.8,23,1,34.3.heycock.37b.??.08,34.3.heycock.37b.??,1,1
197,2.8,24,2,41.3.Landau.7b.*.08,41.3.Landau.7b.*,2,1
197,2.8,25,2,34.4.boskovic.3b.*.08,34.4.boskovic.3b.*,2,1
197,2.8,26,2,41.3.Landau.27b.*.08,41.3.Landau.27b.*,2,1
197,2.8,27,1,34.3.heycock.55a.*.08,34.3.heycock.55a.*,1,1
197,2.8,28,2,38.2.hornstein.4e.*.08,38.2.hornstein.4e.*,2,1
197,2.8,29,2,32.3.Culicover.15bii.*.08,32.3.Culicover.15bii.*,2,1
197,2.8,30,2,32.4.lopez.14b.*.08,32.4.lopez.14b.*,2,1
197,2.8,31,1,40.4.hicks.23.*.08,40.4.hicks.23.*,1,1
197,2.8,32,1,34.1.phillips.88b.*.08,34.1.phillips.88b.*,1,1
197,2.8,33,1,41.3.Landau.10b.*.08,41.3.Landau.10b.*,1,1
197,2.8,34,2,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,2,1
197,2.8,35,1,33.2.bowers.7b.i.*.08,33.2.bowers.7b.i.*,2,0
197,2.8,36,1,40.2.johnson.59b.*.08,40.2.johnson.59b.*,1,1
197,2.8,37,2,34.4.boskovic.3c.*.08,34.4.boskovic.3c.*,2,1
197,2.8,38,2,34.3.heycock.82a.*.08,34.3.heycock.82a.*,2,1
197,2.8,39,2,34.1.phillips.67d.*.08,34.1.phillips.67d.*,2,1
197,2.8,40,2,41.2.Bruening.36b.*.08,41.2.Bruening.36b.*,1,0
197,2.8,41,2,41.4.Haegeman.22d.*.08,41.4.Haegeman.22d.*,2,1
197,2.8,42,1,33.1.denDikken.72b.*.08,33.1.denDikken.72b.*,1,1
197,2.8,43,1,33.2.bowers.68b.*.08,33.2.bowers.68b.*,1,1
197,2.8,44,1,33.1.den Dikken.62b.*.08,33.1.den Dikken.62b.*,1,1
197,2.8,45,2,41.3.Vicente.8a.*.08,41.3.Vicente.8a.*,2,1
197,2.8,46,1,37.3.becker.2b.*.08,37.3.becker.2b.*,1,1
