"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,,
,,,,,,,
participant,survey,order,judgment,item,condition,expected,pattern
45,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
45,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
45,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
45,1.4,23,2,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,1
45,1.4,24,1,34.1.basilico.62.*.04,34.1.basilico.62.*,2,0
45,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
45,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
45,1.4,27,1,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,0
45,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
45,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
45,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
45,1.4,31,2,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,0
45,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
45,1.4,33,2,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,0
45,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
45,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
45,1.4,36,1,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,0
45,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
45,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
45,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
45,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
45,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
45,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
45,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
45,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
45,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
45,1.4,46,1,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,1
45,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
45,1.4,48,1,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,1
45,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
45,1.4,50,1,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,1
46,1.4,1,2,34.1.fox.26.*.04,34.1.fox.26.*,2,1
46,1.4,2,2,35.3.richards.17b.*.04,35.3.richards.17b.*,1,0
46,1.4,3,2,34.1.basilico.44b.*.04,34.1.basilico.44b.*,2,1
46,1.4,4,2,37.3.becker.5b.*.04,37.3.becker.5b.*,2,1
46,1.4,5,2,41.1.Muller.14c.*.04,41.1.Muller.14c.*,2,1
46,1.4,6,2,40.1.caponigro.23a.*.04,40.1.caponigro.23a.*,2,1
46,1.4,7,1,32.3.fanselow.59b.*.04,32.3.fanselow.59b.*,1,1
46,1.4,8,1,34.4.haegeman.2a.*.04,34.4.haegeman.2a.*,1,1
46,1.4,9,2,33.4.neeleman.100.*.04,33.4.neeleman.100.*,2,1
46,1.4,10,1,32.2.stroik.17a.*.04,32.2.stroik.17a.*,1,1
46,1.4,11,1,34.3.takano.9e.*.04,34.3.takano.9e.*,1,1
46,1.4,12,2,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,2,1
46,1.4,13,1,33.1.den Dikken.58a.*.04,33.1.den Dikken.58a.*,1,1
46,1.4,14,1,37.2.Sigurdsson.3d.*.04,37.2.Sigurdsson.3d.*,1,1
46,1.4,15,2,32.4.lopez.10a.*.04,32.4.lopez.10a.*,1,0
46,1.4,16,2,41.3.Vicente.4a3.*.04,41.3.Vicente.4a3.*,2,1
46,1.4,17,1,35.2.larson.44c.??.04,35.2.larson.44c.??,1,1
46,1.4,18,1,35.1.mcginnis.63b.*.04,35.1.mcginnis.63b.*,1,1
46,1.4,19,1,32.3.Culicover.49a.*.04,32.3.Culicover.49a.*,1,1
46,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
46,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
46,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
46,1.4,23,1,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,0
46,1.4,24,2,34.1.basilico.62.*.04,34.1.basilico.62.*,2,1
46,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
46,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
46,1.4,27,2,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,1
46,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
46,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
46,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
46,1.4,31,2,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,0
46,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
46,1.4,33,1,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,1
46,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
46,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
46,1.4,36,2,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,1
46,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
46,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
46,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
46,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
46,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
46,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
46,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
46,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
46,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
46,1.4,46,2,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,0
46,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
46,1.4,48,1,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,1
46,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
46,1.4,50,2,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,0
47,1.4,1,2,34.1.fox.26.*.04,34.1.fox.26.*,2,1
47,1.4,2,2,35.3.richards.17b.*.04,35.3.richards.17b.*,1,0
47,1.4,3,2,34.1.basilico.44b.*.04,34.1.basilico.44b.*,2,1
47,1.4,4,2,37.3.becker.5b.*.04,37.3.becker.5b.*,2,1
47,1.4,5,2,41.1.Muller.14c.*.04,41.1.Muller.14c.*,2,1
47,1.4,6,2,40.1.caponigro.23a.*.04,40.1.caponigro.23a.*,2,1
47,1.4,7,2,32.3.fanselow.59b.*.04,32.3.fanselow.59b.*,1,0
47,1.4,8,1,34.4.haegeman.2a.*.04,34.4.haegeman.2a.*,1,1
47,1.4,9,2,33.4.neeleman.100.*.04,33.4.neeleman.100.*,2,1
47,1.4,10,1,32.2.stroik.17a.*.04,32.2.stroik.17a.*,1,1
47,1.4,11,1,34.3.takano.9e.*.04,34.3.takano.9e.*,1,1
47,1.4,12,2,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,2,1
47,1.4,13,1,33.1.den Dikken.58a.*.04,33.1.den Dikken.58a.*,1,1
47,1.4,14,1,37.2.Sigurdsson.3d.*.04,37.2.Sigurdsson.3d.*,1,1
47,1.4,15,2,32.4.lopez.10a.*.04,32.4.lopez.10a.*,1,0
47,1.4,16,2,41.3.Vicente.4a3.*.04,41.3.Vicente.4a3.*,2,1
47,1.4,17,1,35.2.larson.44c.??.04,35.2.larson.44c.??,1,1
47,1.4,18,2,35.1.mcginnis.63b.*.04,35.1.mcginnis.63b.*,1,0
47,1.4,19,2,32.3.Culicover.49a.*.04,32.3.Culicover.49a.*,1,0
47,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
47,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
47,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
47,1.4,23,2,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,1
47,1.4,24,2,34.1.basilico.62.*.04,34.1.basilico.62.*,2,1
47,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
47,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
47,1.4,27,2,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,1
47,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
47,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
47,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
47,1.4,31,2,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,0
47,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
47,1.4,33,2,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,0
47,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
47,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
47,1.4,36,2,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,1
47,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
47,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
47,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
47,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
47,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
47,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
47,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
47,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
47,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
47,1.4,46,1,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,1
47,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
47,1.4,48,1,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,1
47,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
47,1.4,50,2,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,0
48,1.4,1,2,34.1.fox.26.*.04,34.1.fox.26.*,2,1
48,1.4,2,1,35.3.richards.17b.*.04,35.3.richards.17b.*,1,1
48,1.4,3,2,34.1.basilico.44b.*.04,34.1.basilico.44b.*,2,1
48,1.4,4,2,37.3.becker.5b.*.04,37.3.becker.5b.*,2,1
48,1.4,5,2,41.1.Muller.14c.*.04,41.1.Muller.14c.*,2,1
48,1.4,6,2,40.1.caponigro.23a.*.04,40.1.caponigro.23a.*,2,1
48,1.4,7,1,32.3.fanselow.59b.*.04,32.3.fanselow.59b.*,1,1
48,1.4,8,1,34.4.haegeman.2a.*.04,34.4.haegeman.2a.*,1,1
48,1.4,9,2,33.4.neeleman.100.*.04,33.4.neeleman.100.*,2,1
48,1.4,10,1,32.2.stroik.17a.*.04,32.2.stroik.17a.*,1,1
48,1.4,11,1,34.3.takano.9e.*.04,34.3.takano.9e.*,1,1
48,1.4,12,2,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,2,1
48,1.4,13,1,33.1.den Dikken.58a.*.04,33.1.den Dikken.58a.*,1,1
48,1.4,14,1,37.2.Sigurdsson.3d.*.04,37.2.Sigurdsson.3d.*,1,1
48,1.4,15,2,32.4.lopez.10a.*.04,32.4.lopez.10a.*,1,0
48,1.4,16,2,41.3.Vicente.4a3.*.04,41.3.Vicente.4a3.*,2,1
48,1.4,17,1,35.2.larson.44c.??.04,35.2.larson.44c.??,1,1
48,1.4,18,1,35.1.mcginnis.63b.*.04,35.1.mcginnis.63b.*,1,1
48,1.4,19,1,32.3.Culicover.49a.*.04,32.3.Culicover.49a.*,1,1
48,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
48,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
48,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
48,1.4,23,2,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,1
48,1.4,24,2,34.1.basilico.62.*.04,34.1.basilico.62.*,2,1
48,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
48,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
48,1.4,27,2,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,1
48,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
48,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
48,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
48,1.4,31,2,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,0
48,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
48,1.4,33,1,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,1
48,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
48,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
48,1.4,36,2,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,1
48,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
48,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
48,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
48,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
48,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
48,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
48,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
48,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
48,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
48,1.4,46,1,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,1
48,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
48,1.4,48,1,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,1
48,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
48,1.4,50,1,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,1
49,1.4,1,2,34.1.fox.26.*.04,34.1.fox.26.*,2,1
49,1.4,2,2,35.3.richards.17b.*.04,35.3.richards.17b.*,1,0
49,1.4,3,2,34.1.basilico.44b.*.04,34.1.basilico.44b.*,2,1
49,1.4,4,2,37.3.becker.5b.*.04,37.3.becker.5b.*,2,1
49,1.4,5,1,41.1.Muller.14c.*.04,41.1.Muller.14c.*,2,0
49,1.4,6,2,40.1.caponigro.23a.*.04,40.1.caponigro.23a.*,2,1
49,1.4,7,1,32.3.fanselow.59b.*.04,32.3.fanselow.59b.*,1,1
49,1.4,8,1,34.4.haegeman.2a.*.04,34.4.haegeman.2a.*,1,1
49,1.4,9,2,33.4.neeleman.100.*.04,33.4.neeleman.100.*,2,1
49,1.4,10,1,32.2.stroik.17a.*.04,32.2.stroik.17a.*,1,1
49,1.4,11,1,34.3.takano.9e.*.04,34.3.takano.9e.*,1,1
49,1.4,12,2,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,2,1
49,1.4,13,1,33.1.den Dikken.58a.*.04,33.1.den Dikken.58a.*,1,1
49,1.4,14,1,37.2.Sigurdsson.3d.*.04,37.2.Sigurdsson.3d.*,1,1
49,1.4,15,1,32.4.lopez.10a.*.04,32.4.lopez.10a.*,1,1
49,1.4,16,2,41.3.Vicente.4a3.*.04,41.3.Vicente.4a3.*,2,1
49,1.4,17,1,35.2.larson.44c.??.04,35.2.larson.44c.??,1,1
49,1.4,18,1,35.1.mcginnis.63b.*.04,35.1.mcginnis.63b.*,1,1
49,1.4,19,2,32.3.Culicover.49a.*.04,32.3.Culicover.49a.*,1,0
49,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
49,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
49,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
49,1.4,23,2,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,1
49,1.4,24,2,34.1.basilico.62.*.04,34.1.basilico.62.*,2,1
49,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
49,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
49,1.4,27,1,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,0
49,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
49,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
49,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
49,1.4,31,1,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,1
49,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
49,1.4,33,1,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,1
49,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
49,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
49,1.4,36,2,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,1
49,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
49,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
49,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
49,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
49,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
49,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
49,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
49,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
49,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
49,1.4,46,1,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,1
49,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
49,1.4,48,1,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,1
49,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
49,1.4,50,1,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,1
50,1.4,1,2,34.1.fox.26.*.04,34.1.fox.26.*,2,1
50,1.4,2,2,35.3.richards.17b.*.04,35.3.richards.17b.*,1,0
50,1.4,3,2,34.1.basilico.44b.*.04,34.1.basilico.44b.*,2,1
50,1.4,4,2,37.3.becker.5b.*.04,37.3.becker.5b.*,2,1
50,1.4,5,2,41.1.Muller.14c.*.04,41.1.Muller.14c.*,2,1
50,1.4,6,2,40.1.caponigro.23a.*.04,40.1.caponigro.23a.*,2,1
50,1.4,7,1,32.3.fanselow.59b.*.04,32.3.fanselow.59b.*,1,1
50,1.4,8,1,34.4.haegeman.2a.*.04,34.4.haegeman.2a.*,1,1
50,1.4,9,2,33.4.neeleman.100.*.04,33.4.neeleman.100.*,2,1
50,1.4,10,1,32.2.stroik.17a.*.04,32.2.stroik.17a.*,1,1
50,1.4,11,1,34.3.takano.9e.*.04,34.3.takano.9e.*,1,1
50,1.4,12,2,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,2,1
50,1.4,13,1,33.1.den Dikken.58a.*.04,33.1.den Dikken.58a.*,1,1
50,1.4,14,1,37.2.Sigurdsson.3d.*.04,37.2.Sigurdsson.3d.*,1,1
50,1.4,15,2,32.4.lopez.10a.*.04,32.4.lopez.10a.*,1,0
50,1.4,16,2,41.3.Vicente.4a3.*.04,41.3.Vicente.4a3.*,2,1
50,1.4,17,1,35.2.larson.44c.??.04,35.2.larson.44c.??,1,1
50,1.4,18,2,35.1.mcginnis.63b.*.04,35.1.mcginnis.63b.*,1,0
50,1.4,19,1,32.3.Culicover.49a.*.04,32.3.Culicover.49a.*,1,1
50,1.4,20,2,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,2,1
50,1.4,21,2,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,2,1
50,1.4,22,1,32.1.martin.2c.*.04,32.1.martin.2c.*,1,1
50,1.4,23,2,41.3.Rezac.3b2.*.04,41.3.Rezac.3b2.*,2,1
50,1.4,24,2,34.1.basilico.62.*.04,34.1.basilico.62.*,2,1
50,1.4,25,2,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,2,1
50,1.4,26,1,32.2.nunes.3b.*.04,32.2.nunes.3b.*,1,1
50,1.4,27,2,41.3.Vicente.4a6.*.04,41.3.Vicente.4a6.*,2,1
50,1.4,28,2,41.4.Haegeman.18a.*.04,41.4.Haegeman.18a.*,2,1
50,1.4,29,2,33.4.neeleman.18d.*.04,33.4.neeleman.18d.*,2,1
50,1.4,30,2,33.1.fox.65b.*.04,33.1.fox.65b.*,2,1
50,1.4,31,2,32.2.stroik.4b.*.04,32.2.stroik.4b.*,1,0
50,1.4,32,1,32.1.martin.69b.*.04,32.1.martin.69b.*,1,1
50,1.4,33,1,34.4.boskovic.3a.*.04,34.4.boskovic.3a.*,1,1
50,1.4,34,2,34.1.basilico.96a.??.04,34.1.basilico.96a.??,2,1
50,1.4,35,1,37.1.boeckx.5.*.04,37.1.boeckx.5.*,1,1
50,1.4,36,2,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,2,1
50,1.4,37,2,33.2.bowers.69b.*.04,33.2.bowers.69b.*,2,1
50,1.4,38,2,34.1.phillips.3e.*.04,34.1.phillips.3e.*,2,1
50,1.4,39,2,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,2,1
50,1.4,40,2,34.3.heycock.16.*.04,34.3.heycock.16.*,2,1
50,1.4,41,2,35.3.hazout.67c.*.04,35.3.hazout.67c.*,1,0
50,1.4,42,2,33.2.bowers.13a.*.04,33.2.bowers.13a.*,2,1
50,1.4,43,2,34.1.phillips.96a.*.04,34.1.phillips.96a.*,2,1
50,1.4,44,1,35.1.mcginnis.32b.*.04,35.1.mcginnis.32b.*,1,1
50,1.4,45,1,34.4.boskovic.3e.*.04,34.4.boskovic.3e.*,1,1
50,1.4,46,1,32.3.Culicover.28c.*.04,32.3.Culicover.28c.*,1,1
50,1.4,47,1,32.1.martin.93b.*.04,32.1.martin.93b.*,1,1
50,1.4,48,2,32.3.fanselow.58b.*.04,32.3.fanselow.58b.*,1,0
50,1.4,49,2,38.3.hirose.4a.*.04,38.3.hirose.4a.*,2,1
50,1.4,50,2,35.1.bhatt.94a.*.04,35.1.bhatt.94a.*,1,0
51,1.5,1,1,37.2.Sigurdsson.3d.*.05,37.2.Sigurdsson.3d.*,1,1
51,1.5,2,2,34.4.boskovic.3e.*.05,34.4.boskovic.3e.*,2,1
51,1.5,3,2,34.4.boskovic.3a.*.05,34.4.boskovic.3a.*,2,1
51,1.5,4,2,41.3.Vicente.5a.*.05,41.3.Vicente.5a.*,2,1
51,1.5,5,2,41.1.Muller.14c.*.05,41.1.Muller.14c.*,2,1
51,1.5,6,2,34.3.takano.9e.*.05,34.3.takano.9e.*,2,1
51,1.5,7,2,32.3.fanselow.59b.*.05,32.3.fanselow.59b.*,2,1
51,1.5,8,2,37.1.boeckx.5.*.05,37.1.boeckx.5.*,1,0
51,1.5,9,2,32.2.stroik.4b.*.05,32.2.stroik.4b.*,2,1
51,1.5,10,2,32.1.martin.69b.*.05,32.1.martin.69b.*,2,1
51,1.5,11,2,34.2.caponigro.13b.*.05,34.2.caponigro.13b.*,2,1
51,1.5,12,2,32.3.Culicover.28c.*.05,32.3.Culicover.28c.*,2,1
51,1.5,13,2,34.1.phillips.3e.*.05,34.1.phillips.3e.*,2,1
51,1.5,14,2,41.3.Rezac.3b2.*.05,41.3.Rezac.3b2.*,2,1
51,1.5,15,1,34.1.basilico.44b.*.05,34.1.basilico.44b.*,1,1
51,1.5,16,2,40.1.stepanov.4b.*.05,40.1.stepanov.4b.*,2,1
51,1.5,17,2,32.2.stroik.17a.*.05,32.2.stroik.17a.*,2,1
51,1.5,18,2,34.1.fox.26.*.05,34.1.fox.26.*,2,1
51,1.5,19,1,35.2.larson.44c.??.05,35.2.larson.44c.??,1,1
51,1.5,20,2,32.1.martin.2c.*.05,32.1.martin.2c.*,2,1
51,1.5,21,2,32.3.Culicover.49a.*.05,32.3.Culicover.49a.*,2,1
51,1.5,22,1,33.1.fox.65b.*.05,33.1.fox.65b.*,1,1
51,1.5,23,1,33.2.bowers.69b.*.05,33.2.bowers.69b.*,1,1
51,1.5,24,2,32.4.lopez.10a.*.05,32.4.lopez.10a.*,1,0
51,1.5,25,2,32.3.fanselow.58b.*.05,32.3.fanselow.58b.*,2,1
51,1.5,26,2,34.3.heycock.16.*.05,34.3.heycock.16.*,2,1
51,1.5,27,2,41.4.Haegeman.4a.*.05,41.4.Haegeman.4a.*,2,1
51,1.5,28,1,35.3.hazout.67c.*.05,35.3.hazout.67c.*,1,1
51,1.5,29,1,38.3.hirose.4a.*.05,38.3.hirose.4a.*,1,1
51,1.5,30,1,41.3.Vicente.4a3.*.05,41.3.Vicente.4a3.*,2,0
51,1.5,31,2,35.1.bhatt.94a.*.05,35.1.bhatt.94a.*,2,1
51,1.5,32,2,34.1.phillips.96a.*.05,34.1.phillips.96a.*,2,1
51,1.5,33,2,41.3.Vicente.4a6.*.05,41.3.Vicente.4a6.*,2,1
51,1.5,34,2,41.2.Bruening.33a.*.05,41.2.Bruening.33a.*,2,1
51,1.5,35,1,35.3.richards.17b.*.05,35.3.richards.17b.*,1,1
51,1.5,36,2,34.4.haegeman.2a.*.05,34.4.haegeman.2a.*,2,1
51,1.5,37,1,35.1.mcginnis.32b.*.05,35.1.mcginnis.32b.*,1,1
51,1.5,38,2,41.4.Haegeman.18a.*.05,41.4.Haegeman.18a.*,2,1
51,1.5,39,1,33.4.neeleman.100.*.05,33.4.neeleman.100.*,1,1
