"sentence_id","condition","all_exposures","first_three_exposures","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap"
43,"SUBJ",0.418625,0.343928571428571,8.92953745524088,7.14151116102356,9.2757650165289,8.20863808877623,0.609759286567162,8.22735691070557,1.97242051760356,7.36680221557617,5.91750632921855,14.0840673446655
44,"POLAR",0.934942857142857,0.938834355828221,8.59357314270276,10.0441952019088,10.0863102434762,10.0652527226925,0.532603032037193,0,0,0,0,0
46,"WH",0.509432835820895,0.445,7.67131005922953,7.68274848262859,10.0516666517123,8.86720756717045,0.53452037883266,8.22735691070557,2.38864812850952,10.2595062255859,4.05020438830058,11.8167514801025
47,"SUBJ",0.488932926829268,0.433396226415094,7.04036785289645,7.56344167637796,9.41521688641829,8.48932928139812,0.538347686003866,8.22735691070557,1.6240656375885,6.94774389266968,4.467858415097,15.6975135803223
48,"POLAR",0.880642458100559,0.869415204678363,6.15551756620407,9.66614642626387,8.65757106930432,9.16185874778409,0.44597285727497,0,0,0,0,0
50,"WH",0.499427710843374,0.458051948051948,9.66033046245575,9.12761603274634,11.5145925093115,10.3211042710289,0.675883084547021,10.7298059463501,3.6995236158371,6.61117744445801,4.22670850753784,12.71044921875
51,"SUBJ",0.345920245398773,0.322242424242424,9.03909589694097,9.00945517138262,11.33402733621,10.1717412537963,0.662837760230723,10.7298059463501,2.09869390267592,7.17027425765991,5.56347274780273,18.4192047119141
52,"POLAR",0.898977272727273,0.884702380952381,7.5492969751358,9.97893738951335,8.30165470060167,9.14029604505751,0.544904525913761,0,0,0,0,0
54,"WH",0.529538461538462,0.441840490797546,8.47943623860677,7.20055885181167,11.7561287437886,9.47834379780013,0.603282922623214,8.22735691070557,3.04725140333176,6.93124628067017,4.16896790266037,12.653021812439
55,"SUBJ",0.401572700296736,0.324331210191083,7.39559015962813,7.09898504577504,8.28914875603052,7.69406690090278,0.555310820775207,8.22735691070557,1.50603875848982,7.23217105865479,5.03068873617384,14.5594568252563
56,"POLAR",0.937073863636364,0.93078313253012,7.24934819340706,9.9765885115976,9.26170624190561,9.6191473767516,0.508341839045086,0,0,0,0,0
58,"WH",0.530730994152047,0.480654761904762,8.42084897930423,7.05566759343206,10.8194349435519,8.93755126849199,0.597003417424487,8.22735691070557,3.15270755067468,8.60165977478027,3.86572337150574,11.2752933502197
59,"SUBJ",0.371258503401361,0.295142857142857,6.43249504268169,6.99719325684319,6.56471127213578,6.78095226448948,0.501674230441886,8.22735691070557,1.46979438119075,7.10705518722534,4.06067642043619,16.18235206604
60,"POLAR",0.91597667638484,0.913941176470588,7.61260928027332,9.70217115282049,10.7038156068738,10.2029933798472,0.529399115885976,0,0,0,0,0
62,"WH",0.572684365781711,0.57275641025641,8.96552447477976,7.39328198409835,12.4007181078241,9.8970000459612,0.575027127189645,8.22735691070557,3.52898530165354,7.76977968215942,4.10344445705414,11.9193639755249
63,"SUBJ",0.322212121212121,0.293924050632911,7.53403705709121,7.29885128397825,5.45773960052301,6.37829544225063,0.528084607680894,8.22735691070557,2.02485679177677,7.50457620620728,4.5837724349078,14.858380317688
64,"POLAR",0.897717391304348,0.892197802197802,7.58676873936373,10.6100832182505,8.12429174530257,9.36718748177654,0.472119300232171,0,0,0,0,0
66,"WH",0.525416666666667,0.469012345679012,9.23894457817078,7.11792637830261,11.9868677538251,9.55239706606388,0.608304751544775,8.22735691070557,3.40042612552643,7.71066617965698,4.24471614360809,11.1871995925903
67,"SUBJ",0.38533950617284,0.364903225806452,7.61182562112808,6.98134860679981,8.87499343076954,7.92817101878468,0.537749826444152,8.22735691070557,1.4955534140269,6.91566181182861,5.10673762559891,15.9290971755981
68,"POLAR",0.930523255813953,0.931602209944751,6.750954246521,9.68477645620622,9.05618084491888,9.37047865056255,0.45757512278182,0,0,0,0,0
70,"WH",0.475994065281899,0.441787709497207,8.59035030236611,9.11877980400186,10.4426217417746,9.78070077288822,0.581323524263456,10.7298059463501,2.86784881811876,6.65211057662964,4.38543098247968,10.2517280578613
71,"SUBJ",0.447094801223242,0.394012738853503,8.51224812177511,9.02415827883156,10.2020489876828,9.6131036332572,0.624164908842612,10.7298059463501,2.21496330774747,7.16343212127686,4.92088188574864,16.9811172485352
72,"POLAR",0.938551532033426,0.944123711340206,7.77330423678671,9.96965681685416,9.31314815498618,9.64140248592017,0.533844292669476,0,0,0,0,0
74,"WH",0.449652173913043,0.431411042944785,7.67677625815074,8.99454697532502,12.1247916511389,10.559669313232,0.524941826741564,10.7298059463501,2.51605715751648,6.99853944778442,3.97882940769196,12.2668437957764
75,"SUBJ",0.334767801857585,0.286913580246914,8.28078523703984,8.96187499250092,9.2150173075767,9.08844615003881,0.562604975023152,10.7298059463501,2.13640224933624,6.91240930557251,4.88422475542341,24.5991382598877
76,"POLAR",0.863468834688347,0.871194968553459,7.35318208113313,9.86412807918529,8.99811276754343,9.43112042336436,0.504451262419378,0,0,0,0,0
78,"WH",0.591713395638629,0.55361963190184,7.39493532975515,7.2451355817073,7.33631981756921,7.29072769963825,0.524772100726761,8.22735691070557,3.09327954053879,9.45886707305908,2.82780379056931,8.32472705841064
79,"SUBJ",0.37,0.31271186440678,7.07085157843197,7.14572621491855,6.44245699086558,6.79409160289206,0.499523258287357,8.22735691070557,1.66544180757859,8.0345573425293,4.44882657948662,14.9239826202393
80,"POLAR",0.938230337078652,0.928095238095238,5.92686930252239,9.98103443556308,5.56160212134456,7.77131827845382,0.409076355698931,0,0,0,0,0
82,"WH",0.541487603305785,0.501086956521739,8.25638369719187,7.20869453701959,9.78437783825974,8.49653618763966,0.570870550396918,8.22735691070557,3.01749509572983,8.56069469451904,3.83988430102666,9.76031017303467
83,"SUBJ",0.47794952681388,0.420347222222222,6.91344585021337,7.11091213181956,8.84485215621429,7.97788214401693,0.531543867175751,8.22735691070557,1.52075795332591,7.83357620239258,4.50041383504868,15.1012859344482
84,"POLAR",0.939232954545455,0.941467391304348,6.24207215274081,9.94281794092567,6.35889274713434,8.15085534403001,0.429393206857608,0,0,0,0,0
86,"WH",0.541333333333333,0.462771084337349,8.8377637646415,7.21731036828194,10.6142326327678,8.91577150052486,0.61888135008055,8.22735691070557,3.25244105945934,8.90071487426758,4.0282252701846,10.6901273727417
87,"SUBJ",0.4932,0.444939759036145,7.59135858446825,7.09964823236952,8.22656448077204,7.66310635657078,0.553955430550433,8.22735691070557,1.55110549926758,8.67812061309814,4.98366073996294,15.4508085250854
88,"POLAR",0.920420168067227,0.921220930232558,8.004361265472,9.80468332120861,10.8107580654451,10.3077206933269,0.527952562564807,0,0,0,0,0
181,"FILL",0.907426614481409,0.892998027613412,7.84978431463242,10.0138056688382,7.72918099142529,8.87149333013174,0.50078223850104,0,0,0,0,0
182,"FILL",0.912480392156863,0.892509727626459,8.44498628836412,11.1864277852025,9.25760370999038,10.2220157475964,0.583395459265874,0,0,0,0,0
183,"FILL",0.885683673469388,0.862676056338028,7.3786239343531,10.0090838388573,9.17110748484295,9.59009566185013,0.538497369500908,0,0,0,0,0
184,"FILL",0.893069105691057,0.872179226069246,6.18378043742407,11.1816970707613,6.74519671121377,8.96344689098752,0.43205295854447,0,0,0,0,0
185,"FILL",0.828733798604187,0.796471774193548,7.68217789668303,12.15849781085,6.92204081941807,9.54026931513404,0.490025826383617,0,0,0,0,0
186,"FILL",0.889891838741396,0.866625514403292,6.25999382664176,11.8682217800288,6.34972555442503,9.10897366722689,0.451425555874609,0,0,0,0,0
187,"FILL",0.866566037735849,0.835401459854015,7.83904556717191,12.1803072313726,8.30388802348543,10.242097627429,0.522919448231356,0,0,0,0,0
188,"FILL",0.895054401582592,0.879518072289157,7.53708628507761,12.1897192918026,8.44407400226099,10.3168966470318,0.486560923037847,0,0,0,0,0
189,"FILL",0.885004840271055,0.859431818181818,7.09955241731726,9.8163963256175,8.60961955281329,9.21300793921539,0.48972701709851,0,0,0,0,0
190,"FILL",0.94215250965251,0.926640926640927,5.84356532432139,9.816237968134,6.18627894078927,8.00125845446163,0.415459574377728,0,0,0,0,0
191,"FILL",0.84905534351145,0.823129770992366,7.12719877560933,9.33790285315037,8.22610770703889,8.78200528009463,0.4984147360398,0,0,0,0,0
197,"UNGRAM",0.0351176470588235,0.0361782178217822,12.8053541183472,10.9545463936408,14.9022688558593,12.9284076247501,0.99243761497873,0,0,0,0,0
198,"UNGRAM",0.043841059602649,0.0386380597014925,10.1454684165391,10.6009191920556,10.2314209867156,10.4161700893856,0.818804500853696,0,0,0,0,0
199,"UNGRAM",0.0449367088607595,0.043399209486166,12.6800636144785,14.2690273768297,11.3335249772082,12.8012761770189,0.956215116336243,0,0,0,0,0
200,"UNGRAM",0.0380324737344795,0.038014440433213,11.8015857934952,9.68078036823844,11.8165491413381,10.7486647547883,0.901517541204108,0,0,0,0,0
201,"UNGRAM",0.0418666666666667,0.0391596638655462,13.1248305944296,15.4751602022085,14.1851139617029,14.8301370819557,0.836560933920817,0,0,0,0,0
202,"UNGRAM",0.0330388349514563,0.0303675048355899,13.3440468982328,11.184852271791,13.6993898720015,12.4421210718962,0.942006393146515,0,0,0,0,0
203,"UNGRAM",0.0360575968222443,0.0340873015873016,13.3661535024643,13.1837736689244,14.1987903051516,13.691281987038,0.856892980926638,0,0,0,0,0
204,"UNGRAM",0.0356175298804781,0.0371862348178138,12.5913958182702,12.6004955521478,8.71543694598339,10.6579662490656,0.871252691131621,0,0,0,0,0
205,"UNGRAM",0.0479420289855072,0.0487624750499002,11.9748612471989,14.0201745824066,8.98582219774808,11.5029983900774,0.864448005668362,0,0,0,0,0
206,"UNGRAM",0.0397148676171079,0.0323412698412698,13.2175031979879,12.806360089116,13.0592899112493,12.9328250001826,0.905312044862032,0,0,0,0,0
207,"UNGRAM",0.0363592233009709,0.0345490196078431,12.1243681907654,11.1409227324618,11.7926114467677,11.4667670896147,0.866130604831934,0,0,0,0,0
