"sentence_id","condition","all_exposures","first_three_exposures","mean_surprisal","weight_first","weight_last","weight_sum"
67,"SUBJ",0.38533950617284,0.364903225806452,7.86847368876139,0.753521649531072,0.653939245483322,1.40746089501439
68,"POLAR",0.930523255813953,0.931602209944751,7.86847368876139,0.753521649531072,0.653939245483322,1.40746089501439
70,"WH",0.475994065281899,0.441787709497207,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
71,"SUBJ",0.447094801223242,0.394012738853503,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
72,"POLAR",0.938551532033426,0.944123711340206,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
74,"WH",0.449652173913043,0.431411042944785,7.86847368876139,0.753521649531072,0.653939245483322,1.40746089501439
75,"SUBJ",0.334767801857585,0.286913580246914,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
76,"POLAR",0.863468834688347,0.871194968553459,7.83016082644463,0.70642668515191,0.679001872157519,1.38542855730943
78,"WH",0.591713395638629,0.55361963190184,8.17727408806483,0.941897849462628,0.848873219066698,1.79077106852933
79,"SUBJ",0.37,0.31271186440678,7.70219213822309,0.664872211693084,0.567726258542189,1.23259847023527
80,"POLAR",0.938230337078652,0.928095238095238,7.83016082644463,0.70642668515191,0.679001872157519,1.38542855730943
82,"WH",0.541487603305785,0.501086956521739,8.17727408806483,0.941897849462628,0.848873219066698,1.79077106852933
83,"SUBJ",0.47794952681388,0.420347222222222,7.9578709602356,0.627934894898743,0.880830158492931,1.50876505339167
84,"POLAR",0.939232954545455,0.941467391304348,7.70219213822309,0.664872211693084,0.567726258542189,1.23259847023527
86,"WH",0.541333333333333,0.462771084337349,8.5008104280992,1.02751791444046,1.37597060784692,2.40348852228738
87,"SUBJ",0.4932,0.444939759036145,7.83016082644463,0.70642668515191,0.679001872157519,1.38542855730943
88,"POLAR",0.920420168067227,0.921220930232558,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
181,"FILL",0.907426614481409,0.892998027613412,8.17727408806483,0.941897849462628,0.848873219066698,1.79077106852933
182,"FILL",0.912480392156863,0.892509727626459,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
183,"FILL",0.885683673469388,0.862676056338028,7.70219213822309,0.664872211693084,0.567726258542189,1.23259847023527
184,"FILL",0.893069105691057,0.872179226069246,8.32244312763214,0.538229916259734,1.06276967663303,1.60099959289277
185,"FILL",0.828733798604187,0.796471774193548,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
186,"FILL",0.889891838741396,0.866625514403292,7.70219213822309,0.664872211693084,0.567726258542189,1.23259847023527
187,"FILL",0.866566037735849,0.835401459854015,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
188,"FILL",0.895054401582592,0.879518072289157,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
189,"FILL",0.885004840271055,0.859431818181818,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
190,"FILL",0.94215250965251,0.926640926640927,7.83016082644463,0.70642668515191,0.679001872157519,1.38542855730943
191,"FILL",0.84905534351145,0.823129770992366,8.17727408806483,0.941897849462628,0.848873219066698,1.79077106852933
197,"UNGRAM",0.0351176470588235,0.0361782178217822,8.52815577983856,1.13023235374192,1.87787601112265,3.00810836486457
198,"UNGRAM",0.043841059602649,0.0386380597014925,8.5008104280992,1.02751791444046,1.37597060784692,2.40348852228738
199,"UNGRAM",0.0449367088607595,0.043399209486166,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
200,"UNGRAM",0.0380324737344795,0.038014440433213,8.52815577983856,1.13023235374192,1.87787601112265,3.00810836486457
201,"UNGRAM",0.0418666666666667,0.0391596638655462,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
202,"UNGRAM",0.0330388349514563,0.0303675048355899,8.52815577983856,1.13023235374192,1.87787601112265,3.00810836486457
203,"UNGRAM",0.0360575968222443,0.0340873015873016,8.52815577983856,1.13023235374192,1.87787601112265,3.00810836486457
204,"UNGRAM",0.0356175298804781,0.0371862348178138,7.7783962396475,0.869445582783643,0.518404471085189,1.38785005386883
205,"UNGRAM",0.0479420289855072,0.0487624750499002,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
206,"UNGRAM",0.0397148676171079,0.0323412698412698,7.86847368876139,0.753521649531072,0.653939245483322,1.40746089501439
207,"UNGRAM",0.0363592233009709,0.0345490196078431,8.12801769801549,0.8073443729686,1.08230936924329,1.88965374221189
