"sentence_id","condition","all_exposures","first_three_exposures","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm"
0,"CNPC",0.462058823529412,0.48375,3.02688419322173,7.27054874741117,4.20677912153419,5.73866393447268,0.462074618269406,9.45890998840332,3.11840176582336,0.754282534122467,1.84975180029869,6.49429655075073,0.452492109719738,0.102253712593027,0.477908332816516,1.74160001101527
5,"SUBJ",0.474623655913978,0.432307692307692,3.48464740527173,6.61051737610532,1.29492500892185,3.95272119251358,0.464965106761262,8.25773143768311,2.53784166276455,5.53204441070557,3.1476187310699,16.9166889190674,0.353773453122917,0.749947206297506,0.455223339323001,2.71962058103701
7,"WH",0.620769230769231,0.652,4.35309944748878,6.54380421447733,4.19974267258319,5.37177344353026,0.492210115966171,7.61664867401123,5.69710856676102,5.78850698471069,1.83435113728046,6.35513067245483,0.487367627339445,0.431868071621752,0.47091141739041,1.70427937231652
9,"CNPC",0.467647058823529,0.443125,2.85559981087079,6.9555208549999,3.53082407044439,5.24317246272214,0.448391756415207,8.88318920135498,3.02732839186986,2.26355242729187,1.56241711229086,5.45246171951294,0.479694989678528,0.306856686810106,0.37553601753395,1.46220723315542
14,"SUBJ",0.466344086021505,0.445555555555556,2.57164319054573,6.01104955811679,1.13252886705053,3.57178921258366,0.363883442423644,7.38254451751709,2.05150259137154,4.75233888626099,2.0837660764551,14.0033798217773,0.268344639070286,0.644247046215572,0.355471663730865,2.25126087909901
16,"WH",0.632051282051282,0.564545454545455,4.41545010060072,6.48583791157795,2.50802836453828,4.49693313805812,0.476212008956539,7.78356266021729,6.07894951105118,6.37227964401245,1.42071516439319,3.53692674636841,0.574961414025136,0.475422095708457,0.328833782920309,0.948510991498121
18,"CNPC",0.484019607843137,0.456923076923077,2.99359595883065,7.53077590754332,5.51647321404611,6.52362456079472,0.458692100896424,9.46190929412842,3.00292217731476,1.46626234054565,1.99420855324715,8.62620449066162,0.415993639095689,0.198772689507604,0.490389661827658,2.31332180761279
23,"SUBJ",0.478817204301075,0.326153846153846,3.52653931729947,6.00652025878667,1.12325724168845,3.56488875023756,0.44375902475296,7.2907338142395,2.29835786692274,5.87296390533447,3.40674998895265,16.0922794342041,0.306568039765769,0.796163686786081,0.444870954101709,2.58708394736343
25,"WH",0.530384615384615,0.481818181818182,5.33556939382106,6.90776150605701,3.22297883653347,5.06537017129523,0.544958017100193,7.69363832473755,9.93757271766663,7.9613618850708,1.43692360756298,4.95682144165039,0.801317981880255,0.593980108147055,0.346080845645242,1.32928950963613
27,"CNPC",0.492647058823529,0.365333333333333,2.40732644760283,7.41681130380416,3.49791074755086,5.45736102567751,0.342351678846027,9.73902893066406,3.41021046042442,2.192302942276,0.765578565769829,5.50094842910767,0.459493898143893,0.297197806969159,0.197905379330225,1.47521009702288
32,"SUBJ",0.476451612903226,0.540714285714286,3.47108437754214,6.74652262622949,1.18805806731865,3.96729034677407,0.440710533442804,8.63130760192871,2.01462876796722,5.72185802459717,3.29495388497081,16.2093944549561,0.290940089565895,0.775679138091069,0.436284795194224,2.60591200658409
34,"WH",0.601666666666667,0.514285714285714,3.0224922709167,7.16750730456881,1.61684607340422,4.39217668898652,0.31228326314074,8.92834854125977,5.2352928519249,7.4340672492981,0.892644096165895,2.35511589050293,0.463377157414531,0.554639788073305,0.167313149171452,0.631580314940805
36,"CNPC",0.435980392156863,0.490833333333333,3.90910270654907,9.5731281010175,5.14995375173029,7.36154092637389,0.58867851988528,11.8890390396118,4.05844302972158,0.908154189586639,2.44034526776522,7.98921394348145,0.547896991773694,0.123113201341963,0.58363252841624,2.14249764901206
41,"SUBJ",0.46989247311828,0.517777777777778,2.80981353846275,6.85863975114948,1.61503593925842,4.23683784520395,0.373160945015652,8.36314678192139,3.62081686407328,5.54145336151123,1.84906467438365,15.224024772644,0.406901839050164,0.751222723239713,0.301378902012999,2.44749852030634
43,"WH",0.653333333333333,0.63,3.39074123602283,7.12427543344736,4.26355124403888,5.69391333874312,0.410847596148077,8.87445831298828,4.04693569722585,4.05752182006836,1.50444724261761,6.60884237289429,0.392226173540693,0.30272298688151,0.380136884980137,1.77231819635651
