"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
0,10.236216926574707,9.394523002674234,13.422225355289608,11.408374178981921,1.1661264115193133,10.729805946350098,10.011541247367859,6.84432315826416,11.185468792915344,13.991576194763184,1.0262615055843067,0.5106402482925173,1.4637701305832436,3.7521737827176374,15.11255693435669,15.673047304153442,15.673047304153442,0,0
1,6.47117730186266,7.342925503996334,6.320001002216741,6.831463253106538,0.6479858738104989,0,0,0,0,0,0,0,0,0,16.21470195055008,18.967835068702698,18.967835068702698,18.967835068702698,18.967835068702698
2,7.676776258150737,8.994546975325024,12.124791651138878,10.559669313231952,0.8668022785553543,0,0,0,0,0,0,0,0,0,14.931951999664307,16.66213607788086,16.66213607788086,16.66213607788086,0
3,8.997365621849895,9.526058807325072,9.413010460954114,9.469534634139592,1.0583852244249894,0,0,0,0,0,0,0,0,0,15.289611598476768,15.289611598476768,16.225441496819258,16.225441496819258,0
4,8.221559936350042,8.970824251387182,9.922416073305856,9.44662016234652,0.9282451291267272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8.965524474779764,7.3932819840983495,12.400718107824055,9.897000045961201,0.8952904185449161,8.227356910705566,10.586955904960632,7.769779682159424,8.206888914108276,3.330369472503662,0.7588803803397933,0.5796865715327048,1.0697453209221217,0.43940636836535313,17.518619616826374,17.518619616826374,19.268037915229797,19.268037915229797,19.268037915229797
6,8.702946161230406,7.916905172091864,11.387020482769298,9.65196282743058,0.9615479034098721,0,0,0,0,0,0,0,0,0,16.049714617431164,18.90551482141018,18.90551482141018,18.90551482141018,18.90551482141018
7,7.394935329755147,7.245135581707302,7.3363198175692075,7.290727699638254,0.787955491544195,8.227356910705566,9.279838621616364,9.458867073059082,5.655607581138611,8.324727058410645,0.7800639255438776,0.7057057533761744,0.8199499064773784,2.232473467037945,14.75455904006958,16.1751708984375,16.1751708984375,16.1751708984375,0
8,8.315783511847258,9.120014894905426,9.925780497571962,9.522897696238692,0.9170743449447988,0,0,0,0,0,0,0,0,0,15.541909051438173,15.541909051438173,15.84510301426053,16.520492553710938,0
9,8.731539983015795,7.264961004180863,9.832107133382078,8.548534068781471,0.909110153509653,8.227356910705566,10.023979485034943,8.188142776489258,8.142657450267247,11.093497276306152,0.7782521034289125,0.610899743299304,1.05495983349945,2.97498502380203,15.178712129592896,16.24284076690674,16.24284076690674,17.0648136138916,17.0648136138916
