"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,9.075864684581756,9.252235496846007,9.837751174677871,9.544993335761939,2.507848394116413,10.744474411010742,8.947695851325989,5.613903999328613,9.652371257543564,8.475907325744629,0.9656057659837854,0.41884131795357255,1.0871868719426658,2.273016049779061,16.108067870140076,16.108067870140076,16.108067870140076,16.108067870140076,0
3,5.777141104507096,6.968389870402097,3.429573587746516,5.198981729074308,4.936064123856674,8.360447883605957,8.311373281292617,5.280910491943359,4.6658679341728035,5.2972235679626465,0.6377764922729346,0.39399738768331816,0.5087588965106811,0.3717315922562985,14.636551093310118,14.636551093310118,0,0,0
4,7.489921740690867,8.744868344095027,9.274403051410141,9.009635697752586,2.3819969527799243,0,0,0,0,0,0,0,0,0,14.158231258392334,14.449015617370605,0,0,0
5,8.293321854155511,9.39654693117913,6.530475195908049,7.9635110635435895,2.5018459672409143,0,0,0,0,0,0,0,0,0,14.154724867548794,15.181339803151786,15.181339803151786,0,0
6,7.8411125486547295,8.756337514112227,7.091369210985089,7.923853362548658,2.970838052753332,10.744474411010742,7.607023000717163,11.924825668334961,6.6309691905975345,7.006443023681641,0.6308246609984394,0.8896856269521762,0.8340600388791867,1.8789442631490532,13.681121826171875,14.020255088806152,0,0,0
7,7.433862881018565,7.0450674387410235,8.62006446518179,7.832565951961407,3.5720163187857135,8.360447883605957,7.666665917634964,7.157284259796143,7.131525953610738,3.768233060836792,0.5614608177590642,0.5339896037944165,0.8507457788900629,0.4971777510234588,16.41219563782215,16.41219563782215,16.41219563782215,17.706457048654556,17.706457048654556
8,8.233474691584707,7.736806249986375,9.061153667002547,8.398979958494463,2.0837673688706984,0,0,0,0,0,0,0,0,0,16.587145685218275,16.587145685218275,16.587145685218275,16.587145685218275,0
9,5.783012767632802,6.831136924874262,5.198462845091782,6.01479988498302,4.679307012095675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7.942971478615489,8.816741458466717,7.825766745443437,8.321254101955077,1.9047889338581108,10.744484901428223,7.855144202709198,11.588637351989746,7.1809877045452595,8.773158073425293,0.6683255234126002,0.8646033388483073,0.8529264784141213,2.352730904404093,14.96613122522831,14.96613122522831,15.258549690246582,0,0
11,7.642197471398574,6.93800185349534,7.772787601458643,7.35539472747699,3.6244806235484104,8.360437393188477,8.07524374127388,6.541502952575684,7.449378831045968,13.599255084991455,0.5904427191450339,0.48804748324546593,0.8842491401649146,0.6719172321717601,13.735757112503052,0,0,0,0
