"sentence_id","condition","all_exposures","first_three_exposures","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm"
0,"CNPC",0.462058823529412,0.48375,8.07229878505071,7.07493792401477,12.5679753335418,9.82145662877827,1.08825014892838,8.22735691070557,8.11042018731435,5.01667547225952,8.74025797843933,15.1019153594971,0.907238493557888,0.680081625527371,1.55642104903786,4.04993762617928
5,"SUBJ",0.474623655913978,0.432307692307692,8.074327592055,7.01318748281042,7.33539092635877,7.1742892045846,0.937968680604763,8.22735691070557,5.80276346206665,6.86347341537476,9.20144774516424,14.4159059524536,0.597226696109657,0.930441321728473,1.11559745542111,2.31758086408958
7,"WH",0.620769230769231,0.652,9.45497314929962,7.24573180137849,11.8615983910049,9.55366509619169,0.933878674853271,8.22735691070557,9.47490102052689,6.88519859313965,10.3843929767609,11.1144418716431,0.748236236320541,0.513689876682533,1.28058673061341,2.980601814964
9,"CNPC",0.467647058823529,0.443125,7.92237617419316,7.12118587149961,9.98734897001458,8.55426742075709,0.98173459589534,8.22735691070557,7.77449317773183,4.36899709701538,8.74951543807983,11.1060962677002,0.895668425466489,0.592279621054362,1.21729091373435,2.97836374286408
14,"SUBJ",0.466344086021505,0.445555555555556,7.06578670931049,6.96998344846001,6.35317468915874,6.66157906880937,0.828194164156313,8.22735691070557,5.71817812919617,7.07849073410034,7.68398322868678,14.3187570571899,0.566044213890997,0.959589973747929,0.972387842131523,2.30196266975805
16,"WH",0.632051282051282,0.564545454545455,8.80332503318787,7.19439954368652,9.54203175541504,8.36821564955078,0.925433716411165,8.22735691070557,9.50269132852554,7.48672914505005,8.57709974050522,9.51598072052002,0.788097654795817,0.558568778990378,1.2083931904559,2.55193645657633
18,"CNPC",0.484019607843137,0.456923076923077,7.80285890285785,7.65681436065765,9.10497881054529,8.38089658560147,0.951177700194251,8.22735691070557,8.38683390617371,3.96491241455078,7.7847785949707,10.4538040161133,0.952464571201319,0.537500202050514,1.08064349383049,2.80343606845451
23,"SUBJ",0.478817204301075,0.326153846153846,8.08850067574531,7.27500703982331,8.30537710784929,7.7901920738363,0.819552829046257,8.22735691070557,8.228690572083,7.2081561088562,8.10657355040312,14.6603870391846,0.608297307095627,0.97716795728029,0.899268307496293,2.35688499732326
25,"WH",0.530384615384615,0.481818181818182,8.4150707523028,7.9979194245488,8.36155521475421,8.1797373196515,0.870899282314538,8.22735691070557,12.2368801832199,8.89554691314697,5.81840407848358,9.45707988739014,0.988570771243565,0.663677646334155,0.853837608725275,2.53614079790473
27,"CNPC",0.492647058823529,0.365333333333333,6.80247931182384,7.07094849046583,11.2449532551344,9.1579508728001,0.881804392383833,8.22735691070557,7.68522981802623,2.6928174495697,6.47601446509361,15.5415439605713,0.823393677150434,0.365049658579369,1.01170669406812,4.16783448698478
32,"SUBJ",0.476451612903226,0.540714285714286,8.92953745524088,7.14151116102356,9.2757650165289,8.20863808877623,0.966226793126096,8.22735691070557,7.39657694101334,7.36680221557617,9.86251054869758,14.0840673446655,0.628884713068769,0.998674690721254,1.14104259442008,2.26423265205821
34,"WH",0.601666666666667,0.514285714285714,7.67131005922953,7.68274848262859,10.0516666517123,8.86720756717045,0.835220085701111,8.22735691070557,8.95743048191071,10.2595062255859,6.75034064716763,11.8167514801025,0.814348056559849,0.76543972066341,0.866184926055496,3.16894283269713
36,"CNPC",0.435980392156863,0.490833333333333,8.47237712144852,9.03225754569785,10.9097842724477,9.97102090907278,1.07438263403313,10.7298059463501,7.64387794335683,4.44546556472778,10.1574965715408,12.2375249862671,0.873542284393908,0.602646008138998,1.46454864291618,3.28178325155457
41,"SUBJ",0.46989247311828,0.517777777777778,7.39559015962813,7.09898504577504,8.28914875603052,7.69406690090278,0.900697501058096,8.22735691070557,6.77717441320419,7.23217105865479,7.54603310426076,14.5594568252563,0.617147128717801,0.980423524874067,1.00447816459884,2.34065889726545
43,"WH",0.653333333333333,0.63,8.42084897930423,7.05566759343206,10.8194349435519,8.93755126849199,0.882493712521336,8.22735691070557,7.56649812161922,8.60165977478027,9.27773609161377,11.2752933502197,0.64785790240785,0.641751358250526,1.19981573517038,3.02373796291655
45,"CNPC",0.519411764705882,0.49,8.25185785974775,7.31121066965828,11.514125217426,9.41266794354213,0.929459792635503,8.22735691070557,8.75522073109945,4.20283651351929,8.42741537094116,10.8105916976929,0.849987651658403,0.569754193538178,1.10549199821568,2.89911716729458
50,"SUBJ",0.436774193548387,0.350555555555556,7.61182562112808,6.98134860679981,8.87499343076954,7.92817101878468,0.94843789930606,8.22735691070557,5.60832530260086,6.91566181182861,8.51122937599818,15.9290971755981,0.559181454052374,0.937516200239205,1.1491690521142,2.56084986390372
52,"WH",0.627820512820513,0.692727272727273,8.59035030236611,9.11877980400186,10.4426217417746,9.78070077288822,0.897202109043517,10.7298059463501,9.32050865888596,6.65211057662964,8.14437182460513,10.2517280578613,0.795219143564507,0.496299680475773,0.970850548657358,2.74924459623465
54,"CNPC",0.487647058823529,0.300909090909091,7.01618494799263,8.97490359081101,10.3647249077015,9.66981424925623,0.828970042712374,10.7298059463501,7.54229044914246,2.43073606491089,6.73509388566017,10.4397192001343,0.859720826517169,0.329520803845827,0.821236689983868,2.79965889020703
59,"SUBJ",0.475376344086022,0.348461538461538,7.07085157843197,7.14572621491855,6.44245699086558,6.79409160289206,0.777617319303042,8.22735691070557,7.07812768220901,8.0345573425293,6.8754592592066,14.9239826202393,0.652888261266735,1.08919838409223,0.800812544988923,1.37210516640193
61,"WH",0.647435897435897,0.647272727272727,8.25638369719187,7.20869453701959,9.78437783825974,8.49653618763966,0.834012742043573,8.22735691070557,9.05248528718948,8.56069469451904,7.67976860205332,9.76031017303467,0.732102947639452,0.638695041610851,0.955206844706639,2.61745920778819
63,"CNPC",0.444607843137255,0.269285714285714,8.12230653029222,7.12675903449065,11.4936639583001,9.31021149639537,1.01082072033223,8.22735691070557,8.08753736813863,4.43599033355713,8.88028268814087,12.5206155776978,0.90863620882453,0.601361505951759,1.27553712026115,3.35770072364736
68,"SUBJ",0.588387096774194,0.483571428571429,7.64745001494884,7.14763585425975,8.39800931524208,7.77282258475091,0.849843801842106,8.22735691070557,7.05498498678207,6.90618419647217,7.90057191848755,14.6794376373291,0.59752317103873,0.936231374841713,0.956137176636268,1.34962179564179
70,"WH",0.617051282051282,0.461428571428571,8.40145784157973,7.23145444940644,10.9686852928363,9.10006987112139,0.908593147962133,8.22735691070557,9.29984992742538,7.5460057258606,8.0351699420384,12.4279699325562,0.733736175898865,0.562991277350422,1.08628141977821,3.33285559140891
72,"CNPC",0.504803921568627,0.695,7.80010263621807,7.64175627345916,8.10949635055292,7.87562631200604,0.893077116935298,8.22735691070557,8.32483887672424,4.19766187667847,7.80344876646996,9.34624767303467,0.928536311832125,0.569052698005195,0.929894787231555,2.50641850477661
77,"SUBJ",0.530215053763441,0.455384615384615,8.47570652621133,7.14074680810282,9.56797724986581,8.35436202898432,1.04169258033719,8.22735691070557,7.39657694101334,7.36680221557617,9.18492805957794,11.9380226135254,0.628884713068769,0.998674690721254,1.29495969720124,1.16602200801374
79,"WH",0.626923076923077,0.559090909090909,8.35309866299996,7.83612181044914,9.92028691121454,8.87820436083184,0.853047532637669,8.22735691070557,10.2256018221378,10.9542226791382,6.92947082008634,12.9790983200073,0.826811587610523,0.817271022916647,0.893613649545224,3.48065377065048
81,"CNPC",0.544019607843137,0.596315789473684,6.03054839764771,7.27605985219081,5.5139034383598,6.3949816452753,0.668714216820134,8.22735691070557,9.13920217752457,3.33763885498047,4.38001915677027,7.81685400009155,0.96614344240511,0.452464360206278,0.52240364553011,2.09627523262553
86,"SUBJ",0.51258064516129,0.488571428571429,8.85116141117536,7.12697001185792,11.1648869432949,9.14592847757639,1.09226627022717,8.22735691070557,6.83392667770386,7.04171848297119,10.3514737486839,18.3171863555908,0.611866925483613,0.954604972732715,1.44108340488167,1.45230736925967
88,"WH",0.618076923076923,0.571666666666667,8.31578351184726,9.12001489490543,9.92578049757196,9.52289769623869,0.917074344944799,10.7298059463501,9.56854766607285,6.60706996917725,7.60123782325536,12.2689228057861,0.830511175490068,0.492939297507157,0.979194938441168,3.29020332328873
90,"CNPC",0.45421568627451,0.452727272727273,7.61376157753608,10.5090676798302,10.6858700808937,10.5974688803619,0.881960992999538,13.3732919692993,7.46199692998614,3.72406697273254,7.51282617077231,11.3228464126587,0.829365149329564,0.50485018103992,0.941145811432734,3.0364904471033
95,"SUBJ",0.490752688172043,0.7725,6.19688129425049,6.95813930974946,7.59818977185956,7.27816454080451,0.688044426858113,8.22735691070557,4.88613344430923,7.00308895111084,6.56858689188957,13.6449642181396,0.484917786499518,0.949368190930459,0.761299312904549,1.25451271121748
97,"WH",0.571538461538462,0.492,8.48827234974929,7.18955980709796,12.2013002387034,9.6954300229007,0.905223082201703,8.22735691070557,9.11185961961746,7.88211154937744,8.28486324474216,11.7333030700684,0.742431171100829,0.588067410841572,1.05069075643307,3.14656415770146
99,"CNPC",0.569705882352941,0.618666666666667,8.55892960464253,7.29354605758747,10.253465870854,8.77350596422073,0.87686987102649,8.22735691070557,8.63588051001231,4.07570028305054,9.04260700278812,10.0774631500244,0.870435422879432,0.552519071442137,0.935761243846358,2.70251131834434
104,"SUBJ",0.394301075268817,0.377857142857143,7.45937019586563,7.0475763177687,10.6266811576154,8.83712873769203,0.866733328774236,8.22735691070557,6.45040196180344,7.05896425247192,7.82619941234589,13.5668840408325,0.619354210923547,0.95694288177634,0.972356853080286,1.24733405003816
106,"WH",0.646923076923077,0.586923076923077,8.09690557993375,7.14092892765978,11.9188820235582,9.529905475609,0.927391117635559,8.22735691070557,8.58872181177139,7.06717157363892,7.94433668681553,15.2681140899658,0.782117525824957,0.527266489854644,1.09864899028477,4.09450776684858
