"test_match_cond","speaker_identity","trial_sequence_total","list_number","phase","condition","Answer.time_in_minutes","wrong_attempts","block_sequence","workerid","item_number","island_tested","response","Answer.condition","comp_question_exist","first_response_value","comp_answer"
"mismatch","Gregory",24,"1","exposure","FILL",13.7878,NA,21,182,"106","SUBJ",0.97,"undefined",0,NA,"/"
"mismatch","Iron-Head",25,"1","exposure","UNGRAM",13.7878,NA,22,182,"117","SUBJ",0.24,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",26,"1","exposure","SUBJ",13.7878,NA,22,182,"5","SUBJ",0.53,"undefined",0,NA,"/"
"mismatch","Gregory",27,"1","exposure","FILL",13.7878,NA,22,182,"102","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",28,"1","exposure","UNGRAM",13.7878,NA,3,182,"119","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Thomas",29,"1","exposure","SUBJ",13.7878,NA,3,182,"11","SUBJ",0.63,"undefined",0,NA,"/"
"mismatch","Gregory",30,"1","exposure","FILL",13.7878,NA,3,182,"104","SUBJ",0.97,"undefined",0,NA,"/"
"mismatch","Iron-Head",31,"1","exposure","UNGRAM",13.7878,NA,10,182,"127","SUBJ",0.25,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",32,"1","exposure","FILL",13.7878,NA,10,182,"112","SUBJ",0.91,"undefined",0,NA,"/"
"mismatch","Thomas",33,"1","exposure","SUBJ",13.7878,NA,10,182,"35","SUBJ",0.55,"undefined",1,NA,"Thomas"
"mismatch","Thomas",34,"1","exposure","SUBJ",13.7878,NA,11,182,"44","SUBJ",0.43,"undefined",0,NA,"/"
"mismatch","Gregory",35,"1","exposure","FILL",13.7878,NA,11,182,"115","SUBJ",0.88,"undefined",0,NA,"/"
"mismatch","Iron-Head",36,"1","exposure","UNGRAM",13.7878,NA,11,182,"130","SUBJ",0.14,"undefined",0,NA,"/"
"mismatch","Gregory",37,"1","exposure","FILL",13.7878,NA,12,182,"114","SUBJ",0.93,"undefined",0,NA,"/"
"mismatch","Iron-Head",38,"1","exposure","UNGRAM",13.7878,NA,12,182,"129","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Thomas",39,"1","exposure","SUBJ",13.7878,NA,12,182,"41","SUBJ",0.43,"undefined",0,NA,"/"
"mismatch","Iron-Head",40,"1","exposure","UNGRAM",13.7878,NA,13,182,"120","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Thomas",41,"1","exposure","SUBJ",13.7878,NA,13,182,"14","SUBJ",0.6,"undefined",0,NA,"/"
"mismatch","Gregory",42,"1","exposure","FILL",13.7878,NA,13,182,"105","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Gregory",43,"1","exposure","FILL",13.7878,NA,14,182,"110","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Thomas",44,"1","exposure","SUBJ",13.7878,NA,14,182,"29","SUBJ",0.6,"undefined",1,NA,"Thomas"
"mismatch","Iron-Head",45,"1","exposure","UNGRAM",13.7878,NA,14,182,"125","SUBJ",0.01,"undefined",0,NA,"/"
"mismatch","Thomas",46,"2","test","FILL",13.7878,NA,4,182,"133","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Gregory",47,"2","test","SUBJ",13.7878,NA,4,182,"9","SUBJ",0.6,"undefined",0,NA,"/"
"mismatch","Iron-Head",48,"2","test","UNGRAM",13.7878,NA,4,182,"142","SUBJ",0.04,"undefined",0,NA,"/"
"mismatch","Gregory",49,"2","test","SUBJ",13.7878,NA,5,182,"6","SUBJ",0.36,"undefined",1,NA,"Gregory"
"mismatch","Thomas",50,"2","test","FILL",13.7878,NA,5,182,"132","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",51,"2","test","UNGRAM",13.7878,NA,5,182,"141","SUBJ",0.05,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",52,"2","test","FILL",13.7878,NA,6,182,"136","SUBJ",0.99,"undefined",1,NA,"Thomas"
"mismatch","Iron-Head",53,"2","test","UNGRAM",13.7878,NA,6,182,"145","SUBJ",0.07,"undefined",0,NA,"/"
"mismatch","Gregory",54,"2","test","SUBJ",13.7878,NA,6,182,"18","SUBJ",0.63,"undefined",0,NA,"/"
"mismatch","Iron-Head",55,"2","test","UNGRAM",13.7878,NA,7,182,"140","SUBJ",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",56,"2","test","FILL",13.7878,NA,7,182,"131","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Gregory",57,"2","test","SUBJ",13.7878,NA,7,182,"3","SUBJ",0.68,"undefined",0,NA,"/"
"mismatch","Gregory",58,"2","test","SUBJ",13.7878,NA,8,182,"12","SUBJ",0.62,"undefined",1,NA,"Gregory"
"mismatch","Thomas",59,"2","test","FILL",13.7878,NA,8,182,"134","SUBJ",0.97,"undefined",0,NA,"/"
"mismatch","Iron-Head",60,"2","test","UNGRAM",13.7878,NA,8,182,"143","SUBJ",0.11,"undefined",0,NA,"/"
"mismatch","Gregory",61,"2","test","SUBJ",13.7878,NA,9,182,"15","SUBJ",0.68,"undefined",0,NA,"/"
"mismatch","Thomas",62,"2","test","FILL",13.7878,NA,9,182,"135","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Iron-Head",63,"2","test","UNGRAM",13.7878,NA,9,182,"144","SUBJ",0.16,"undefined",0,NA,"/"
"mismatch","Thomas",1,"1","exposure","FILL",13.44353,NA,2,183,"106","CNPC",0.8,"undefined",0,NA,"/"
"mismatch","Iron-Head",2,"1","exposure","UNGRAM",13.44353,NA,2,183,"121","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Jessy",3,"1","exposure","CNPC",13.44353,NA,2,183,"16","CNPC",0.41,"undefined",0,NA,"/"
"mismatch","Jessy",4,"1","exposure","CNPC",13.44353,NA,15,183,"10","CNPC",0.73,"undefined",0,NA,"/"
"mismatch","Iron-Head",5,"1","exposure","UNGRAM",13.44353,NA,15,183,"119","CNPC",0.02,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",6,"1","exposure","FILL",13.44353,NA,15,183,"104","CNPC",0.98,"undefined",0,NA,"/"
"mismatch","Jessy",7,"1","exposure","CNPC",13.44353,NA,16,183,"13","CNPC",0.66,"undefined",1,NA,"Jessy"
"mismatch","Iron-Head",8,"1","exposure","UNGRAM",13.44353,NA,16,183,"120","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Thomas",9,"1","exposure","FILL",13.44353,NA,16,183,"105","CNPC",0.92,"undefined",1,NA,"Thomas"
"mismatch","Thomas",10,"1","exposure","FILL",13.44353,NA,17,183,"107","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",11,"1","exposure","UNGRAM",13.44353,NA,17,183,"122","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Jessy",12,"1","exposure","CNPC",13.44353,NA,17,183,"19","CNPC",0.57,"undefined",1,NA,"Jessy"
"mismatch","Jessy",13,"1","exposure","CNPC",13.44353,NA,18,183,"43","CNPC",0.64,"undefined",0,NA,"/"
"mismatch","Iron-Head",14,"1","exposure","UNGRAM",13.44353,NA,18,183,"130","CNPC",0,"undefined",0,NA,"/"
"mismatch","Thomas",15,"1","exposure","FILL",13.44353,NA,18,183,"115","CNPC",0.98,"undefined",0,NA,"/"
"mismatch","Iron-Head",16,"1","exposure","UNGRAM",13.44353,NA,19,183,"116","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Jessy",17,"1","exposure","CNPC",13.44353,NA,19,183,"1","CNPC",0.68,"undefined",1,NA,"Jessy"
"mismatch","Thomas",18,"1","exposure","FILL",13.44353,NA,19,183,"101","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",19,"1","exposure","UNGRAM",13.44353,NA,20,183,"127","CNPC",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Jessy",20,"1","exposure","CNPC",13.44353,NA,20,183,"34","CNPC",0.62,"undefined",0,NA,"/"
"mismatch","Thomas",21,"1","exposure","FILL",13.44353,NA,20,183,"112","CNPC",0.98,"undefined",0,NA,"/"
"mismatch","Jessy",22,"1","exposure","CNPC",13.44353,NA,21,183,"31","CNPC",0.59,"undefined",1,NA,"Jessy"
"mismatch","Thomas",23,"1","exposure","FILL",13.44353,NA,21,183,"111","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",24,"1","exposure","UNGRAM",13.44353,NA,21,183,"126","CNPC",0.02,"undefined",0,NA,"/"
"mismatch","Thomas",25,"1","exposure","FILL",13.44353,NA,22,183,"103","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",26,"1","exposure","UNGRAM",13.44353,NA,22,183,"118","CNPC",0.02,"undefined",1,NA,"Iron-Head"
"mismatch","Jessy",27,"1","exposure","CNPC",13.44353,NA,22,183,"7","CNPC",0.53,"undefined",0,NA,"/"
"mismatch","Iron-Head",28,"1","exposure","UNGRAM",13.44353,NA,3,183,"125","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Thomas",29,"1","exposure","FILL",13.44353,NA,3,183,"110","CNPC",0.99,"undefined",1,NA,"Thomas"
"mismatch","Jessy",30,"1","exposure","CNPC",13.44353,NA,3,183,"28","CNPC",0.57,"undefined",1,NA,"Jessy"
"mismatch","Thomas",31,"1","exposure","FILL",13.44353,NA,10,183,"102","CNPC",0.98,"undefined",0,NA,"/"
"mismatch","Iron-Head",32,"1","exposure","UNGRAM",13.44353,NA,10,183,"117","CNPC",0.02,"undefined",0,NA,"/"
"mismatch","Jessy",33,"1","exposure","CNPC",13.44353,NA,10,183,"4","CNPC",0.54,"undefined",0,NA,"/"
"mismatch","Jessy",34,"1","exposure","CNPC",13.44353,NA,11,183,"22","CNPC",0.63,"undefined",0,NA,"/"
"mismatch","Iron-Head",35,"1","exposure","UNGRAM",13.44353,NA,11,183,"123","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Thomas",36,"1","exposure","FILL",13.44353,NA,11,183,"108","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",37,"1","exposure","UNGRAM",13.44353,NA,12,183,"124","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Jessy",38,"1","exposure","CNPC",13.44353,NA,12,183,"25","CNPC",0.58,"undefined",0,NA,"/"
"mismatch","Thomas",39,"1","exposure","FILL",13.44353,NA,12,183,"109","CNPC",0.99,"undefined",1,NA,"Thomas"
"mismatch","Iron-Head",40,"1","exposure","UNGRAM",13.44353,NA,13,183,"129","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",41,"1","exposure","FILL",13.44353,NA,13,183,"114","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Jessy",42,"1","exposure","CNPC",13.44353,NA,13,183,"40","CNPC",0.64,"undefined",0,NA,"/"
"mismatch","Iron-Head",43,"1","exposure","UNGRAM",13.44353,NA,14,183,"128","CNPC",0.03,"undefined",0,NA,"/"
"mismatch","Jessy",44,"1","exposure","CNPC",13.44353,NA,14,183,"37","CNPC",0.66,"undefined",0,NA,"/"
"mismatch","Thomas",45,"1","exposure","FILL",13.44353,NA,14,183,"113","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Jessy",46,"2","test","FILL",13.44353,NA,4,183,"132","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Thomas",47,"2","test","CNPC",13.44353,NA,4,183,"5","CNPC",0.56,"undefined",0,NA,"/"
"mismatch","Iron-Head",48,"2","test","UNGRAM",13.44353,NA,4,183,"141","CNPC",0.08,"undefined",0,NA,"/"
"mismatch","Thomas",49,"2","test","CNPC",13.44353,NA,5,183,"8","CNPC",0.56,"undefined",0,NA,"/"
"mismatch","Jessy",50,"2","test","FILL",13.44353,NA,5,183,"133","CNPC",0.99,"undefined",1,NA,"Jessy"
"mismatch","Iron-Head",51,"2","test","UNGRAM",13.44353,NA,5,183,"142","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Iron-Head",52,"2","test","UNGRAM",13.44353,NA,6,183,"145","CNPC",0.03,"undefined",0,NA,"/"
"mismatch","Thomas",53,"2","test","CNPC",13.44353,NA,6,183,"17","CNPC",0.6,"undefined",1,NA,"Thomas"
"mismatch","Jessy",54,"2","test","FILL",13.44353,NA,6,183,"136","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",55,"2","test","UNGRAM",13.44353,NA,7,183,"144","CNPC",0.03,"undefined",0,NA,"/"
"mismatch","Thomas",56,"2","test","CNPC",13.44353,NA,7,183,"14","CNPC",0.46,"undefined",0,NA,"/"
"mismatch","Jessy",57,"2","test","FILL",13.44353,NA,7,183,"135","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Jessy",58,"2","test","FILL",13.44353,NA,8,183,"134","CNPC",0.97,"undefined",0,NA,"/"
"mismatch","Thomas",59,"2","test","CNPC",13.44353,NA,8,183,"11","CNPC",0.32,"undefined",0,NA,"/"
"mismatch","Iron-Head",60,"2","test","UNGRAM",13.44353,NA,8,183,"143","CNPC",0.01,"undefined",0,NA,"/"
"mismatch","Thomas",61,"2","test","CNPC",13.44353,NA,9,183,"2","CNPC",0.36,"undefined",0,NA,"/"
"mismatch","Jessy",62,"2","test","FILL",13.44353,NA,9,183,"131","CNPC",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",63,"2","test","UNGRAM",13.44353,NA,9,183,"140","CNPC",0.02,"undefined",0,NA,"/"
"mismatch","Gregory",1,"1","exposure","SUBJ",14.40037,NA,2,184,"11","SUBJ",0.2,"undefined",0,NA,"/"
"mismatch","Emily",2,"1","exposure","FILL",14.40037,NA,2,184,"104","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Iron-Head",3,"1","exposure","UNGRAM",14.40037,NA,2,184,"119","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Emily",4,"1","exposure","FILL",14.40037,NA,15,184,"115","SUBJ",0.78,"undefined",0,NA,"/"
"mismatch","Gregory",5,"1","exposure","SUBJ",14.40037,NA,15,184,"44","SUBJ",0.57,"undefined",0,NA,"/"
"mismatch","Iron-Head",6,"1","exposure","UNGRAM",14.40037,NA,15,184,"130","SUBJ",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",7,"1","exposure","SUBJ",14.40037,NA,16,184,"17","SUBJ",0.12,"undefined",0,NA,"/"
"mismatch","Emily",8,"1","exposure","FILL",14.40037,NA,16,184,"106","SUBJ",0.96,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",9,"1","exposure","UNGRAM",14.40037,NA,16,184,"121","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Iron-Head",10,"1","exposure","UNGRAM",14.40037,NA,17,184,"117","SUBJ",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",11,"1","exposure","SUBJ",14.40037,NA,17,184,"5","SUBJ",0.66,"undefined",1,NA,"Gregory"
"mismatch","Emily",12,"1","exposure","FILL",14.40037,NA,17,184,"102","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Iron-Head",13,"1","exposure","UNGRAM",14.40037,NA,18,184,"120","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Emily",14,"1","exposure","FILL",14.40037,NA,18,184,"105","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Gregory",15,"1","exposure","SUBJ",14.40037,NA,18,184,"14","SUBJ",0.66,"undefined",0,NA,"/"
"mismatch","Iron-Head",16,"1","exposure","UNGRAM",14.40037,NA,19,184,"124","SUBJ",0.03,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",17,"1","exposure","FILL",14.40037,NA,19,184,"109","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Gregory",18,"1","exposure","SUBJ",14.40037,NA,19,184,"26","SUBJ",0.75,"undefined",1,NA,"Gregory"
"mismatch","Iron-Head",19,"1","exposure","UNGRAM",14.40037,NA,20,184,"116","SUBJ",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",20,"1","exposure","FILL",14.40037,NA,20,184,"101","SUBJ",0.97,"undefined",1,NA,"Emily"
"mismatch","Gregory",21,"1","exposure","SUBJ",14.40037,NA,20,184,"2","SUBJ",0.78,"undefined",1,NA,"Gregory"
"mismatch","Emily",22,"1","exposure","FILL",14.40037,NA,21,184,"113","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Iron-Head",23,"1","exposure","UNGRAM",14.40037,NA,21,184,"128","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Gregory",24,"1","exposure","SUBJ",14.40037,NA,21,184,"38","SUBJ",0.12,"undefined",1,NA,"Gregory"
"mismatch","Iron-Head",25,"1","exposure","UNGRAM",14.40037,NA,22,184,"129","SUBJ",0.03,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",26,"1","exposure","SUBJ",14.40037,NA,22,184,"41","SUBJ",0.33,"undefined",1,NA,"Gregory"
"mismatch","Emily",27,"1","exposure","FILL",14.40037,NA,22,184,"114","SUBJ",0.86,"undefined",0,NA,"/"
"mismatch","Emily",28,"1","exposure","FILL",14.40037,NA,3,184,"107","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Iron-Head",29,"1","exposure","UNGRAM",14.40037,NA,3,184,"122","SUBJ",0.03,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",30,"1","exposure","SUBJ",14.40037,NA,3,184,"20","SUBJ",0.09,"undefined",0,NA,"/"
"mismatch","Emily",31,"1","exposure","FILL",14.40037,NA,10,184,"110","SUBJ",0.99,"undefined",1,NA,"Emily"
"mismatch","Gregory",32,"1","exposure","SUBJ",14.40037,NA,10,184,"29","SUBJ",0.59,"undefined",0,NA,"/"
"mismatch","Iron-Head",33,"1","exposure","UNGRAM",14.40037,NA,10,184,"125","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Emily",34,"1","exposure","FILL",14.40037,NA,11,184,"111","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",35,"1","exposure","UNGRAM",14.40037,NA,11,184,"126","SUBJ",0.01,"undefined",1,NA,"Iron-Head"
"mismatch","Gregory",36,"1","exposure","SUBJ",14.40037,NA,11,184,"32","SUBJ",0.55,"undefined",0,NA,"/"
"mismatch","Iron-Head",37,"1","exposure","UNGRAM",14.40037,NA,12,184,"123","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Gregory",38,"1","exposure","SUBJ",14.40037,NA,12,184,"23","SUBJ",0.7,"undefined",0,NA,"/"
"mismatch","Emily",39,"1","exposure","FILL",14.40037,NA,12,184,"108","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Emily",40,"1","exposure","FILL",14.40037,NA,13,184,"112","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Iron-Head",41,"1","exposure","UNGRAM",14.40037,NA,13,184,"127","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Gregory",42,"1","exposure","SUBJ",14.40037,NA,13,184,"35","SUBJ",0.63,"undefined",0,NA,"/"
"mismatch","Gregory",43,"1","exposure","SUBJ",14.40037,NA,14,184,"8","SUBJ",0.84,"undefined",0,NA,"/"
"mismatch","Iron-Head",44,"1","exposure","UNGRAM",14.40037,NA,14,184,"118","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Emily",45,"1","exposure","FILL",14.40037,NA,14,184,"103","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Emily",46,"2","test","SUBJ",14.40037,NA,4,184,"12","SUBJ",0.54,"undefined",0,NA,"/"
"mismatch","Gregory",47,"2","test","FILL",14.40037,NA,4,184,"134","SUBJ",0.89,"undefined",1,NA,"Gregory"
"mismatch","Iron-Head",48,"2","test","UNGRAM",14.40037,NA,4,184,"143","SUBJ",0.03,"undefined",0,NA,"/"
"mismatch","Emily",49,"2","test","SUBJ",14.40037,NA,5,184,"6","SUBJ",0.59,"undefined",0,NA,"/"
"mismatch","Iron-Head",50,"2","test","UNGRAM",14.40037,NA,5,184,"141","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Gregory",51,"2","test","FILL",14.40037,NA,5,184,"132","SUBJ",0.97,"undefined",0,NA,"/"
"mismatch","Emily",52,"2","test","SUBJ",14.40037,NA,6,184,"18","SUBJ",0.89,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",53,"2","test","UNGRAM",14.40037,NA,6,184,"145","SUBJ",0.01,"undefined",0,NA,"/"
"mismatch","Gregory",54,"2","test","FILL",14.40037,NA,6,184,"136","SUBJ",0.98,"undefined",1,NA,"Gregory"
"mismatch","Gregory",55,"2","test","FILL",14.40037,NA,7,184,"133","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Iron-Head",56,"2","test","UNGRAM",14.40037,NA,7,184,"142","SUBJ",0.03,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",57,"2","test","SUBJ",14.40037,NA,7,184,"9","SUBJ",0.82,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",58,"2","test","UNGRAM",14.40037,NA,8,184,"144","SUBJ",0.02,"undefined",0,NA,"/"
"mismatch","Emily",59,"2","test","SUBJ",14.40037,NA,8,184,"15","SUBJ",0.22,"undefined",0,NA,"/"
"mismatch","Gregory",60,"2","test","FILL",14.40037,NA,8,184,"135","SUBJ",0.97,"undefined",0,NA,"/"
"mismatch","Iron-Head",61,"2","test","UNGRAM",14.40037,NA,9,184,"140","SUBJ",0.01,"undefined",0,NA,"/"
"mismatch","Emily",62,"2","test","SUBJ",14.40037,NA,9,184,"3","SUBJ",0.53,"undefined",0,NA,"/"
"mismatch","Gregory",63,"2","test","FILL",14.40037,NA,9,184,"131","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Emily",1,"1","exposure","SUBJ",19.52172,NA,2,185,"11","SUBJ",0.82,"undefined",0,NA,"/"
"mismatch","Iron-Head",2,"1","exposure","UNGRAM",19.52172,NA,2,185,"119","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Thomas",3,"1","exposure","FILL",19.52172,NA,2,185,"104","SUBJ",0.88,"undefined",0,NA,"/"
"mismatch","Iron-Head",4,"1","exposure","UNGRAM",19.52172,NA,15,185,"127","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",5,"1","exposure","FILL",19.52172,NA,15,185,"112","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Emily",6,"1","exposure","SUBJ",19.52172,NA,15,185,"35","SUBJ",0.37,"undefined",0,NA,"/"
"mismatch","Iron-Head",7,"1","exposure","UNGRAM",19.52172,NA,16,185,"120","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",8,"1","exposure","FILL",19.52172,NA,16,185,"105","SUBJ",0.91,"undefined",0,NA,"/"
"mismatch","Emily",9,"1","exposure","SUBJ",19.52172,NA,16,185,"14","SUBJ",0.5,"undefined",0,NA,"/"
"mismatch","Iron-Head",10,"1","exposure","UNGRAM",19.52172,NA,17,185,"124","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Thomas",11,"1","exposure","FILL",19.52172,NA,17,185,"109","SUBJ",0.91,"undefined",0,NA,"/"
"mismatch","Emily",12,"1","exposure","SUBJ",19.52172,NA,17,185,"26","SUBJ",0.82,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",13,"1","exposure","UNGRAM",19.52172,NA,18,185,"123","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",14,"1","exposure","FILL",19.52172,NA,18,185,"108","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Emily",15,"1","exposure","SUBJ",19.52172,NA,18,185,"23","SUBJ",0.9,"undefined",1,NA,"Emily"
"mismatch","Emily",16,"1","exposure","SUBJ",19.52172,NA,19,185,"8","SUBJ",0.78,"undefined",0,NA,"/"
"mismatch","Thomas",17,"1","exposure","FILL",19.52172,NA,19,185,"103","SUBJ",0.95,"undefined",0,NA,"/"
"mismatch","Iron-Head",18,"1","exposure","UNGRAM",19.52172,NA,19,185,"118","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Emily",19,"1","exposure","SUBJ",19.52172,NA,20,185,"17","SUBJ",0.51,"undefined",0,NA,"/"
"mismatch","Thomas",20,"1","exposure","FILL",19.52172,NA,20,185,"106","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Iron-Head",21,"1","exposure","UNGRAM",19.52172,NA,20,185,"121","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Iron-Head",22,"1","exposure","UNGRAM",19.52172,NA,21,185,"130","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Thomas",23,"1","exposure","FILL",19.52172,NA,21,185,"115","SUBJ",0.92,"undefined",0,NA,"/"
"mismatch","Emily",24,"1","exposure","SUBJ",19.52172,NA,21,185,"44","SUBJ",0.62,"undefined",0,NA,"/"
"mismatch","Emily",25,"1","exposure","SUBJ",19.52172,NA,22,185,"32","SUBJ",0.71,"undefined",1,NA,"Emily"
"mismatch","Thomas",26,"1","exposure","FILL",19.52172,NA,22,185,"111","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",27,"1","exposure","UNGRAM",19.52172,NA,22,185,"126","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Thomas",28,"1","exposure","FILL",19.52172,NA,3,185,"114","SUBJ",0.96,"undefined",0,NA,"/"
"mismatch","Iron-Head",29,"1","exposure","UNGRAM",19.52172,NA,3,185,"129","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",30,"1","exposure","SUBJ",19.52172,NA,3,185,"41","SUBJ",0.48,"undefined",0,NA,"/"
"mismatch","Iron-Head",31,"1","exposure","UNGRAM",19.52172,NA,10,185,"117","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",32,"1","exposure","FILL",19.52172,NA,10,185,"102","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Emily",33,"1","exposure","SUBJ",19.52172,NA,10,185,"5","SUBJ",0.79,"undefined",0,NA,"/"
"mismatch","Iron-Head",34,"1","exposure","UNGRAM",19.52172,NA,11,185,"116","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",35,"1","exposure","SUBJ",19.52172,NA,11,185,"2","SUBJ",0.8,"undefined",0,NA,"/"
"mismatch","Thomas",36,"1","exposure","FILL",19.52172,NA,11,185,"101","SUBJ",0.99,"undefined",0,NA,"/"
"mismatch","Thomas",37,"1","exposure","FILL",19.52172,NA,12,185,"113","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Emily",38,"1","exposure","SUBJ",19.52172,NA,12,185,"38","SUBJ",0.63,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",39,"1","exposure","UNGRAM",19.52172,NA,12,185,"128","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Iron-Head",40,"1","exposure","UNGRAM",19.52172,NA,13,185,"125","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Emily",41,"1","exposure","SUBJ",19.52172,NA,13,185,"29","SUBJ",0.76,"undefined",0,NA,"/"
"mismatch","Thomas",42,"1","exposure","FILL",19.52172,NA,13,185,"110","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",43,"1","exposure","UNGRAM",19.52172,NA,14,185,"122","SUBJ",0,"undefined",1,NA,"Iron-Head"
"mismatch","Thomas",44,"1","exposure","FILL",19.52172,NA,14,185,"107","SUBJ",0.98,"undefined",0,NA,"/"
"mismatch","Emily",45,"1","exposure","SUBJ",19.52172,NA,14,185,"20","SUBJ",0.75,"undefined",0,NA,"/"
"mismatch","Emily",46,"2","test","FILL",19.52172,NA,4,185,"131","SUBJ",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",47,"2","test","UNGRAM",19.52172,NA,4,185,"140","SUBJ",0,"undefined",0,NA,"/"
"mismatch","Thomas",48,"2","test","SUBJ",19.52172,NA,4,185,"3","SUBJ",0.55,"undefined",1,NA,"Thomas"
