"test_match_cond","speaker_identity","trial_sequence_total","list_number","phase","condition","Answer.time_in_minutes","wrong_attempts","block_sequence","workerid","item_number","island_tested","response","Answer.condition","comp_question_exist","first_response_value","comp_answer"
"match","Thomas",24,"1","exposure","CNPC",16.0254,NA,21,26,"13","CNPC",0.45,"undefined",0,NA,"/"
"match","Jessy",25,"1","exposure","FILL",16.0254,NA,22,26,"114","CNPC",1,"undefined",0,NA,"/"
"match","Iron-Head",26,"1","exposure","UNGRAM",16.0254,NA,22,26,"129","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",27,"1","exposure","CNPC",16.0254,NA,22,26,"40","CNPC",0.46,"undefined",0,NA,"/"
"match","Thomas",28,"1","exposure","CNPC",16.0254,NA,3,26,"22","CNPC",0.4,"undefined",1,NA,"Thomas"
"match","Jessy",29,"1","exposure","FILL",16.0254,NA,3,26,"108","CNPC",1,"undefined",0,NA,"/"
"match","Iron-Head",30,"1","exposure","UNGRAM",16.0254,NA,3,26,"123","CNPC",0,"undefined",1,NA,"Iron-Head"
"match","Jessy",31,"1","exposure","FILL",16.0254,NA,10,26,"101","CNPC",1,"undefined",0,NA,"/"
"match","Iron-Head",32,"1","exposure","UNGRAM",16.0254,NA,10,26,"116","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",33,"1","exposure","CNPC",16.0254,NA,10,26,"1","CNPC",0.55,"undefined",0,NA,"/"
"match","Iron-Head",34,"1","exposure","UNGRAM",16.0254,NA,11,26,"119","CNPC",0,"undefined",0,NA,"/"
"match","Jessy",35,"1","exposure","FILL",16.0254,NA,11,26,"104","CNPC",1,"undefined",0,NA,"/"
"match","Thomas",36,"1","exposure","CNPC",16.0254,NA,11,26,"10","CNPC",0.38,"undefined",1,NA,"Thomas"
"match","Iron-Head",37,"1","exposure","UNGRAM",16.0254,NA,12,26,"128","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",38,"1","exposure","CNPC",16.0254,NA,12,26,"37","CNPC",0.57,"undefined",0,NA,"/"
"match","Jessy",39,"1","exposure","FILL",16.0254,NA,12,26,"113","CNPC",1,"undefined",1,NA,"Jessy"
"match","Jessy",40,"1","exposure","FILL",16.0254,NA,13,26,"112","CNPC",1,"undefined",0,NA,"/"
"match","Iron-Head",41,"1","exposure","UNGRAM",16.0254,NA,13,26,"127","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",42,"1","exposure","CNPC",16.0254,NA,13,26,"34","CNPC",0.61,"undefined",1,NA,"Thomas"
"match","Jessy",43,"1","exposure","FILL",16.0254,NA,14,26,"110","CNPC",1,"undefined",1,NA,"Jessy"
"match","Iron-Head",44,"1","exposure","UNGRAM",16.0254,NA,14,26,"125","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",45,"1","exposure","CNPC",16.0254,NA,14,26,"28","CNPC",1,"undefined",0,NA,"/"
"match","Thomas",46,"2","test","CNPC",16.0254,NA,4,26,"11","CNPC",0.8,"undefined",1,NA,"Thomas"
"match","Jessy",47,"2","test","FILL",16.0254,NA,4,26,"134","CNPC",1,"undefined",1,NA,"Jessy"
"match","Iron-Head",48,"2","test","UNGRAM",16.0254,NA,4,26,"143","CNPC",0,"undefined",0,NA,"/"
"match","Iron-Head",49,"2","test","UNGRAM",16.0254,NA,5,26,"145","CNPC",0,"undefined",1,NA,"Iron-Head"
"match","Jessy",50,"2","test","FILL",16.0254,NA,5,26,"136","CNPC",1,"undefined",1,NA,"Jessy"
"match","Thomas",51,"2","test","CNPC",16.0254,NA,5,26,"17","CNPC",0.88,"undefined",0,NA,"/"
"match","Iron-Head",52,"2","test","UNGRAM",16.0254,NA,6,26,"144","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",53,"2","test","CNPC",16.0254,NA,6,26,"14","CNPC",0.83,"undefined",0,NA,"/"
"match","Jessy",54,"2","test","FILL",16.0254,NA,6,26,"135","CNPC",1,"undefined",0,NA,"/"
"match","Iron-Head",55,"2","test","UNGRAM",16.0254,NA,7,26,"141","CNPC",0,"undefined",0,NA,"/"
"match","Thomas",56,"2","test","CNPC",16.0254,NA,7,26,"5","CNPC",0.84,"undefined",0,NA,"/"
"match","Jessy",57,"2","test","FILL",16.0254,NA,7,26,"132","CNPC",1,"undefined",0,NA,"/"
"match","Jessy",58,"2","test","FILL",16.0254,NA,8,26,"131","CNPC",1,"undefined",1,NA,"Jessy"
"match","Thomas",59,"2","test","CNPC",16.0254,NA,8,26,"2","CNPC",0.76,"undefined",0,NA,"/"
"match","Iron-Head",60,"2","test","UNGRAM",16.0254,NA,8,26,"140","CNPC",0,"undefined",1,NA,"Iron-Head"
"match","Thomas",61,"2","test","CNPC",16.0254,NA,9,26,"8","CNPC",0.69,"undefined",0,NA,"/"
"match","Iron-Head",62,"2","test","UNGRAM",16.0254,NA,9,26,"142","CNPC",0,"undefined",0,NA,"/"
"match","Jessy",63,"2","test","FILL",16.0254,NA,9,26,"133","CNPC",1,"undefined",1,NA,"Jessy"
"mismatch","Iron-Head",1,"1","exposure","UNGRAM",14.63518333,NA,2,28,"121","CNPC",0,"undefined",0,NA,"/"
"mismatch","Emily",2,"1","exposure","CNPC",14.63518333,NA,2,28,"16","CNPC",0.52,"undefined",0,NA,"/"
"mismatch","Jessy",3,"1","exposure","FILL",14.63518333,NA,2,28,"106","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",4,"1","exposure","FILL",14.63518333,NA,15,28,"113","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",5,"1","exposure","CNPC",14.63518333,NA,15,28,"37","CNPC",0.33,"undefined",0,NA,"/"
"mismatch","Iron-Head",6,"1","exposure","UNGRAM",14.63518333,NA,15,28,"128","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",7,"1","exposure","FILL",14.63518333,NA,16,28,"111","CNPC",1,"undefined",1,NA,"Jessy"
"mismatch","Iron-Head",8,"1","exposure","UNGRAM",14.63518333,NA,16,28,"126","CNPC",0,"undefined",0,NA,"/"
"mismatch","Emily",9,"1","exposure","CNPC",14.63518333,NA,16,28,"31","CNPC",0.45,"undefined",0,NA,"/"
"mismatch","Iron-Head",10,"1","exposure","UNGRAM",14.63518333,NA,17,28,"119","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",11,"1","exposure","FILL",14.63518333,NA,17,28,"104","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",12,"1","exposure","CNPC",14.63518333,NA,17,28,"10","CNPC",0.6,"undefined",0,NA,"/"
"mismatch","Iron-Head",13,"1","exposure","UNGRAM",14.63518333,NA,18,28,"129","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",14,"1","exposure","FILL",14.63518333,NA,18,28,"114","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",15,"1","exposure","CNPC",14.63518333,NA,18,28,"40","CNPC",0.7,"undefined",0,NA,"/"
"mismatch","Jessy",16,"1","exposure","FILL",14.63518333,NA,19,28,"107","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",17,"1","exposure","UNGRAM",14.63518333,NA,19,28,"122","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",18,"1","exposure","CNPC",14.63518333,NA,19,28,"19","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",19,"1","exposure","FILL",14.63518333,NA,20,28,"108","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",20,"1","exposure","CNPC",14.63518333,NA,20,28,"22","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",21,"1","exposure","UNGRAM",14.63518333,NA,20,28,"123","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Iron-Head",22,"1","exposure","UNGRAM",14.63518333,NA,21,28,"118","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Jessy",23,"1","exposure","FILL",14.63518333,NA,21,28,"103","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",24,"1","exposure","CNPC",14.63518333,NA,21,28,"7","CNPC",0.94,"undefined",1,NA,"Emily"
"mismatch","Jessy",25,"1","exposure","FILL",14.63518333,NA,22,28,"102","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",26,"1","exposure","UNGRAM",14.63518333,NA,22,28,"117","CNPC",0,"undefined",0,NA,"/"
"mismatch","Emily",27,"1","exposure","CNPC",14.63518333,NA,22,28,"4","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",28,"1","exposure","CNPC",14.63518333,NA,3,28,"34","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",29,"1","exposure","FILL",14.63518333,NA,3,28,"112","CNPC",1,"undefined",1,NA,"Jessy"
"mismatch","Iron-Head",30,"1","exposure","UNGRAM",14.63518333,NA,3,28,"127","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Iron-Head",31,"1","exposure","UNGRAM",14.63518333,NA,10,28,"116","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",32,"1","exposure","FILL",14.63518333,NA,10,28,"101","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",33,"1","exposure","CNPC",14.63518333,NA,10,28,"1","CNPC",0,"undefined",0,NA,"/"
"mismatch","Iron-Head",34,"1","exposure","UNGRAM",14.63518333,NA,11,28,"124","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",35,"1","exposure","CNPC",14.63518333,NA,11,28,"25","CNPC",1,"undefined",1,NA,"Emily"
"mismatch","Jessy",36,"1","exposure","FILL",14.63518333,NA,11,28,"109","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",37,"1","exposure","UNGRAM",14.63518333,NA,12,28,"130","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",38,"1","exposure","CNPC",14.63518333,NA,12,28,"43","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",39,"1","exposure","FILL",14.63518333,NA,12,28,"115","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",40,"1","exposure","FILL",14.63518333,NA,13,28,"105","CNPC",1,"undefined",0,NA,"/"
"mismatch","Iron-Head",41,"1","exposure","UNGRAM",14.63518333,NA,13,28,"120","CNPC",0,"undefined",0,NA,"/"
"mismatch","Emily",42,"1","exposure","CNPC",14.63518333,NA,13,28,"13","CNPC",0,"undefined",1,NA,"Emily"
"mismatch","Jessy",43,"1","exposure","FILL",14.63518333,NA,14,28,"110","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",44,"1","exposure","CNPC",14.63518333,NA,14,28,"28","CNPC",0.93,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",45,"1","exposure","UNGRAM",14.63518333,NA,14,28,"125","CNPC",0,"undefined",0,NA,"/"
"mismatch","Iron-Head",46,"2","test","UNGRAM",14.63518333,NA,4,28,"141","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",47,"2","test","CNPC",14.63518333,NA,4,28,"5","CNPC",0.42,"undefined",0,NA,"/"
"mismatch","Emily",48,"2","test","FILL",14.63518333,NA,4,28,"132","CNPC",1,"undefined",1,NA,"Emily"
"mismatch","Iron-Head",49,"2","test","UNGRAM",14.63518333,NA,5,28,"145","CNPC",0,"undefined",0,NA,"/"
"mismatch","Emily",50,"2","test","FILL",14.63518333,NA,5,28,"136","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",51,"2","test","CNPC",14.63518333,NA,5,28,"17","CNPC",0.93,"undefined",0,NA,"/"
"mismatch","Emily",52,"2","test","FILL",14.63518333,NA,6,28,"134","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",53,"2","test","CNPC",14.63518333,NA,6,28,"11","CNPC",0.92,"undefined",0,NA,"/"
"mismatch","Iron-Head",54,"2","test","UNGRAM",14.63518333,NA,6,28,"143","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",55,"2","test","CNPC",14.63518333,NA,7,28,"2","CNPC",0.91,"undefined",0,NA,"/"
"mismatch","Iron-Head",56,"2","test","UNGRAM",14.63518333,NA,7,28,"140","CNPC",0,"undefined",1,NA,"Iron-Head"
"mismatch","Emily",57,"2","test","FILL",14.63518333,NA,7,28,"131","CNPC",1,"undefined",0,NA,"/"
"mismatch","Emily",58,"2","test","FILL",14.63518333,NA,8,28,"133","CNPC",1,"undefined",0,NA,"/"
"mismatch","Jessy",59,"2","test","CNPC",14.63518333,NA,8,28,"8","CNPC",0.64,"undefined",0,NA,"/"
"mismatch","Iron-Head",60,"2","test","UNGRAM",14.63518333,NA,8,28,"142","CNPC",0,"undefined",0,NA,"/"
"mismatch","Iron-Head",61,"2","test","UNGRAM",14.63518333,NA,9,28,"144","CNPC",0,"undefined",0,NA,"/"
"mismatch","Jessy",62,"2","test","CNPC",14.63518333,NA,9,28,"14","CNPC",1,"undefined",1,NA,"Jessy"
"mismatch","Emily",63,"2","test","FILL",14.63518333,NA,9,28,"135","CNPC",1,"undefined",0,NA,"/"
"match","Jessy",1,"1","exposure","FILL",17.12603333,NA,2,29,"114","CNPC",0.81,"undefined",0,NA,"/"
"match","Iron-Head",2,"1","exposure","UNGRAM",17.12603333,NA,2,29,"129","CNPC",0,"undefined",1,NA,"Iron-Head"
"match","Gregory",3,"1","exposure","CNPC",17.12603333,NA,2,29,"40","CNPC",0.12,"undefined",0,NA,"/"
"match","Iron-Head",4,"1","exposure","UNGRAM",17.12603333,NA,15,29,"122","CNPC",0.04,"undefined",0,NA,"/"
"match","Jessy",5,"1","exposure","FILL",17.12603333,NA,15,29,"107","CNPC",0.9,"undefined",0,NA,"/"
"match","Gregory",6,"1","exposure","CNPC",17.12603333,NA,15,29,"19","CNPC",0.22,"undefined",0,NA,"/"
"match","Gregory",7,"1","exposure","CNPC",17.12603333,NA,16,29,"7","CNPC",0.29,"undefined",0,NA,"/"
"match","Iron-Head",8,"1","exposure","UNGRAM",17.12603333,NA,16,29,"118","CNPC",0.03,"undefined",0,NA,"/"
"match","Jessy",9,"1","exposure","FILL",17.12603333,NA,16,29,"103","CNPC",0.74,"undefined",0,NA,"/"
"match","Iron-Head",10,"1","exposure","UNGRAM",17.12603333,NA,17,29,"124","CNPC",0.02,"undefined",0,NA,"/"
"match","Jessy",11,"1","exposure","FILL",17.12603333,NA,17,29,"109","CNPC",0.92,"undefined",0,NA,"/"
"match","Gregory",12,"1","exposure","CNPC",17.12603333,NA,17,29,"25","CNPC",0.12,"undefined",0,NA,"/"
"match","Gregory",13,"1","exposure","CNPC",17.12603333,NA,18,29,"34","CNPC",0.62,"undefined",0,NA,"/"
"match","Iron-Head",14,"1","exposure","UNGRAM",17.12603333,NA,18,29,"127","CNPC",0.05,"undefined",0,NA,"/"
"match","Jessy",15,"1","exposure","FILL",17.12603333,NA,18,29,"112","CNPC",0.84,"undefined",0,NA,"/"
"match","Iron-Head",16,"1","exposure","UNGRAM",17.12603333,NA,19,29,"121","CNPC",0.01,"undefined",0,NA,"/"
"match","Jessy",17,"1","exposure","FILL",17.12603333,NA,19,29,"106","CNPC",0.88,"undefined",0,NA,"/"
"match","Gregory",18,"1","exposure","CNPC",17.12603333,NA,19,29,"16","CNPC",0.29,"undefined",0,NA,"/"
"match","Jessy",19,"1","exposure","FILL",17.12603333,NA,20,29,"113","CNPC",0.87,"undefined",0,NA,"/"
"match","Iron-Head",20,"1","exposure","UNGRAM",17.12603333,NA,20,29,"128","CNPC",0.02,"undefined",0,NA,"/"
"match","Gregory",21,"1","exposure","CNPC",17.12603333,NA,20,29,"37","CNPC",0.88,"undefined",0,NA,"/"
"match","Gregory",22,"1","exposure","CNPC",17.12603333,NA,21,29,"13","CNPC",0.91,"undefined",0,NA,"/"
"match","Iron-Head",23,"1","exposure","UNGRAM",17.12603333,NA,21,29,"120","CNPC",0.02,"undefined",0,NA,"/"
"match","Jessy",24,"1","exposure","FILL",17.12603333,NA,21,29,"105","CNPC",0.96,"undefined",1,NA,"Jessy"
"match","Iron-Head",25,"1","exposure","UNGRAM",17.12603333,NA,22,29,"116","CNPC",0.02,"undefined",1,NA,"Iron-Head"
"match","Jessy",26,"1","exposure","FILL",17.12603333,NA,22,29,"101","CNPC",0.97,"undefined",1,NA,"Jessy"
"match","Gregory",27,"1","exposure","CNPC",17.12603333,NA,22,29,"1","CNPC",0.71,"undefined",0,NA,"/"
"match","Gregory",28,"1","exposure","CNPC",17.12603333,NA,3,29,"4","CNPC",0.9,"undefined",1,NA,"Gregory"
"match","Jessy",29,"1","exposure","FILL",17.12603333,NA,3,29,"102","CNPC",0.89,"undefined",0,NA,"/"
"match","Iron-Head",30,"1","exposure","UNGRAM",17.12603333,NA,3,29,"117","CNPC",0.02,"undefined",0,NA,"/"
"match","Iron-Head",31,"1","exposure","UNGRAM",17.12603333,NA,10,29,"123","CNPC",0,"undefined",1,NA,"Iron-Head"
"match","Jessy",32,"1","exposure","FILL",17.12603333,NA,10,29,"108","CNPC",0.99,"undefined",0,NA,"/"
"match","Gregory",33,"1","exposure","CNPC",17.12603333,NA,10,29,"22","CNPC",0.79,"undefined",0,NA,"/"
"match","Iron-Head",34,"1","exposure","UNGRAM",17.12603333,NA,11,29,"125","CNPC",0.02,"undefined",1,NA,"Iron-Head"
"match","Jessy",35,"1","exposure","FILL",17.12603333,NA,11,29,"110","CNPC",0.97,"undefined",1,NA,"Jessy"
"match","Gregory",36,"1","exposure","CNPC",17.12603333,NA,11,29,"28","CNPC",0.43,"undefined",0,NA,"/"
"match","Gregory",37,"1","exposure","CNPC",17.12603333,NA,12,29,"31","CNPC",0.84,"undefined",0,NA,"/"
"match","Iron-Head",38,"1","exposure","UNGRAM",17.12603333,NA,12,29,"126","CNPC",0.02,"undefined",0,NA,"/"
"match","Jessy",39,"1","exposure","FILL",17.12603333,NA,12,29,"111","CNPC",0.95,"undefined",0,NA,"/"
"match","Iron-Head",40,"1","exposure","UNGRAM",17.12603333,NA,13,29,"119","CNPC",0.02,"undefined",0,NA,"/"
"match","Jessy",41,"1","exposure","FILL",17.12603333,NA,13,29,"104","CNPC",0.93,"undefined",0,NA,"/"
"match","Gregory",42,"1","exposure","CNPC",17.12603333,NA,13,29,"10","CNPC",0.42,"undefined",0,NA,"/"
"match","Jessy",43,"1","exposure","FILL",17.12603333,NA,14,29,"115","CNPC",0.94,"undefined",0,NA,"/"
"match","Iron-Head",44,"1","exposure","UNGRAM",17.12603333,NA,14,29,"130","CNPC",0.03,"undefined",0,NA,"/"
"match","Gregory",45,"1","exposure","CNPC",17.12603333,NA,14,29,"43","CNPC",0.5,"undefined",0,NA,"/"
"match","Jessy",46,"2","test","FILL",17.12603333,NA,4,29,"132","CNPC",0.98,"undefined",0,NA,"/"
"match","Gregory",47,"2","test","CNPC",17.12603333,NA,4,29,"5","CNPC",0.56,"undefined",0,NA,"/"
"match","Iron-Head",48,"2","test","UNGRAM",17.12603333,NA,4,29,"141","CNPC",0.04,"undefined",0,NA,"/"
"match","Iron-Head",49,"2","test","UNGRAM",17.12603333,NA,5,29,"142","CNPC",0,"undefined",0,NA,"/"
"match","Gregory",50,"2","test","CNPC",17.12603333,NA,5,29,"8","CNPC",0.37,"undefined",1,NA,"Gregory"
"match","Jessy",51,"2","test","FILL",17.12603333,NA,5,29,"133","CNPC",0.98,"undefined",1,NA,"Jessy"
"match","Jessy",52,"2","test","FILL",17.12603333,NA,6,29,"136","CNPC",1,"undefined",1,NA,"Jessy"
"match","Iron-Head",53,"2","test","UNGRAM",17.12603333,NA,6,29,"145","CNPC",0.01,"undefined",0,NA,"/"
"match","Gregory",54,"2","test","CNPC",17.12603333,NA,6,29,"17","CNPC",0.48,"undefined",0,NA,"/"
"match","Gregory",55,"2","test","CNPC",17.12603333,NA,7,29,"2","CNPC",0.65,"undefined",0,NA,"/"
"match","Iron-Head",56,"2","test","UNGRAM",17.12603333,NA,7,29,"140","CNPC",0.01,"undefined",0,NA,"/"
"match","Jessy",57,"2","test","FILL",17.12603333,NA,7,29,"131","CNPC",1,"undefined",1,NA,"Jessy"
"match","Gregory",58,"2","test","CNPC",17.12603333,NA,8,29,"11","CNPC",0.62,"undefined",0,NA,"/"
"match","Jessy",59,"2","test","FILL",17.12603333,NA,8,29,"134","CNPC",0.97,"undefined",0,NA,"/"
"match","Iron-Head",60,"2","test","UNGRAM",17.12603333,NA,8,29,"143","CNPC",0.01,"undefined",0,NA,"/"
"match","Gregory",61,"2","test","CNPC",17.12603333,NA,9,29,"14","CNPC",0.52,"undefined",0,NA,"/"
"match","Iron-Head",62,"2","test","UNGRAM",17.12603333,NA,9,29,"144","CNPC",0.02,"undefined",0,NA,"/"
"match","Jessy",63,"2","test","FILL",17.12603333,NA,9,29,"135","CNPC",0.96,"undefined",1,NA,"Jessy"
"match","Gregory",1,"1","exposure","WH",14.32941667,NA,2,31,"21","WH",0.54,"undefined",1,NA,"Gregory"
"match","Emily",2,"1","exposure","FILL",14.32941667,NA,2,31,"107","WH",0.83,"undefined",0,NA,"/"
"match","Iron-Head",3,"1","exposure","UNGRAM",14.32941667,NA,2,31,"122","WH",0,"undefined",0,NA,"/"
"match","Gregory",4,"1","exposure","WH",14.32941667,NA,15,31,"30","WH",0.6,"undefined",0,NA,"/"
"match","Iron-Head",5,"1","exposure","UNGRAM",14.32941667,NA,15,31,"125","WH",0,"undefined",1,NA,"Iron-Head"
"match","Emily",6,"1","exposure","FILL",14.32941667,NA,15,31,"110","WH",1,"undefined",0,NA,"/"
"match","Iron-Head",7,"1","exposure","UNGRAM",14.32941667,NA,16,31,"116","WH",0,"undefined",0,NA,"/"
"match","Gregory",8,"1","exposure","WH",14.32941667,NA,16,31,"3","WH",0.6,"undefined",0,NA,"/"
"match","Emily",9,"1","exposure","FILL",14.32941667,NA,16,31,"101","WH",1,"undefined",1,NA,"Emily"
"match","Iron-Head",10,"1","exposure","UNGRAM",14.32941667,NA,17,31,"124","WH",0,"undefined",0,NA,"/"
"match","Emily",11,"1","exposure","FILL",14.32941667,NA,17,31,"109","WH",0.86,"undefined",0,NA,"/"
"match","Gregory",12,"1","exposure","WH",14.32941667,NA,17,31,"27","WH",0.6,"undefined",0,NA,"/"
"match","Emily",13,"1","exposure","FILL",14.32941667,NA,18,31,"103","WH",0.99,"undefined",0,NA,"/"
"match","Iron-Head",14,"1","exposure","UNGRAM",14.32941667,NA,18,31,"118","WH",0,"undefined",0,NA,"/"
"match","Gregory",15,"1","exposure","WH",14.32941667,NA,18,31,"9","WH",0.28,"undefined",0,NA,"/"
"match","Iron-Head",16,"1","exposure","UNGRAM",14.32941667,NA,19,31,"123","WH",0,"undefined",0,NA,"/"
"match","Gregory",17,"1","exposure","WH",14.32941667,NA,19,31,"24","WH",0.59,"undefined",1,NA,"Gregory"
"match","Emily",18,"1","exposure","FILL",14.32941667,NA,19,31,"108","WH",1,"undefined",1,NA,"Emily"
"match","Gregory",19,"1","exposure","WH",14.32941667,NA,20,31,"33","WH",0.62,"undefined",0,NA,"/"
"match","Emily",20,"1","exposure","FILL",14.32941667,NA,20,31,"111","WH",0.98,"undefined",0,NA,"/"
"match","Iron-Head",21,"1","exposure","UNGRAM",14.32941667,NA,20,31,"126","WH",0,"undefined",0,NA,"/"
"match","Emily",22,"1","exposure","FILL",14.32941667,NA,21,31,"104","WH",1,"undefined",0,NA,"/"
"match","Gregory",23,"1","exposure","WH",14.32941667,NA,21,31,"12","WH",0.66,"undefined",1,NA,"Gregory"
"match","Iron-Head",24,"1","exposure","UNGRAM",14.32941667,NA,21,31,"119","WH",0,"undefined",1,NA,"Iron-Head"
"match","Gregory",25,"1","exposure","WH",14.32941667,NA,22,31,"6","WH",0.69,"undefined",0,NA,"/"
"match","Emily",26,"1","exposure","FILL",14.32941667,NA,22,31,"102","WH",0.96,"undefined",1,NA,"Emily"
"match","Iron-Head",27,"1","exposure","UNGRAM",14.32941667,NA,22,31,"117","WH",0,"undefined",0,NA,"/"
"match","Iron-Head",28,"1","exposure","UNGRAM",14.32941667,NA,3,31,"128","WH",0,"undefined",0,NA,"/"
"match","Gregory",29,"1","exposure","WH",14.32941667,NA,3,31,"39","WH",0.72,"undefined",1,NA,"Gregory"
"match","Emily",30,"1","exposure","FILL",14.32941667,NA,3,31,"113","WH",0.94,"undefined",0,NA,"/"
"match","Gregory",31,"1","exposure","WH",14.32941667,NA,10,31,"15","WH",0.45,"undefined",0,NA,"/"
"match","Iron-Head",32,"1","exposure","UNGRAM",14.32941667,NA,10,31,"120","WH",0,"undefined",0,NA,"/"
"match","Emily",33,"1","exposure","FILL",14.32941667,NA,10,31,"105","WH",1,"undefined",0,NA,"/"
"match","Emily",34,"1","exposure","FILL",14.32941667,NA,11,31,"106","WH",1,"undefined",0,NA,"/"
"match","Gregory",35,"1","exposure","WH",14.32941667,NA,11,31,"18","WH",0.52,"undefined",0,NA,"/"
"match","Iron-Head",36,"1","exposure","UNGRAM",14.32941667,NA,11,31,"121","WH",0,"undefined",1,NA,"Iron-Head"
"match","Gregory",37,"1","exposure","WH",14.32941667,NA,12,31,"45","WH",0.78,"undefined",0,NA,"/"
"match","Emily",38,"1","exposure","FILL",14.32941667,NA,12,31,"115","WH",0.92,"undefined",0,NA,"/"
"match","Iron-Head",39,"1","exposure","UNGRAM",14.32941667,NA,12,31,"130","WH",0,"undefined",0,NA,"/"
"match","Emily",40,"1","exposure","FILL",14.32941667,NA,13,31,"114","WH",1,"undefined",0,NA,"/"
"match","Iron-Head",41,"1","exposure","UNGRAM",14.32941667,NA,13,31,"129","WH",0.07,"undefined",0,NA,"/"
"match","Gregory",42,"1","exposure","WH",14.32941667,NA,13,31,"42","WH",0.61,"undefined",1,NA,"Gregory"
"match","Emily",43,"1","exposure","FILL",14.32941667,NA,14,31,"112","WH",1,"undefined",0,NA,"/"
"match","Gregory",44,"1","exposure","WH",14.32941667,NA,14,31,"36","WH",0.71,"undefined",0,NA,"/"
"match","Iron-Head",45,"1","exposure","UNGRAM",14.32941667,NA,14,31,"127","WH",0,"undefined",1,NA,"Iron-Head"
"match","Iron-Head",46,"2","test","UNGRAM",14.32941667,NA,4,31,"141","WH",0,"undefined",0,NA,"/"
"match","Gregory",47,"2","test","WH",14.32941667,NA,4,31,"4","WH",0.73,"undefined",0,NA,"/"
"match","Emily",48,"2","test","FILL",14.32941667,NA,4,31,"132","WH",1,"undefined",1,NA,"Emily"
"match","Iron-Head",49,"2","test","UNGRAM",14.32941667,NA,5,31,"145","WH",0,"undefined",1,NA,"Iron-Head"
"match","Gregory",50,"2","test","WH",14.32941667,NA,5,31,"16","WH",0.76,"undefined",0,NA,"/"
"match","Emily",51,"2","test","FILL",14.32941667,NA,5,31,"136","WH",1,"undefined",0,NA,"/"
"match","Iron-Head",52,"2","test","UNGRAM",14.32941667,NA,6,31,"144","WH",0,"undefined",0,NA,"/"
"match","Gregory",53,"2","test","WH",14.32941667,NA,6,31,"13","WH",0.57,"undefined",0,NA,"/"
"match","Emily",54,"2","test","FILL",14.32941667,NA,6,31,"135","WH",1,"undefined",1,NA,"Emily"
"match","Iron-Head",55,"2","test","UNGRAM",14.32941667,NA,7,31,"142","WH",0,"undefined",0,NA,"/"
"match","Emily",56,"2","test","FILL",14.32941667,NA,7,31,"133","WH",1,"undefined",0,NA,"/"
"match","Gregory",57,"2","test","WH",14.32941667,NA,7,31,"7","WH",0.61,"undefined",1,NA,"Gregory"
"match","Emily",58,"2","test","FILL",14.32941667,NA,8,31,"134","WH",1,"undefined",0,NA,"/"
"match","Gregory",59,"2","test","WH",14.32941667,NA,8,31,"10","WH",0.17,"undefined",0,NA,"/"
"match","Iron-Head",60,"2","test","UNGRAM",14.32941667,NA,8,31,"143","WH",0,"undefined",0,NA,"/"
"match","Gregory",61,"2","test","WH",14.32941667,NA,9,31,"1","WH",0.62,"undefined",0,NA,"/"
