"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
0,6.650128213798299,7.834065124711019,4.26413390416679,6.049099514438907,0.639614468711868,9.146042823791504,5.3987783044576645,3.358006000518799,7.177547053857283,1.4913703203201294,0.461508622222446,0.4552254161130535,0.7075565974800313,0.39994640620424454,15.53308391571045,15.53308391571045,15.53308391571045,0,0
1,6.0490468222914,7.327682560492645,2.480592600759977,4.904137580626313,0.5269089151998042,0,0,0,0,0,0,0,0,0,16.157111543230712,16.157111543230712,17.398794174194336,17.398794174194336,17.398794174194336
2,5.623071271926165,7.182544813517197,4.201611209765544,5.692078011641371,0.52101546482356,0,0,0,0,0,0,0,0,0,13.918180783589682,14.736440658569336,0,0,0
3,5.523068489681464,7.168237832865248,1.6637303952496678,4.415984114057458,0.5764615609884198,0,0,0,0,0,0,0,0,0,14.726997057596842,15.351093769073486,16.00334358215332,16.00334358215332,0
4,5.762031770804349,7.251995436845463,1.293471650791445,4.272733543818453,0.5040494016360483,0,0,0,0,0,0,0,0,0,20.633991718292236,20.633991718292236,20.633991718292236,25.598928451538086,25.598928451538086
5,4.9195143520832065,7.182511894569882,2.8902875808400914,5.036399737704986,0.5565273768499245,9.146042823791504,4.012032978236675,4.95496129989624,4.84928658273485,14.983217239379883,0.3510601520362009,0.6717153927720372,0.6092101290014945,2.408784967869028,14.983217239379883,14.983217239379883,0,0,0
6,5.092754099518061,7.669837276751463,2.6194501536223758,5.144643715186919,0.5334668024688797,0,0,0,0,0,0,0,0,0,16.199480056762695,16.199480056762695,16.199480056762695,16.199480056762695,0
7,5.8161440789699554,7.1595127847194435,2.380327905734865,4.769920345227154,0.6291315214037014,9.146042823791504,3.7698856592178345,3.3476362228393555,6.42644764482975,0.7273746132850647,0.3210533450291253,0.45381964543891085,0.7331059057410533,0.19506279465526608,14.427939414978027,14.427939414978027,0,0,0
8,5.63381278415521,7.150174585674668,1.2372033573059567,4.193688971490314,0.5917318854454554,0,0,0,0,0,0,0,0,0,14.739127477010092,14.739127477010092,15.075214385986328,0,0
9,5.958348419736414,7.360405709308703,3.0768436414958424,5.218624675402273,0.4993791071558579,9.146042823791504,5.451268173754215,3.4282302856445312,6.082961575551466,2.2597763538360596,0.38759047252398604,0.4647453155452357,0.5168431022899846,0.6060127516471301,17.500150601069134,19.682998061180115,19.682998061180115,19.682998061180115,23.26332664489746
