"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
0,6.085669143994649,6.107852636591303,4.194992455327893,5.151422545959597,0.6695938421227331,7.152638912200928,6.451459288597107,5.0903167724609375,5.915138257874383,1.557433009147644,0.5648218762396212,0.6900647498940684,0.7197189260056792,0.41766268674218787,14.41812515258789,14.41812515258789,0,0,0
1,6.697854697704315,6.597909583318911,4.334333166093336,5.466121374706124,0.7061028428364354,0,0,0,0,0,0,0,0,0,14.09961223602295,14.70889663696289,0,0,0
2,7.349970032771428,6.137048528863184,5.780082231992297,5.95856538042774,0.7472725292217159,0,0,0,0,0,0,0,0,0,14.877386411031088,15.616718769073486,15.616718769073486,0,0
3,7.402829555364756,7.38036186862676,5.499029217652985,6.439695543139872,0.7692670055746998,0,0,0,0,0,0,0,0,0,13.404583930969238,0,0,0,0
4,6.931021048472478,6.660063458904538,3.688582528745745,5.174322993825141,0.724128908451967,0,0,0,0,0,0,0,0,0,15.682766914367676,15.682766914367676,15.682766914367676,16.161075592041016,0
5,6.558976062138876,6.117896386606192,4.624804037608596,5.371350212107393,0.7125483530104926,7.152638912200928,6.516571572848728,0,0,7.553881645202637,0.7193671608728615,0,0,1.1297489665589882,14.074731826782227,14.074731826782227,0,0,0
6,7.087321950122714,6.356699316895798,4.476072455664659,5.416385886280229,0.6399337664705786,0,0,0,0,0,0,0,0,0,17.88444994390011,22.308790177106857,22.308790177106857,22.308790177106857,22.308790177106857
7,6.873970256911384,6.10908918498014,3.7602247162885623,4.934656950634351,0.7275856172916695,7.152638912200928,6.385142207145691,4.704439640045166,7.194484770298004,1.9828169345855713,0.5408795194654272,0.6377536229498811,0.8065153639584278,0.5317394991327107,14.189313888549805,14.189313888549805,0,0,0
8,7.430606698989868,6.162678946830455,5.410018218570589,5.786348582700521,0.7229044753337013,0,0,0,0,0,0,0,0,0,15.776726722717285,15.776726722717285,16.292726516723633,16.843177795410156,0
9,6.0159585510983185,6.069472211372066,2.700256922592723,4.384864566982396,0.642055523328881,7.152638912200928,5.191137874126435,4.616532325744629,6.454643476009369,1.2098054885864258,0.4710277492143501,0.6258365377136843,0.731688356986821,0.3244381028465479,15.42077350616455,15.42077350616455,15.42077350616455,0,0
10,6.32534933462739,6.015320379439216,3.63554283605385,4.825431607746533,0.6553048519671612,0,0,0,0,0,0,0,0,0,17.982221603393555,17.982221603393555,17.982221603393555,17.982221603393555,17.982221603393555
11,6.661839437484741,6.057007001986861,3.4130785153372383,4.73504275866205,0.7056003000787654,0,0,0,0,0,0,0,0,0,14.719318866729736,14.719318866729736,15.162358283996582,0,0
12,6.287040182522365,6.058796417559495,3.795018613018239,4.926907515288866,0.6681529641378605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6.325963576634725,6.035757705952134,3.401498196643008,4.718627951297573,0.7263591103787506,0,0,0,0,0,0,0,0,0,13.578518867492676,0,0,0,0
14,6.813075482845306,6.62189452395106,5.511692214045854,6.066793368998457,0.6984120094921686,7.152638912200928,7.000028669834137,4.512809753417969,6.934364438056946,9.316435813903809,0.6699939438468646,0.6117754695856269,0.7265755863964284,1.0832669134172586,14.63661003112793,14.63661003112793,15.001143455505371,0,0
