"#Data from Experiment 1 of Sprouse, Jon, Matt Wagers, & Colin Phillips. 2012. A test of the relation between working memory capacity and syntactic island effects. Language 88(1): 82-123.",,,,,,,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,,,,,,
,,,,,,,,,,,
subject,gender,age,recall,survey,condition,subdesign,structure,distance,item,raw.judgment,zscores
28,M,21,4,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.245814211
29,F,21,3,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,6,0.839245518
29,F,21,3,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.222900612
30,M,19,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,5,0.727252713
30,M,19,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,5,0.727252713
31,M,21,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,3,-0.673840867
31,M,21,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,3,-0.673840867
32,M,19,4,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,5,0.438145034
32,M,19,4,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.416329295
33,M,19,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.414099051
33,M,19,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.414099051
34,F,18,3.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.056126015
34,F,18,3.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.056126015
35,F,21,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.105127
35,F,21,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,7,1.105127
36,F,20,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,2,-0.781424489
36,F,20,5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,4,0.180328728
37,F,20,4.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,2,-0.72861066
37,F,20,4.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.b,4,0.048574044
38,M,20,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,6,1.239652022
38,M,20,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,0.739624315
39,F,19,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.640250152
39,F,19,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,2,-0.702964351
40,F,20,2.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,6,0.761884395
40,F,20,2.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.187122197
41,F,21,3.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,3,0.131528569
41,F,21,3.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,1.39420283
42,F,22,4,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,2,-0.420693553
42,F,22,4,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,1.13263649
43,M,21,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.086997813
43,M,21,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.086997813
44,F,20,4.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,4,0.058683286
44,F,20,4.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.467082142
45,F,23,4,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.383292104
45,F,23,4,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,0.329355263
46,M,21,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.581241109
46,M,21,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,0.366847937
47,F,20,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,0.926750008
47,F,20,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,0.926750008
48,M,21,3.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,5,0.887715291
48,M,21,3.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,6,1.441096251
49,M,21,5.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,2,-0.831044401
49,M,21,5.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.385074001
50,M,21,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,0.858271513
50,M,21,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,0.858271513
51,M,21,4.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.03502861
51,M,21,4.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.03502861
52,F,22,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,5,0.526627215
52,F,22,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,6,0.978021971
53,F,19,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.139328562
53,F,19,3,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,7,1.139328562
54,F,19,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.177366897
54,F,19,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.b,5,0.185900036
55,F,21,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.035571865
55,F,21,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.035571865
56,M,21,2.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,5,0.16959059
56,M,21,2.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.127278628
57,M,21,4.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,0.935473515
57,M,21,4.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,1,-0.99998893
58,M,20,3.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.250004261
58,M,20,3.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.250004261
59,F,21,5.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,1.453710727
59,F,21,5.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,6,1.453710727
60,F,20,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,1.577414116
60,F,20,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,2.103218822
61,F,20,3.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,4,0.17212851
61,F,20,3.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.630158241
62,F,19,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,5,0.266542125
62,F,19,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.148888468
63,M,21,3.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,0.987925241
63,M,21,3.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,5,0.589434387
64,F,23,4.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.384309117
64,F,23,4.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,6,0.98160101
65,F,24,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,0.892236846
65,F,24,4,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.296268625
66,M,23,5.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,3,-0.117599808
66,M,23,5.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,2,-0.630762606
67,F,21,4.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,0.943853727
67,F,21,4.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,0.943853727
68,M,23,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.293715325
68,M,23,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.293715325
69,M,20,3.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,3,-0.345789074
69,M,20,3.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.943573071
70,F,20,2.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,0.98346823
70,F,20,2.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,0.98346823
71,F,22,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,5,0.365997471
71,F,22,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.315612531
72,F,21,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,5,0.34334375
72,F,21,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.52052232
73,F,21,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,0.632186574
73,F,21,4.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.011498518
74,F,21,3.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,1.090095896
74,F,21,3.5,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.b,7,1.613341925
75,F,22,3.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,0.96965073
75,F,22,3.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,0.96965073
76,F,21,4.75,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,6,0.765098808
76,F,21,4.75,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,1.348031233
77,F,21,5.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,1.056755813
77,F,21,5.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,1.056755813
78,M,19,4.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,4,0.088934033
78,M,19,4.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,6,0.942700751
79,M,20,5.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,5,0.224660875
79,M,20,5.25,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,1.303033073
80,F,18,5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,4,0.068995001
80,F,18,5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,6,1.015212163
81,M,18,5.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,0.910233839
81,M,18,5.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,0.910233839
82,M,27,4,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,6,1.577014374
82,M,27,4,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,5,1.065550253
83,F,21,3,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,6,0.732191796
83,F,21,3,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,1.13156914
84,M,20,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,1.414097795
84,M,20,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,5,0.451307807
85,F,21,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,6,0.575396408
85,F,21,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,1.04351552
86,F,21,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,0.961786541
86,F,21,4.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,0.961786541
87,F,21,4.75,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,0.949122402
87,F,21,4.75,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,0.949122402
88,F,20,6,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,1.246976016
88,F,20,6,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,6,0.78298494
89,F,22,3.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.a,7,0.852280482
89,F,22,3.5,5,NP.d.non.ma,np,non,matrix,NP.d.non.ma.5.b,7,0.852280482
90,M,20,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.788997184
90,M,20,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.788997184
91,M,20,5.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.406550245
91,M,20,5.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,0.947268532
92,M,22,2.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,5,0.461480606
92,M,22,2.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,1.132725124
93,M,25,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,6,1.350253792
93,M,25,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,4,-0.014213198
94,F,22,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.276705434
94,F,22,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.276705434
95,M,21,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,6,0.847892394
95,M,21,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.267468011
96,F,18,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.768279486
96,F,18,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.768279486
97,M,19,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,6,0.37893053
97,M,19,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.006125889
98,M,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.990559804
98,M,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.990559804
99,M,22,3.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,5,0.424165473
99,M,22,3.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.309380372
100,F,21,3,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.451358873
100,F,21,3,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,0.907099295
101,F,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.908064561
101,F,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.908064561
102,M,24,4,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.444900903
102,M,24,4,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.444900903
103,M,22,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.944856676
103,M,22,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.944856676
104,F,23,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.83202216
104,F,23,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.83202216
105,F,21,4.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.910501883
105,F,21,4.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.910501883
106,M,25,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.957342265
106,M,25,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.957342265
107,M,21,5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.183495776
107,M,21,5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.183495776
108,F,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.383971337
108,F,21,4.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,0.949784251
109,F,23,5.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.226959479
109,F,23,5.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.226959479
110,F,25,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,3,-0.35799885
110,F,25,6,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.360395628
111,M,21,4,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.141680216
111,M,21,4,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,0.677267925
112,F,21,4.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.947016153
112,F,21,4.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.947016153
113,M,19,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.136288202
113,M,19,3.75,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,1.136288202
114,F,19,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,6,0.865446383
114,F,19,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,3,-0.753050749
115,M,20,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.788997184
115,M,20,4.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.788997184
116,M,20,5.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,1.406550245
116,M,20,5.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,6,0.947268532
117,M,21,3.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.86277382
117,M,21,3.25,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.86277382
118,M,21,3.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.a,7,0.678929123
118,M,21,3.5,6,NP.d.non.ma,np,non,matrix,NP.d.non.ma.6.b,7,0.678929123
119,F,21,5.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,6,0.818215585
119,F,21,5.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.285767348
120,M,22,4.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,5,1.261562377
120,M,22,4.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,5,1.261562377
121,F,22,5,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,4,0.308239129
121,F,22,5,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,1.653282601
122,F,21,6.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,7,1.23091491
122,F,21,6.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.23091491
123,F,21,6.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,3,-0.137388144
123,F,21,6.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,1.099105149
124,F,24,5.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,7,1.009532076
124,F,24,5.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,0.612339128
125,M,22,2.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,7,1.153480927
125,M,22,2.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.153480927
126,M,21,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,5,0.33433433
126,M,21,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,0.887715291
127,F,22,2.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,6,0.633619225
127,F,22,2.25,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.039135528
128,M,19,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,3,-0.40717324
128,M,19,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,1.614652505
129,M,21,2.5,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,6,0.893825938
129,M,21,2.5,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,6,0.893825938
130,M,21,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,4,0.359616322
130,M,21,3.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,4,0.359616322
131,F,21,1.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,6,0.624518607
131,F,21,1.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.085701579
132,M,25,2.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.a,5,0.483795646
132,M,25,2.75,7,NP.d.non.ma,np,non,matrix,NP.d.non.ma.7.b,7,1.376956839
133,M,24,4.5,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,1,-1.173206008
133,M,24,4.5,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,5,0.369640249
134,F,21,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,1,-0.96426767
134,F,21,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,7,1.537616014
135,F,20,4,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,1.594867936
135,F,20,4,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,3,-0.474149927
136,M,20,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,1.234491513
136,M,20,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,6,0.744775872
137,M,25,3,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,6,1.048540958
137,M,25,3,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,5,0.614661941
138,M,20,3,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,1.008069115
138,M,20,3,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,1,-1.516486582
139,F,22,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,0.961490831
139,F,22,3.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,6,0.517725832
140,M,20,4.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,2.029038347
140,M,20,4.75,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,7,2.029038347
141,F,19,6.5,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,0.960204268
141,F,19,6.5,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,7,0.960204268
142,M,22,4,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.a,7,1.174933277
142,M,22,4,8,NP.d.non.ma,np,non,matrix,NP.d.non.ma.8.b,3,-0.496082939
1,F,21,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,7,0.986909744
1,F,21,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,7,0.986909744
2,F,21,5.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,6,0.874627897
2,F,21,5.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,1,-1.749255794
3,M,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,3,-0.37780374
3,M,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,2,-0.831168227
4,F,24,5.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,1,-1.227359058
4,F,24,5.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,5,0.245471812
5,F,23,3.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,-0.625462792
5,F,23,3.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,5,0.144337567
6,M,24,6.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,-0.491449884
6,M,24,6.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,5,0.083906078
7,F,21,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,-0.237423537
7,F,21,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,6,0.60674904
8,F,21,3.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,-0.25878273
8,F,21,3.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,3,-0.736535462
9,F,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,0.175579998
9,F,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,1,-1.028397133
10,F,21,4.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,1,-1.035413102
10,F,21,4.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,3,-0.20708262
11,F,25,4,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,4,-0.278838901
11,F,25,4,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,2,-1.349580282
12,F,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,3,-0.829608845
12,F,22,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,3,-0.829608845
13,M,19,1.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,7,0.667139983
13,M,19,1.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,1,-1.467707964
14,F,18,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,6,0.576884186
14,F,18,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,5,0.150877402
15,F,20,4.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,7,0.851308568
15,F,20,4.75,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,5,-0.196455823
16,M,21,3.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,5,0.261757508
16,M,21,3.25,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.b,3,-1.060806743
17,F,21,3.5,1,SUB.d.comp.obj,sub,island,matrix,SUB.d.comp.obj.1.a,5,0.348545849
