"#Data from Experiment 1 of Sprouse, Jon, Matt Wagers, & Colin Phillips. 2012. A test of the relation between working memory capacity and syntactic island effects. Language 88(1): 82-123.",,,,,,,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,,,,,,
,,,,,,,,,,,
subject,gender,age,recall,survey,condition,subdesign,structure,distance,item,raw.judgment,zscores
13,M,19,1.75,1,dist.emg,dist,,,dist.emg.1.b,7,0.667139983
14,F,18,3.5,1,dist.emg,dist,,,dist.emg.1.a,2,-1.127142947
14,F,18,3.5,1,dist.emg,dist,,,dist.emg.1.b,3,-0.701136164
15,F,20,4.75,1,dist.emg,dist,,,dist.emg.1.a,3,-1.244220214
15,F,20,4.75,1,dist.emg,dist,,,dist.emg.1.b,4,-0.720338019
16,M,21,3.25,1,dist.emg,dist,,,dist.emg.1.a,6,0.923039633
16,M,21,3.25,1,dist.emg,dist,,,dist.emg.1.b,4,-0.399524617
17,F,21,3.5,1,dist.emg,dist,,,dist.emg.1.a,1,-1.207751896
17,F,21,3.5,1,dist.emg,dist,,,dist.emg.1.b,1,-1.207751896
18,F,21,4.25,1,dist.emg,dist,,,dist.emg.1.a,3,-0.45039167
18,F,21,4.25,1,dist.emg,dist,,,dist.emg.1.b,1,-1.266195449
19,M,20,3.75,1,dist.emg,dist,,,dist.emg.1.a,1,-1.10868681
19,M,20,3.75,1,dist.emg,dist,,,dist.emg.1.b,1,-1.10868681
20,M,22,3,1,dist.emg,dist,,,dist.emg.1.a,3,-0.995922942
20,M,22,3,1,dist.emg,dist,,,dist.emg.1.b,4,-0.51787993
21,M,19,6.25,2,dist.emg,dist,,,dist.emg.2.a,1,-1.100206015
21,M,19,6.25,2,dist.emg,dist,,,dist.emg.2.b,1,-1.100206015
22,F,19,5.25,2,dist.emg,dist,,,dist.emg.2.a,3,-0.479551452
22,F,19,5.25,2,dist.emg,dist,,,dist.emg.2.b,1,-1.419080826
23,M,22,5.25,2,dist.emg,dist,,,dist.emg.2.a,4,-0.345907973
23,M,22,5.25,2,dist.emg,dist,,,dist.emg.2.b,2,-1.197373753
24,F,24,4.5,2,dist.emg,dist,,,dist.emg.2.a,1,-1.459426981
24,F,24,4.5,2,dist.emg,dist,,,dist.emg.2.b,2,-1.037423999
25,M,25,3,2,dist.emg,dist,,,dist.emg.2.a,1,-1.371206889
25,M,25,3,2,dist.emg,dist,,,dist.emg.2.b,2,-0.938194187
26,M,22,4.5,2,dist.emg,dist,,,dist.emg.2.a,2,-0.990252111
26,M,22,4.5,2,dist.emg,dist,,,dist.emg.2.b,1,-1.418469241
27,M,20,3.75,2,dist.emg,dist,,,dist.emg.2.a,4,-0.072620852
27,M,20,3.75,2,dist.emg,dist,,,dist.emg.2.b,3,-0.653587668
28,M,21,4,2,dist.emg,dist,,,dist.emg.2.a,3,-0.989665495
28,M,21,4,2,dist.emg,dist,,,dist.emg.2.b,2,-1.548535421
29,F,21,3,2,dist.emg,dist,,,dist.emg.2.a,1,-1.079029952
29,F,21,3,2,dist.emg,dist,,,dist.emg.2.b,1,-1.079029952
30,M,19,4.75,2,dist.emg,dist,,,dist.emg.2.a,2,-1.110017299
30,M,19,4.75,2,dist.emg,dist,,,dist.emg.2.b,3,-0.497593962
31,M,21,5,2,dist.emg,dist,,,dist.emg.2.a,3,-0.673840867
31,M,21,5,2,dist.emg,dist,,,dist.emg.2.b,3,-0.673840867
32,M,19,4,2,dist.emg,dist,,,dist.emg.2.a,2,-1.029131358
32,M,19,4,2,dist.emg,dist,,,dist.emg.2.b,3,-0.540039228
33,M,19,5,2,dist.emg,dist,,,dist.emg.2.a,3,-0.408095699
33,M,19,5,2,dist.emg,dist,,,dist.emg.2.b,3,-0.408095699
34,F,18,3.5,2,dist.emg,dist,,,dist.emg.2.a,3,-0.540536937
34,F,18,3.5,2,dist.emg,dist,,,dist.emg.2.b,1,-1.338868412
35,F,21,4.75,2,dist.emg,dist,,,dist.emg.2.a,2,-0.874204941
35,F,21,4.75,2,dist.emg,dist,,,dist.emg.2.b,4,-0.082472164
36,F,20,5,2,dist.emg,dist,,,dist.emg.2.a,7,1.622958553
36,F,20,5,2,dist.emg,dist,,,dist.emg.2.b,1,-1.262301097
37,F,20,4.5,2,dist.emg,dist,,,dist.emg.2.a,7,1.2143511
37,F,20,4.5,2,dist.emg,dist,,,dist.emg.2.b,1,-1.117203012
38,M,20,4.25,3,dist.emg,dist,,,dist.emg.3.a,2,-0.760458803
38,M,20,4.25,3,dist.emg,dist,,,dist.emg.3.b,3,-0.260431097
39,F,19,4.25,3,dist.emg,dist,,,dist.emg.3.a,2,-0.702964351
39,F,19,4.25,3,dist.emg,dist,,,dist.emg.3.b,3,-0.23432145
40,F,20,2.75,3,dist.emg,dist,,,dist.emg.3.a,1,-1.364304615
40,F,20,2.75,3,dist.emg,dist,,,dist.emg.3.b,2,-0.939066813
41,F,21,3.5,3,dist.emg,dist,,,dist.emg.3.a,1,-1.131145692
41,F,21,3.5,3,dist.emg,dist,,,dist.emg.3.b,1,-1.131145692
42,F,22,4,3,dist.emg,dist,,,dist.emg.3.a,1,-0.938470235
42,F,22,4,3,dist.emg,dist,,,dist.emg.3.b,1,-0.938470235
43,M,21,3.25,3,dist.emg,dist,,,dist.emg.3.a,4,0
43,M,21,3.25,3,dist.emg,dist,,,dist.emg.3.b,5,0.362332604
44,F,20,4.5,3,dist.emg,dist,,,dist.emg.3.a,3,-0.410783
44,F,20,4.5,3,dist.emg,dist,,,dist.emg.3.b,1,-1.349715571
45,F,23,4,3,dist.emg,dist,,,dist.emg.3.a,2,-1.251549999
45,F,23,4,3,dist.emg,dist,,,dist.emg.3.b,2,-1.251549999
46,M,21,3,3,dist.emg,dist,,,dist.emg.3.a,2,-1.454741821
46,M,21,3,3,dist.emg,dist,,,dist.emg.3.b,2,-1.454741821
47,F,20,2.5,3,dist.emg,dist,,,dist.emg.3.a,3,-0.800783988
47,F,20,2.5,3,dist.emg,dist,,,dist.emg.3.b,3,-0.800783988
48,M,21,3.75,3,dist.emg,dist,,,dist.emg.3.a,1,-1.325808551
48,M,21,3.75,3,dist.emg,dist,,,dist.emg.3.b,3,-0.21904663
49,M,21,5.75,3,dist.emg,dist,,,dist.emg.3.a,1,-1.274268081
49,M,21,5.75,3,dist.emg,dist,,,dist.emg.3.b,1,-1.274268081
50,M,21,2.5,3,dist.emg,dist,,,dist.emg.3.a,1,-1.495844637
50,M,21,2.5,3,dist.emg,dist,,,dist.emg.3.b,1,-1.495844637
51,M,21,4.75,3,dist.emg,dist,,,dist.emg.3.a,1,-1.189510492
51,M,21,4.75,3,dist.emg,dist,,,dist.emg.3.b,1,-1.189510492
52,F,22,3,3,dist.emg,dist,,,dist.emg.3.a,1,-1.278951808
52,F,22,3,3,dist.emg,dist,,,dist.emg.3.b,1,-1.278951808
53,F,19,3,3,dist.emg,dist,,,dist.emg.3.a,1,-1.273367216
53,F,19,3,3,dist.emg,dist,,,dist.emg.3.b,1,-1.273367216
54,F,19,3.25,3,dist.emg,dist,,,dist.emg.3.a,2,-1.301300255
54,F,19,3.25,3,dist.emg,dist,,,dist.emg.3.b,4,-0.309833394
55,F,21,4,4,dist.emg,dist,,,dist.emg.4.a,5,0.288091421
55,F,21,4,4,dist.emg,dist,,,dist.emg.4.b,1,-1.206869466
56,M,21,2.75,4,dist.emg,dist,,,dist.emg.4.a,3,-0.788097448
56,M,21,2.75,4,dist.emg,dist,,,dist.emg.4.b,2,-1.266941467
57,M,21,4.25,4,dist.emg,dist,,,dist.emg.4.a,2,-0.612896441
57,M,21,4.25,4,dist.emg,dist,,,dist.emg.4.b,1,-0.99998893
58,M,20,3.25,4,dist.emg,dist,,,dist.emg.4.a,1,-1.028484519
58,M,20,3.25,4,dist.emg,dist,,,dist.emg.4.b,1,-1.028484519
59,F,21,5.5,4,dist.emg,dist,,,dist.emg.4.a,2,-0.761467524
59,F,21,5.5,4,dist.emg,dist,,,dist.emg.4.b,3,-0.207672961
60,F,20,4,4,dist.emg,dist,,,dist.emg.4.a,1,-1.051609411
60,F,20,4,4,dist.emg,dist,,,dist.emg.4.b,1,-1.051609411
61,F,20,3.75,4,dist.emg,dist,,,dist.emg.4.a,2,-0.799891311
61,F,20,3.75,4,dist.emg,dist,,,dist.emg.4.b,2,-0.799891311
62,F,19,4,4,dist.emg,dist,,,dist.emg.4.a,2,-1.056977391
62,F,19,4,4,dist.emg,dist,,,dist.emg.4.b,5,0.266542125
63,M,21,3.75,4,dist.emg,dist,,,dist.emg.4.a,1,-1.004529026
63,M,21,3.75,4,dist.emg,dist,,,dist.emg.4.b,7,1.386416094
64,F,23,4.75,4,dist.emg,dist,,,dist.emg.4.a,1,-1.031939524
64,F,23,4.75,4,dist.emg,dist,,,dist.emg.4.b,5,0.578892904
65,F,24,4,4,dist.emg,dist,,,dist.emg.4.a,2,-0.723890271
65,F,24,4,4,dist.emg,dist,,,dist.emg.4.b,2,-0.723890271
66,M,23,5.5,4,dist.emg,dist,,,dist.emg.4.a,2,-0.630762606
66,M,23,5.5,4,dist.emg,dist,,,dist.emg.4.b,1,-1.143925403
67,F,21,4.25,4,dist.emg,dist,,,dist.emg.4.a,2,-1.367624789
67,F,21,4.25,4,dist.emg,dist,,,dist.emg.4.b,2,-1.367624789
68,M,23,4.5,4,dist.emg,dist,,,dist.emg.4.a,1,-1.141513522
68,M,23,4.5,4,dist.emg,dist,,,dist.emg.4.b,1,-1.141513522
69,M,20,3.5,4,dist.emg,dist,,,dist.emg.4.a,5,0.798891999
69,M,20,3.5,4,dist.emg,dist,,,dist.emg.4.b,2,-0.91812961
70,F,20,2.75,4,dist.emg,dist,,,dist.emg.4.a,1,-1.338161691
70,F,20,2.75,4,dist.emg,dist,,,dist.emg.4.b,4,-0.17734673
71,F,22,4.5,4,dist.emg,dist,,,dist.emg.4.a,2,-1.058425119
71,F,22,4.5,4,dist.emg,dist,,,dist.emg.4.b,3,-0.583617589
72,F,21,4.5,4,dist.emg,dist,,,dist.emg.4.a,3,-0.83383482
72,F,21,4.5,4,dist.emg,dist,,,dist.emg.4.b,3,-0.83383482
73,F,21,4.5,4,dist.emg,dist,,,dist.emg.4.a,4,-0.126437315
73,F,21,4.5,4,dist.emg,dist,,,dist.emg.4.b,2,-0.885061203
74,F,21,3.5,4,dist.emg,dist,,,dist.emg.4.a,1,-1.526134254
74,F,21,3.5,4,dist.emg,dist,,,dist.emg.4.b,3,-0.479642194
75,F,22,3.5,5,dist.emg,dist,,,dist.emg.5.a,2,-1.268004801
75,F,22,3.5,5,dist.emg,dist,,,dist.emg.5.b,3,-0.820473694
76,F,21,4.75,5,dist.emg,dist,,,dist.emg.5.a,1,-2.149563318
76,F,21,4.75,5,dist.emg,dist,,,dist.emg.5.b,2,-1.566630893
77,F,21,5.25,5,dist.emg,dist,,,dist.emg.5.a,2,-0.879285371
77,F,21,5.25,5,dist.emg,dist,,,dist.emg.5.b,1,-1.266493608
78,M,19,4.25,5,dist.emg,dist,,,dist.emg.5.a,4,0.088934033
78,M,19,4.25,5,dist.emg,dist,,,dist.emg.5.b,2,-0.764832685
79,M,20,5.25,5,dist.emg,dist,,,dist.emg.5.a,2,-1.392897423
79,M,20,5.25,5,dist.emg,dist,,,dist.emg.5.b,2,-1.392897423
80,F,18,5,5,dist.emg,dist,,,dist.emg.5.a,2,-0.87722216
80,F,18,5,5,dist.emg,dist,,,dist.emg.5.b,5,0.542103582
81,M,18,5.5,5,dist.emg,dist,,,dist.emg.5.a,1,-1.0757309
81,M,18,5.5,5,dist.emg,dist,,,dist.emg.5.b,7,0.910233839
82,M,27,4,5,dist.emg,dist,,,dist.emg.5.a,1,-0.980306232
82,M,27,4,5,dist.emg,dist,,,dist.emg.5.b,2,-0.468842111
83,F,21,3,5,dist.emg,dist,,,dist.emg.5.a,1,-1.264694921
83,F,21,3,5,dist.emg,dist,,,dist.emg.5.b,1,-1.264694921
84,M,20,4.5,5,dist.emg,dist,,,dist.emg.5.a,4,-0.030087187
84,M,20,4.5,5,dist.emg,dist,,,dist.emg.5.b,4,-0.030087187
85,F,21,4.5,5,dist.emg,dist,,,dist.emg.5.a,2,-1.297080038
85,F,21,4.5,5,dist.emg,dist,,,dist.emg.5.b,4,-0.360841815
86,F,21,4.5,5,dist.emg,dist,,,dist.emg.5.a,3,-0.764036037
86,F,21,4.5,5,dist.emg,dist,,,dist.emg.5.b,2,-1.195491681
87,F,21,4.75,5,dist.emg,dist,,,dist.emg.5.a,2,-1.526849081
87,F,21,4.75,5,dist.emg,dist,,,dist.emg.5.b,4,-0.536460488
88,F,20,6,5,dist.emg,dist,,,dist.emg.5.a,2,-1.072979362
88,F,20,6,5,dist.emg,dist,,,dist.emg.5.b,3,-0.608988287
89,F,22,3.5,5,dist.emg,dist,,,dist.emg.5.a,1,-1.577984656
89,F,22,3.5,5,dist.emg,dist,,,dist.emg.5.b,3,-0.767896276
90,M,20,4.25,6,dist.emg,dist,,,dist.emg.6.a,1,-1.577994368
90,M,20,4.25,6,dist.emg,dist,,,dist.emg.6.b,5,0
91,M,20,5.25,6,dist.emg,dist,,,dist.emg.6.a,3,-0.430576605
91,M,20,5.25,6,dist.emg,dist,,,dist.emg.6.b,3,-0.430576605
92,M,22,2.75,6,dist.emg,dist,,,dist.emg.6.a,3,-0.88100843
92,M,22,2.75,6,dist.emg,dist,,,dist.emg.6.b,2,-1.552252948
93,M,25,4.75,6,dist.emg,dist,,,dist.emg.6.a,3,-0.696446693
93,M,25,4.75,6,dist.emg,dist,,,dist.emg.6.b,1,-2.060913683
94,F,22,6,6,dist.emg,dist,,,dist.emg.6.a,2,-0.896410198
94,F,22,6,6,dist.emg,dist,,,dist.emg.6.b,2,-0.896410198
95,M,21,6,6,dist.emg,dist,,,dist.emg.6.a,1,-1.249985694
95,M,21,6,6,dist.emg,dist,,,dist.emg.6.b,3,-0.410834459
96,F,18,4.75,6,dist.emg,dist,,,dist.emg.6.a,6,0.015679173
96,F,18,4.75,6,dist.emg,dist,,,dist.emg.6.b,5,-0.73692114
97,M,19,3.75,6,dist.emg,dist,,,dist.emg.6.a,5,-0.24826483
97,M,19,3.75,6,dist.emg,dist,,,dist.emg.6.b,3,-1.502655549
98,M,21,4.75,6,dist.emg,dist,,,dist.emg.6.a,2,-0.926652719
98,M,21,4.75,6,dist.emg,dist,,,dist.emg.6.b,2,-0.926652719
99,M,22,3.5,6,dist.emg,dist,,,dist.emg.6.a,3,-0.461049427
99,M,22,3.5,6,dist.emg,dist,,,dist.emg.6.b,3,-0.461049427
100,F,21,3,6,dist.emg,dist,,,dist.emg.6.a,3,-0.725679436
100,F,21,3,6,dist.emg,dist,,,dist.emg.6.b,5,0.362839718
101,F,21,4.75,6,dist.emg,dist,,,dist.emg.6.a,3,-1.244384769
101,F,21,4.75,6,dist.emg,dist,,,dist.emg.6.b,3,-1.244384769
102,M,24,4,6,dist.emg,dist,,,dist.emg.6.a,1,-0.919482393
102,M,24,4,6,dist.emg,dist,,,dist.emg.6.b,1,-0.919482393
103,M,22,3.75,6,dist.emg,dist,,,dist.emg.6.a,1,-1.551645366
103,M,22,3.75,6,dist.emg,dist,,,dist.emg.6.b,1,-1.551645366
104,F,23,4.25,6,dist.emg,dist,,,dist.emg.6.a,1,-1.588405941
104,F,23,4.25,6,dist.emg,dist,,,dist.emg.6.b,2,-1.185001258
105,F,21,4.5,6,dist.emg,dist,,,dist.emg.6.a,5,0.130071698
105,F,21,4.5,6,dist.emg,dist,,,dist.emg.6.b,1,-1.430788673
106,M,25,4.75,6,dist.emg,dist,,,dist.emg.6.a,1,-1.379221907
106,M,25,4.75,6,dist.emg,dist,,,dist.emg.6.b,2,-0.989794545
107,M,21,5,6,dist.emg,dist,,,dist.emg.6.a,1,-1.183495776
107,M,21,5,6,dist.emg,dist,,,dist.emg.6.b,1,-1.183495776
108,F,21,4.75,6,dist.emg,dist,,,dist.emg.6.a,1,-1.221151179
108,F,21,4.75,6,dist.emg,dist,,,dist.emg.6.b,1,-1.221151179
109,F,23,5.5,6,dist.emg,dist,,,dist.emg.6.a,3,-0.37559984
109,F,23,5.5,6,dist.emg,dist,,,dist.emg.6.b,1,-1.1768795
110,F,25,6,6,dist.emg,dist,,,dist.emg.6.a,2,-0.787597469
110,F,25,6,6,dist.emg,dist,,,dist.emg.6.b,2,-0.787597469
111,M,21,4,6,dist.emg,dist,,,dist.emg.6.a,3,-0.715968949
111,M,21,4,6,dist.emg,dist,,,dist.emg.6.b,3,-0.715968949
112,F,21,4.5,6,dist.emg,dist,,,dist.emg.6.a,1,-1.183770192
112,F,21,4.5,6,dist.emg,dist,,,dist.emg.6.b,1,-1.183770192
113,M,19,3.75,6,dist.emg,dist,,,dist.emg.6.a,2,-0.81163443
113,M,19,3.75,6,dist.emg,dist,,,dist.emg.6.b,2,-0.81163443
114,F,19,4.25,6,dist.emg,dist,,,dist.emg.6.a,3,-0.753050749
114,F,19,4.25,6,dist.emg,dist,,,dist.emg.6.b,6,0.865446383
115,M,20,4.25,6,dist.emg,dist,,,dist.emg.6.a,1,-1.577994368
115,M,20,4.25,6,dist.emg,dist,,,dist.emg.6.b,5,0
116,M,20,5.25,6,dist.emg,dist,,,dist.emg.6.a,3,-0.430576605
116,M,20,5.25,6,dist.emg,dist,,,dist.emg.6.b,3,-0.430576605
117,M,21,3.25,6,dist.emg,dist,,,dist.emg.6.a,1,-1.481366371
117,M,21,3.25,6,dist.emg,dist,,,dist.emg.6.b,4,-0.309296275
118,M,21,3.5,6,dist.emg,dist,,,dist.emg.6.a,4,-0.574478489
118,M,21,3.5,6,dist.emg,dist,,,dist.emg.6.b,7,0.678929123
119,F,21,5.25,7,dist.emg,dist,,,dist.emg.7.a,2,-1.051991467
119,F,21,5.25,7,dist.emg,dist,,,dist.emg.7.b,2,-1.051991467
120,M,22,4.75,7,dist.emg,dist,,,dist.emg.7.a,1,-1.090087879
120,M,22,4.75,7,dist.emg,dist,,,dist.emg.7.b,1,-1.090087879
121,F,22,5,7,dist.emg,dist,,,dist.emg.7.a,1,-1.709326079
121,F,22,5,7,dist.emg,dist,,,dist.emg.7.b,2,-1.036804343
122,F,21,6.25,7,dist.emg,dist,,,dist.emg.7.a,1,-0.984731928
122,F,21,6.25,7,dist.emg,dist,,,dist.emg.7.b,1,-0.984731928
123,F,21,6.25,7,dist.emg,dist,,,dist.emg.7.a,1,-0.961717005
123,F,21,6.25,7,dist.emg,dist,,,dist.emg.7.b,1,-0.961717005
124,F,24,5.25,7,dist.emg,dist,,,dist.emg.7.a,1,-1.373625611
124,F,24,5.25,7,dist.emg,dist,,,dist.emg.7.b,1,-1.373625611
125,M,22,2.75,7,dist.emg,dist,,,dist.emg.7.a,1,-1.202565222
125,M,22,2.75,7,dist.emg,dist,,,dist.emg.7.b,1,-1.202565222
126,M,21,3.75,7,dist.emg,dist,,,dist.emg.7.a,1,-1.879189511
126,M,21,3.75,7,dist.emg,dist,,,dist.emg.7.b,1,-1.879189511
127,F,22,2.25,7,dist.emg,dist,,,dist.emg.7.a,5,0.228102921
127,F,22,2.25,7,dist.emg,dist,,,dist.emg.7.b,2,-0.98844599
128,M,19,3.75,7,dist.emg,dist,,,dist.emg.7.a,3,-0.40717324
128,M,19,3.75,7,dist.emg,dist,,,dist.emg.7.b,2,-1.081115155
129,M,21,2.5,7,dist.emg,dist,,,dist.emg.7.a,5,0.389077173
129,M,21,2.5,7,dist.emg,dist,,,dist.emg.7.b,4,-0.115671592
130,M,21,3.75,7,dist.emg,dist,,,dist.emg.7.a,2,-0.873353926
130,M,21,3.75,7,dist.emg,dist,,,dist.emg.7.b,2,-0.873353926
131,F,21,1.75,7,dist.emg,dist,,,dist.emg.7.a,3,-0.759030307
131,F,21,1.75,7,dist.emg,dist,,,dist.emg.7.b,3,-0.759030307
132,M,25,2.75,7,dist.emg,dist,,,dist.emg.7.a,1,-1.30252674
132,M,25,2.75,7,dist.emg,dist,,,dist.emg.7.b,6,0.930376243
133,M,24,4.5,8,dist.emg,dist,,,dist.emg.8.a,1,-1.173206008
133,M,24,4.5,8,dist.emg,dist,,,dist.emg.8.b,1,-1.173206008
134,F,21,3.75,8,dist.emg,dist,,,dist.emg.8.a,1,-0.96426767
134,F,21,3.75,8,dist.emg,dist,,,dist.emg.8.b,2,-0.547287056
135,F,20,4,8,dist.emg,dist,,,dist.emg.8.a,2,-0.991404392
135,F,20,4,8,dist.emg,dist,,,dist.emg.8.b,4,0.043104539
136,M,20,3.75,8,dist.emg,dist,,,dist.emg.8.a,1,-1.703802336
136,M,20,3.75,8,dist.emg,dist,,,dist.emg.8.b,4,-0.234655412
137,M,25,3,8,dist.emg,dist,,,dist.emg.8.a,1,-1.120854127
137,M,25,3,8,dist.emg,dist,,,dist.emg.8.b,1,-1.120854127
138,M,20,3,8,dist.emg,dist,,,dist.emg.8.a,2,-1.095727299
138,M,20,3,8,dist.emg,dist,,,dist.emg.8.b,3,-0.674968016
139,F,22,3.75,8,dist.emg,dist,,,dist.emg.8.a,1,-1.701099163
139,F,22,3.75,8,dist.emg,dist,,,dist.emg.8.b,4,-0.369804166
140,M,20,4.75,8,dist.emg,dist,,,dist.emg.8.a,1,-0.793971527
140,M,20,4.75,8,dist.emg,dist,,,dist.emg.8.b,1,-0.793971527
141,F,19,6.5,8,dist.emg,dist,,,dist.emg.8.a,1,-1.167017495
141,F,19,6.5,8,dist.emg,dist,,,dist.emg.8.b,1,-1.167017495
142,M,22,4,8,dist.emg,dist,,,dist.emg.8.a,2,-0.913836993
142,M,22,4,8,dist.emg,dist,,,dist.emg.8.b,3,-0.496082939
1,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.a,1,-1.150157973
1,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.b,7,0.986909744
2,F,21,5.75,1,dist.ma,dist,,,dist.ma.1.a,2,-1.224479056
2,F,21,5.75,1,dist.ma,dist,,,dist.ma.1.b,3,-0.699702318
3,M,22,3.5,1,dist.ma,dist,,,dist.ma.1.a,2,-0.831168227
3,M,22,3.5,1,dist.ma,dist,,,dist.ma.1.b,4,0.075560748
4,F,24,5.75,1,dist.ma,dist,,,dist.ma.1.a,4,-0.122735906
4,F,24,5.75,1,dist.ma,dist,,,dist.ma.1.b,1,-1.227359058
5,F,23,3.25,1,dist.ma,dist,,,dist.ma.1.a,2,-2.165063509
5,F,23,3.25,1,dist.ma,dist,,,dist.ma.1.b,4,-0.625462792
6,M,24,6.5,1,dist.ma,dist,,,dist.ma.1.a,4,-0.491449884
6,M,24,6.5,1,dist.ma,dist,,,dist.ma.1.b,2,-1.642161808
7,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.a,6,0.60674904
7,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.b,7,1.028835328
8,F,21,3.75,1,dist.ma,dist,,,dist.ma.1.a,3,-0.736535462
8,F,21,3.75,1,dist.ma,dist,,,dist.ma.1.b,3,-0.736535462
9,F,22,3.5,1,dist.ma,dist,,,dist.ma.1.a,1,-1.028397133
9,F,22,3.5,1,dist.ma,dist,,,dist.ma.1.b,1,-1.028397133
10,F,21,4.25,1,dist.ma,dist,,,dist.ma.1.a,1,-1.035413102
10,F,21,4.25,1,dist.ma,dist,,,dist.ma.1.b,3,-0.20708262
11,F,25,4,1,dist.ma,dist,,,dist.ma.1.a,3,-0.814209592
11,F,25,4,1,dist.ma,dist,,,dist.ma.1.b,4,-0.278838901
12,F,22,3.5,1,dist.ma,dist,,,dist.ma.1.a,4,-0.325542711
12,F,22,3.5,1,dist.ma,dist,,,dist.ma.1.b,3,-0.829608845
13,M,19,1.75,1,dist.ma,dist,,,dist.ma.1.a,7,0.667139983
13,M,19,1.75,1,dist.ma,dist,,,dist.ma.1.b,7,0.667139983
14,F,18,3.5,1,dist.ma,dist,,,dist.ma.1.a,3,-0.701136164
14,F,18,3.5,1,dist.ma,dist,,,dist.ma.1.b,5,0.150877402
15,F,20,4.75,1,dist.ma,dist,,,dist.ma.1.a,7,0.851308568
15,F,20,4.75,1,dist.ma,dist,,,dist.ma.1.b,2,-1.76810241
16,M,21,3.25,1,dist.ma,dist,,,dist.ma.1.a,4,-0.399524617
16,M,21,3.25,1,dist.ma,dist,,,dist.ma.1.b,5,0.261757508
17,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.a,5,0.348545849
17,F,21,3.5,1,dist.ma,dist,,,dist.ma.1.b,5,0.348545849
18,F,21,4.25,1,dist.ma,dist,,,dist.ma.1.a,5,0.36541211
18,F,21,4.25,1,dist.ma,dist,,,dist.ma.1.b,5,0.36541211
19,M,20,3.75,1,dist.ma,dist,,,dist.ma.1.a,1,-1.10868681
19,M,20,3.75,1,dist.ma,dist,,,dist.ma.1.b,1,-1.10868681
20,M,22,3,1,dist.ma,dist,,,dist.ma.1.a,3,-0.995922942
20,M,22,3,1,dist.ma,dist,,,dist.ma.1.b,7,0.916249107
21,M,19,6.25,2,dist.ma,dist,,,dist.ma.2.a,2,-0.620116118
21,M,19,6.25,2,dist.ma,dist,,,dist.ma.2.b,4,0.340063677
22,F,19,5.25,2,dist.ma,dist,,,dist.ma.2.a,4,-0.009786764
22,F,19,5.25,2,dist.ma,dist,,,dist.ma.2.b,5,0.459977923
23,M,22,5.25,2,dist.ma,dist,,,dist.ma.2.a,7,0.931290697
23,M,22,5.25,2,dist.ma,dist,,,dist.ma.2.b,7,0.931290697
24,F,24,4.5,2,dist.ma,dist,,,dist.ma.2.a,6,0.650587931
24,F,24,4.5,2,dist.ma,dist,,,dist.ma.2.b,7,1.072590914
25,M,25,3,2,dist.ma,dist,,,dist.ma.2.a,3,-0.505181486
25,M,25,3,2,dist.ma,dist,,,dist.ma.2.b,4,-0.072168784
26,M,22,4.5,2,dist.ma,dist,,,dist.ma.2.a,1,-1.418469241
26,M,22,4.5,2,dist.ma,dist,,,dist.ma.2.b,6,0.722616406
27,M,20,3.75,2,dist.ma,dist,,,dist.ma.2.a,4,-0.072620852
27,M,20,3.75,2,dist.ma,dist,,,dist.ma.2.b,2,-1.234554485
28,M,21,4,2,dist.ma,dist,,,dist.ma.2.a,5,0.128074358
28,M,21,4,2,dist.ma,dist,,,dist.ma.2.b,7,1.245814211
29,F,21,3,2,dist.ma,dist,,,dist.ma.2.a,4,0.07193533
29,F,21,3,2,dist.ma,dist,,,dist.ma.2.b,3,-0.311719764
30,M,19,4.75,2,dist.ma,dist,,,dist.ma.2.a,1,-1.722440636
30,M,19,4.75,2,dist.ma,dist,,,dist.ma.2.b,3,-0.497593962
31,M,21,5,2,dist.ma,dist,,,dist.ma.2.a,2,-1.443944715
31,M,21,5,2,dist.ma,dist,,,dist.ma.2.b,4,0.096262981
32,M,19,4,2,dist.ma,dist,,,dist.ma.2.a,1,-1.518223489
32,M,19,4,2,dist.ma,dist,,,dist.ma.2.b,6,0.927237164
33,M,19,5,2,dist.ma,dist,,,dist.ma.2.a,2,-0.863644387
33,M,19,5,2,dist.ma,dist,,,dist.ma.2.b,4,0.047452988
34,F,18,3.5,2,dist.ma,dist,,,dist.ma.2.a,2,-0.939702674
34,F,18,3.5,2,dist.ma,dist,,,dist.ma.2.b,6,0.656960277
35,F,21,4.75,2,dist.ma,dist,,,dist.ma.2.a,6,0.709260612
35,F,21,4.75,2,dist.ma,dist,,,dist.ma.2.b,6,0.709260612
36,F,20,5,2,dist.ma,dist,,,dist.ma.2.a,5,0.661205336
36,F,20,5,2,dist.ma,dist,,,dist.ma.2.b,2,-0.781424489
37,F,20,4.5,2,dist.ma,dist,,,dist.ma.2.a,6,0.825758748
