"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,5.906274706125259,6.964589779932356,4.376965882794504,5.670777831363431,0.533669263701639,8.738913536071777,5.8819360335667925,2.8051841259002686,5.944215569231245,0.5475249886512756,0.5123756697838081,0.3802825578004899,0.539450412016524,0.14683184218866063,16.12788963317871,16.12788963317871,16.12788963317871,16.12788963317871,0
3,6.232817695883568,6.991972216720788,5.264000656660409,6.127986436690598,0.5898577945798759,8.738897323608398,4.348137205233797,3.07291841506958,7.052071857452392,13.325676918029785,0.3959562714467311,0.41657774404375525,0.673841676353868,1.1423556290781223,13.325676918029785,0,0,0,0
4,4.955124992590684,6.895759426408491,3.5012357519344524,5.198497589171472,0.4991793235394598,0,0,0,0,0,0,0,0,0,15.36219596862793,15.36219596862793,15.36219596862793,0,0
5,5.5015499830245975,7.7991616780592885,3.6184102556748243,5.708785966867059,0.5358012246413543,0,0,0,0,0,0,0,0,0,14.960967063903809,14.960967063903809,0,0,0
6,4.601308107376099,6.708685842644229,2.226434196964788,4.467560019804508,0.47299240930016556,8.738897323608398,4.382013479868571,3.8542094230651855,4.373590886592865,0.9884193539619446,0.41775591947219787,0.5224928389438948,0.46385043673613935,0.2650681477655696,0,0,0,0,0
7,4.994568705558777,7.8621989238237155,1.674057096921641,4.768128010372679,0.5403786951361422,9.64982795715332,6.159239451090495,3.5252180099487305,4.437908639510472,3.5670342445373535,0.5898897832336307,0.4778933793507846,0.5061988673584173,0.470631735057524,0,0,0,0,0
8,5.827823647430965,7.047261512110193,2.2295929158044028,4.638427213957297,0.5829879133671232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7.313757678011565,7.703172470328863,5.0500403568980765,6.3766064136134695,0.5451129004763885,0,0,0,0,0,0,0,0,0,17.958560144877993,17.958560144877993,17.958560144877993,17.958560144877993,17.958560144877993
10,6.044162824749947,6.9954754409948965,3.6785519808810703,5.337013710937984,0.5756817523722298,8.738897323608398,5.94589885075887,2.530318260192871,6.145426641811024,1.5953925848007202,0.4983579353052874,0.34302058504862665,0.6067189570075033,0.4278424493783567,0,0,0,0,0
11,5.185695308905381,6.851727066248064,3.5242775390237884,5.188002302635926,0.5187790880757646,8.738913536071777,5.266079545021057,3.709850311279297,4.895879566669464,9.36419677734375,0.47477987099030416,0.5029229106226561,0.5147449006086318,0.5548107131897919,0,0,0,0,0
12,5.5381185327257425,6.866424274151264,2.7568375631311555,4.81163091864121,0.49493479918028604,0,0,0,0,0,0,0,0,0,13.038049697875977,0,0,0,0
13,5.748346771512713,6.687456800788001,4.224279908758283,5.455868354773141,0.5347759680050109,0,0,0,0,0,0,0,0,0,15.410802841186523,15.410802841186523,15.410802841186523,0,0
14,5.914578366279602,7.153109467409008,2.7333920894093824,4.943250778409194,0.5051534526787319,8.738897323608398,6.613552729288737,2.482330799102783,5.7656789183616635,2.5529696941375732,0.5153167079088786,0.33651520300357696,0.49959313435421143,0.6846395160254354,13.128458023071289,0,0,0,0
15,5.039615136384964,7.635008791544905,3.0182589391325068,5.326633865338705,0.5158915777358144,9.64982795715332,5.258573849995931,3.532711982727051,4.788936082522074,2.5586135387420654,0.5512771590723683,0.4789092938178295,0.4880401402479746,0.6861530471290028,18.117528915405273,18.117528915405273,18.117528915405273,18.117528915405273,18.117528915405273
16,6.394485901468075,7.182593922142541,3.8515056669659904,5.517049794554266,0.5453775880016402,0,0,0,0,0,0,0,0,0,13.705596446990967,0,0,0,0
