"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,8.716949778795243,7.1791420848129235,9.105824417915255,8.14248325136409,0.7914531798017679,8.268683433532715,10.069327756762505,6.505697250366211,8.02945151925087,8.349720001220703,0.6358743708380485,0.4853760967191801,1.0430719548443328,2.239175918817464,17.273687690496445,20.7321497797966,20.7321497797966,20.7321497797966,20.7321497797966
3,7.6908606006763875,6.809144863652156,9.244451709119632,8.026798286385894,0.7658134990391079,8.268683433532715,6.6818897519260645,7.31878137588501,8.658682727813721,0,0.5298347457284903,0.546038556707835,1.0562358609100069,0,14.923483848571777,14.923483848571777,0,0,0
4,7.53622859174555,6.890043528831205,7.6480317410711764,7.269037634951191,0.7497458004329758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8.640154123306274,6.936907199269702,10.336292439274333,8.636599819272018,0.7804795594625059,0,0,0,0,0,0,0,0,0,14.253632307052612,15.247268199920654,15.891521453857422,0,0
6,8.779614067077636,8.951606223187563,9.63239027292812,9.291998248057842,0.9464782965212795,10.794637680053711,8.433380842208862,5.512953758239746,9.438756465911865,10.041144371032715,0.6540301537958466,0.41130963732090614,1.309915539109666,2.6927715743400866,13.7466459274292,0,0,0,0
7,8.976827216148376,7.021997716374968,10.263184659710891,8.642591188042928,0.8001784772058995,8.268683433532715,8.818403005599976,6.5723042488098145,9.913418114185333,0,0.6284151340780892,0.49034550179208247,1.0711020838463956,0,14.840882778167725,15.770039558410645,15.770039558410645,0,0
8,7.4353977766903965,7.308261120108414,7.743346487174112,7.525803803641264,0.7596862783170654,0,0,0,0,0,0,0,0,0,14.720843315124512,14.720843315124512,0,0,0
9,6.823721041282018,7.335328340616599,7.232080817518942,7.283704579067771,0.6935588478416715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7.577841746807098,6.882352678843927,7.869056986452666,7.375704832648298,0.7458124417324956,8.268683433532715,7.906982421875,6.107439994812012,7.443591088056564,7.1647138595581055,0.6099707366355609,0.4556629783935296,0.9623020234550523,1.9213883504111267,14.962549209594727,14.962549209594727,0,0,0
11,6.333472473280771,6.8724713522999314,7.90818233478858,7.390326843544256,0.7195478790126144,8.268683433532715,7.500289410352707,7.387909889221191,5.3763579577207565,10.343073844909668,0.6023635495873331,0.5511960865903125,0.7999562028334979,2.773741140623466,13.014997482299805,0,0,0,0
12,7.413914144039154,6.872450453574349,10.017066290677587,8.444758372125966,0.8360412623512516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.550648272037506,6.88609292880352,10.229147719921198,8.55762032436236,0.8200585836529536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.79303365945816,6.861583633998576,10.45629297242412,8.658938303211347,0.7843222053614554,8.268683433532715,7.459300994873047,6.384810447692871,8.359909683465958,9.147268295288086,0.6113705940980573,0.47635699205316684,1.052003071650046,2.453057454235244,15.201900005340576,17.250137329101562,17.250137329101562,17.250137329101562,17.250137329101562
15,6.6073712031046545,7.238393348466165,7.723860747905172,7.481127048185668,0.6707640093568197,8.268682479858398,7.3320731818675995,8.539419174194336,5.886019296116299,1.57643723487854,0.6115391127322634,0.6371077207421626,0.6960917391543529,0.4227591216652957,16.731258392333984,16.731258392333984,16.731258392333984,16.731258392333984,0
16,7.223625605756586,6.757291529971322,8.291615987943313,7.524453758957319,0.7276531673723241,0,0,0,0,0,0,0,0,0,13.17484188079834,0,0,0,0
