"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,5.558209380879998,7.305400027846973,3.6416501772847885,5.473525102565881,0.537669547909744,8.395686149597168,6.241106507834047,0.47776904702186584,5.50391772058275,1.3820689916610718,0.441129277742525,0.03564532228481151,0.6156170427948541,0.3706346564698422,14.811661417596042,16.59161983989179,16.59161983989179,16.59161983989179,0
3,4.395969341198604,7.124332660464817,3.077781544248574,5.1010571023566955,0.4131001778715074,8.395655632019043,4.905828565359116,0.5278732776641846,4.034131487210591,1.0103271007537842,0.43672869510318,0.03938349130227036,0.40776318256195093,0.27094323088747857,0,0,0,0,0
4,5.308765896729061,8.473211347223039,2.9701816985371354,5.721696522880087,0.5112648285296392,10.732393264770508,4.742475479841232,0.33856382966041565,5.535232942551374,1.6475334167480469,0.4300614892925947,0.025259520049387422,0.5276772163590859,0.4418252530252446,13.942509099841118,14.240108340978622,0,0,0
5,5.269369181245565,6.81749513787083,3.2338807768022093,5.025687957336521,0.3920318430523767,8.395655632019043,6.044045800343156,0.22784684598445892,4.973501533269882,0.7327038049697876,0.36032413710585515,0.01699916373260185,0.4344244877490878,0.19649194409805568,19.269132144749165,19.269132144749165,19.269132144749165,19.269132144749165,19.269132144749165
6,4.72193411255584,6.665945204232304,1.2195045588913678,3.9427248815618365,0.4360238683613177,8.395686149597168,4.710484649986029,0.2298867255449295,4.800488039851189,0.8085175156593323,0.3648480319167661,0.017151354764667278,0.4737758981339189,0.21682319296237737,14.048819944262505,14.048819944262505,0,0,0
7,4.793945569883693,6.506215171241541,2.932530074812238,4.7193726230268895,0.4164724206193698,8.395655632019043,3.5452391281723976,0.33102089166641235,5.965153646469116,0.3526430130004883,0.31909650560363845,0.024696757648920962,0.5111578158756401,0.09456960742809169,0,0,0,0,0
8,5.325378662405106,6.680572858335429,3.1048641049751935,4.8927184816553115,0.43622708798418375,8.395655632019043,4.94060314912349,0.2569136321544647,5.83070582151413,1.1545990705490112,0.33332051690423903,0.019167774209299684,0.5134539335138201,0.3096331894104714,14.627427566796541,14.627427566796541,0,0,0
9,4.547583275607654,6.6204376866424965,4.036562848607944,5.328500267625219,0.4082265671835577,8.395655632019043,4.528660416603088,0.21037611365318298,4.618186555802822,1.3295278549194336,0.34851111126666656,0.01569570992289637,0.44763837727610656,0.35654450157578926,0,0,0,0,0
10,6.881519124905268,6.686215397433182,4.932949124510294,5.809582260971739,0.5299196410871668,8.395686149597168,4.964769706130028,0.25369933247566223,8.301591396331787,1.2864819765090942,0.347684329516921,0.018927962215021122,0.6460891039763595,0.3450007259370032,15.750197634100914,15.750197634100914,16.004793485005695,16.538856506347656,0
11,5.732842482053316,8.45563469958422,4.691485968204276,6.573560333894247,0.5172335568250244,10.732401847839355,4.3946357518434525,0.4527892470359802,6.537602594920567,0.9084750413894653,0.38993295417995516,0.03378163306790359,0.5628196350433324,0.2436291798082559,16.14236831665039,16.14236831665039,16.14236831665039,16.14236831665039,0
12,5.006673793707575,6.68187777932416,4.217906405145391,5.449892092234776,0.4686227944395523,8.395686149597168,4.942687600851059,0.25412681698799133,5.209108717739582,2.2912228107452393,0.3715153534436715,0.01895985591619059,0.5414213065281619,0.6144458666537257,14.434121489524841,14.980700254440308,0,0,0
13,6.358768883347511,8.885602049392029,5.052326472011075,6.968964260701553,0.6135953120174683,10.732401847839355,5.733053207397461,0.4371581971645355,7.3714789897203445,1.86049485206604,0.6204166993864013,0.03261543401463569,0.6077213862450441,0.49893592470419174,14.081842482089996,14.081842482089996,0,0,0
14,5.3497143639967994,7.156242907685576,2.0863003317641855,4.621271619724881,0.4459377205753532,8.395686149597168,4.99127671867609,0.4919062554836273,5.813369636024747,0.7621413469314575,0.405420996199668,0.03670006903947933,0.4877827019148397,0.20438632080291683,13.460155487060547,0,0,0,0
15,4.9820866327394135,6.58402601472002,3.8234341743460734,5.203730094533047,0.44596246938819883,8.395655632019043,4.070564582943916,0.194343701004982,5.9861390590667725,3.5014560222625732,0.3043002009723647,0.014499566055037015,0.5899124051908597,0.9389986735725869,0,0,0,0,0
16,3.5225077658891677,6.442663052642713,3.447817816978946,4.945240434810831,0.36298665787228634,8.395655632019043,3.073700800538063,0.2738361060619354,3.565195679664612,2.1603524684906006,0.2787458091343652,0.0204303236357394,0.4425320627945676,0.5793498731568008,0,0,0,0,0
