"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","mean_acc"
2,10.6951707104842,12.9003536923892,12.3075542091296,12.6039539507594,1.22088151697353,6.84615384615385
3,10.9179922044277,13.7357893340436,13.4872541611313,13.6115217475875,1.1821477992932,6.66666666666667
4,10.8184016703495,14.4037813112323,13.0022245144183,13.7030029128253,1.13689144189423,6.75
5,10.2346780026952,13.0301707468421,10.7486854386549,11.8894280927485,0.980571093985466,6.61538461538461
6,10.7826642734664,13.8216065556104,14.3088137902442,14.0652101729273,1.20472275634863,5.92307692307692
7,9.42647701076099,14.6748679302145,10.1585287591423,12.4166983446784,1.07336282232564,6.54545454545455
8,11.745793585976,15.2069862417331,13.9381982459954,14.5725922438643,1.32781016775261,7
9,8.13370103069714,13.812605957034,9.96232413417761,11.8874650456058,1.00592542007645,6.75
10,9.29984441068437,8.45901889585022,8.95693573562807,8.70797731573914,1.11623898907674,1.83333333333333
11,6.59644274298961,8.88564573381429,6.43292073051444,7.65928323216436,0.873619130688372,1.84615384615385
12,8.81536121260036,9.11500546413539,9.97211101283473,9.54355823848506,0.957339344994474,3
13,9.86172546446323,8.00836418992861,9.63678357193396,8.82257388093128,1.07370654789678,1.30769230769231
14,8.82030360483461,7.32062242813431,8.35788691242456,7.83925467027944,0.993545602959873,2.76923076923077
15,10.018225979805,9.13054866038082,10.4275977495951,9.77907320498796,1.0177531893159,1.76923076923077
16,10.9657429009676,8.81813982729747,11.2772344323215,10.0476871298095,1.13466801461187,2.15384615384615
17,11.5324274078012,8.65413823377884,12.0207484214271,10.337443327603,1.2540146046859,2.15384615384615
18,7.92564829587936,6.32177365522131,9.41315845483416,7.86746605502774,0.939449349416264,5.76923076923077
19,5.5708616312061,6.56406281407553,6.88269463817578,6.72337872612566,0.746392573417465,5.63636363636364
20,7.1354054013888,6.37910252952782,10.5234046775911,8.45125360355947,0.82905898764665,6.38461538461539
21,7.16971039230173,6.30381219680261,9.66549720210505,7.98465469945383,0.795171114759319,6.07692307692308
22,5.96429017186165,5.97369442130353,8.44303320323927,7.2083638122714,0.74087543794922,6.92307692307692
