sentence,condition,word,surprisal
4,gen_CNPC0_CNPCtest,6,6.279707908630371
4,gen_CNPC0_CNPCtest,7,13.636512756347656
4,gen_CNPC0_CNPCtest,8,4.825520038604736
4,gen_CNPC0_CNPCtest,9,2.4422171115875244
4,gen_CNPC0_CNPCtest,10,15.57295036315918
4,gen_CNPC0_CNPCtest,11,15.803447723388672
4,gen_CNPC0_CNPCtest,12,9.710989952087402
5,gen_CNPC0_CNPCtest,1,8.227356910705566
5,gen_CNPC0_CNPCtest,2,4.618374347686768
5,gen_CNPC0_CNPCtest,3,2.9918620586395264
5,gen_CNPC0_CNPCtest,4,14.72188663482666
5,gen_CNPC0_CNPCtest,5,6.9770612716674805
5,gen_CNPC0_CNPCtest,6,5.709383964538574
5,gen_CNPC0_CNPCtest,7,11.831768989562988
5,gen_CNPC0_CNPCtest,8,6.186851978302002
5,gen_CNPC0_CNPCtest,9,2.917173385620117
5,gen_CNPC0_CNPCtest,10,11.1461181640625
5,gen_CNPC0_CNPCtest,11,2.377082109451294
5,gen_CNPC0_CNPCtest,12,9.133511543273926
5,gen_CNPC0_CNPCtest,13,11.945234298706055
5,gen_CNPC0_CNPCtest,14,11.538243293762207
6,gen_CNPC0_CNPCtest,1,8.227356910705566
6,gen_CNPC0_CNPCtest,2,4.618374347686768
6,gen_CNPC0_CNPCtest,3,2.9918620586395264
6,gen_CNPC0_CNPCtest,4,14.2847261428833
6,gen_CNPC0_CNPCtest,5,7.804526329040527
6,gen_CNPC0_CNPCtest,6,7.289523601531982
6,gen_CNPC0_CNPCtest,7,9.657946586608887
6,gen_CNPC0_CNPCtest,8,4.368997097015381
6,gen_CNPC0_CNPCtest,9,2.5913524627685547
6,gen_CNPC0_CNPCtest,10,12.459342002868652
6,gen_CNPC0_CNPCtest,11,10.794135093688965
6,gen_CNPC0_CNPCtest,12,6.796651363372803
6,gen_CNPC0_CNPCtest,13,11.106096267700195
7,gen_CNPC0_CNPCtest,1,8.227356910705566
7,gen_CNPC0_CNPCtest,2,4.618374347686768
7,gen_CNPC0_CNPCtest,3,2.9918620586395264
7,gen_CNPC0_CNPCtest,4,12.698808670043945
7,gen_CNPC0_CNPCtest,5,6.395529270172119
7,gen_CNPC0_CNPCtest,6,6.497122764587402
7,gen_CNPC0_CNPCtest,7,10.411256790161133
7,gen_CNPC0_CNPCtest,8,4.102078914642334
7,gen_CNPC0_CNPCtest,9,3.0627925395965576
7,gen_CNPC0_CNPCtest,10,8.195323944091797
7,gen_CNPC0_CNPCtest,11,17.43264389038086
7,gen_CNPC0_CNPCtest,12,10.835992813110352
8,gen_CNPC0_CNPCtest,1,8.227356910705566
8,gen_CNPC0_CNPCtest,2,4.618374347686768
8,gen_CNPC0_CNPCtest,3,2.9918620586395264
8,gen_CNPC0_CNPCtest,4,20.717804193496704
8,gen_CNPC0_CNPCtest,5,6.931345462799072
8,gen_CNPC0_CNPCtest,6,6.169595718383789
8,gen_CNPC0_CNPCtest,7,11.10234260559082
8,gen_CNPC0_CNPCtest,8,4.202836513519287
8,gen_CNPC0_CNPCtest,9,7.69243860244751
8,gen_CNPC0_CNPCtest,10,4.124049186706543
8,gen_CNPC0_CNPCtest,11,4.532436370849609
8,gen_CNPC0_CNPCtest,12,6.808451175689697
8,gen_CNPC0_CNPCtest,13,16.596525192260742
8,gen_CNPC0_CNPCtest,14,10.810591697692871
9,gen_CNPC0_CNPCtest,1,8.227356910705566
9,gen_CNPC0_CNPCtest,2,4.618374347686768
9,gen_CNPC0_CNPCtest,3,2.9918620586395264
9,gen_CNPC0_CNPCtest,4,20.37819531559944
9,gen_CNPC0_CNPCtest,5,8.433862686157227
9,gen_CNPC0_CNPCtest,6,7.480313777923584
9,gen_CNPC0_CNPCtest,7,12.882110595703125
9,gen_CNPC0_CNPCtest,8,3.60671067237854
9,gen_CNPC0_CNPCtest,9,3.829794406890869
9,gen_CNPC0_CNPCtest,10,7.730733394622803
9,gen_CNPC0_CNPCtest,11,9.278385162353516
9,gen_CNPC0_CNPCtest,12,14.315975189208984
9,gen_CNPC0_CNPCtest,13,10.589597702026367
10,gen_CNPC0_CNPCtest,1,8.227356910705566
10,gen_CNPC0_CNPCtest,2,6.956744194030762
10,gen_CNPC0_CNPCtest,3,3.439497470855713
10,gen_CNPC0_CNPCtest,4,12.951176643371582
10,gen_CNPC0_CNPCtest,5,7.2863922119140625
10,gen_CNPC0_CNPCtest,6,6.3356475830078125
10,gen_CNPC0_CNPCtest,7,13.351545333862305
10,gen_CNPC0_CNPCtest,8,3.9649124145507812
10,gen_CNPC0_CNPCtest,9,2.8855361938476562
10,gen_CNPC0_CNPCtest,10,14.593907356262207
10,gen_CNPC0_CNPCtest,11,4.053408145904541
10,gen_CNPC0_CNPCtest,12,6.93723726272583
10,gen_CNPC0_CNPCtest,13,10.453804016113281
11,gen_CNPC0_CNPCtest,1,8.227356910705566
11,gen_CNPC0_CNPCtest,2,4.618374347686768
11,gen_CNPC0_CNPCtest,3,2.9918620586395264
11,gen_CNPC0_CNPCtest,4,16.070934295654297
11,gen_CNPC0_CNPCtest,5,15.222195625305176
11,gen_CNPC0_CNPCtest,6,8.293329238891602
11,gen_CNPC0_CNPCtest,7,8.657127380371094
11,gen_CNPC0_CNPCtest,8,2.77085542678833
11,gen_CNPC0_CNPCtest,9,2.3617045879364014
11,gen_CNPC0_CNPCtest,10,14.005636215209961
11,gen_CNPC0_CNPCtest,11,13.786092758178711
11,gen_CNPC0_CNPCtest,12,10.960481643676758
12,gen_CNPC0_CNPCtest,1,8.227356910705566
12,gen_CNPC0_CNPCtest,2,4.618374347686768
12,gen_CNPC0_CNPCtest,3,2.9918620586395264
12,gen_CNPC0_CNPCtest,4,10.44981575012207
12,gen_CNPC0_CNPCtest,5,6.535487651824951
12,gen_CNPC0_CNPCtest,6,7.5392279624938965
12,gen_CNPC0_CNPCtest,7,5.376978397369385
12,gen_CNPC0_CNPCtest,8,13.4149808883667
12,gen_CNPC0_CNPCtest,9,5.569057941436768
12,gen_CNPC0_CNPCtest,10,1.8700168132781982
12,gen_CNPC0_CNPCtest,11,9.808799743652344
12,gen_CNPC0_CNPCtest,12,7.096033573150635
12,gen_CNPC0_CNPCtest,13,10.639375686645508
13,gen_CNPC0_CNPCtest,1,8.227356910705566
13,gen_CNPC0_CNPCtest,2,4.618374347686768
13,gen_CNPC0_CNPCtest,3,2.9918620586395264
13,gen_CNPC0_CNPCtest,4,13.349249839782715
13,gen_CNPC0_CNPCtest,5,8.440974235534668
13,gen_CNPC0_CNPCtest,6,5.90424919128418
13,gen_CNPC0_CNPCtest,7,10.064417839050293
13,gen_CNPC0_CNPCtest,8,4.990973949432373
13,gen_CNPC0_CNPCtest,9,2.352501392364502
13,gen_CNPC0_CNPCtest,10,12.853461265563965
13,gen_CNPC0_CNPCtest,11,6.653927326202393
13,gen_CNPC0_CNPCtest,12,10.369884490966797
14,gen_CNPC0_CNPCtest,1,8.227356910705566
14,gen_CNPC0_CNPCtest,2,6.956744194030762
14,gen_CNPC0_CNPCtest,3,3.439497470855713
14,gen_CNPC0_CNPCtest,4,11.18791675567627
14,gen_CNPC0_CNPCtest,5,6.517858028411865
14,gen_CNPC0_CNPCtest,6,6.2650885581970215
14,gen_CNPC0_CNPCtest,7,11.215934753417969
14,gen_CNPC0_CNPCtest,8,3.3953545093536377
14,gen_CNPC0_CNPCtest,9,2.426698923110962
14,gen_CNPC0_CNPCtest,10,6.852833271026611
14,gen_CNPC0_CNPCtest,11,3.0846617221832275
14,gen_CNPC0_CNPCtest,12,2.945925712585449
14,gen_CNPC0_CNPCtest,13,17.895729064941406
14,gen_CNPC0_CNPCtest,14,3.9637069702148438
14,gen_CNPC0_CNPCtest,15,2.3612213134765625
14,gen_CNPC0_CNPCtest,16,8.729683876037598
14,gen_CNPC0_CNPCtest,17,12.401511192321777
15,gen_CNPC0_CNPCtest,1,8.227356910705566
15,gen_CNPC0_CNPCtest,2,6.956744194030762
15,gen_CNPC0_CNPCtest,3,3.439497470855713
15,gen_CNPC0_CNPCtest,4,13.254867553710938
15,gen_CNPC0_CNPCtest,5,7.753688812255859
15,gen_CNPC0_CNPCtest,6,6.095069408416748
15,gen_CNPC0_CNPCtest,7,12.013724327087402
15,gen_CNPC0_CNPCtest,8,3.5725224018096924
15,gen_CNPC0_CNPCtest,9,2.506546974182129
15,gen_CNPC0_CNPCtest,10,13.854509353637695
15,gen_CNPC0_CNPCtest,11,7.801193714141846
15,gen_CNPC0_CNPCtest,12,3.820739984512329
15,gen_CNPC0_CNPCtest,13,8.859411239624023
15,gen_CNPC0_CNPCtest,14,6.900041103363037
15,gen_CNPC0_CNPCtest,15,9.855825424194336
