sentence,condition,word,surprisal
1,gen_CNPC0_CNPCtest,1,10.729805946350098
1,gen_CNPC0_CNPCtest,2,6.226425647735596
1,gen_CNPC0_CNPCtest,3,3.1445705890655518
1,gen_CNPC0_CNPCtest,4,12.887015342712402
1,gen_CNPC0_CNPCtest,5,6.557377338409424
1,gen_CNPC0_CNPCtest,6,7.034515857696533
1,gen_CNPC0_CNPCtest,7,10.013362884521484
1,gen_CNPC0_CNPCtest,8,4.445465564727783
1,gen_CNPC0_CNPCtest,9,7.78687858581543
1,gen_CNPC0_CNPCtest,10,13.434622764587402
1,gen_CNPC0_CNPCtest,11,7.170959949493408
1,gen_CNPC0_CNPCtest,12,12.23752498626709
2,gen_CNPC0_CNPCtest,1,8.227356910705566
2,gen_CNPC0_CNPCtest,2,4.618374347686768
2,gen_CNPC0_CNPCtest,3,2.9918620586395264
2,gen_CNPC0_CNPCtest,4,13.08958625793457
2,gen_CNPC0_CNPCtest,5,7.204577922821045
2,gen_CNPC0_CNPCtest,6,4.97105073928833
2,gen_CNPC0_CNPCtest,7,13.23592758178711
2,gen_CNPC0_CNPCtest,8,2.692817449569702
2,gen_CNPC0_CNPCtest,9,2.490725040435791
2,gen_CNPC0_CNPCtest,10,10.27311897277832
2,gen_CNPC0_CNPCtest,11,2.5676145553588867
2,gen_CNPC0_CNPCtest,12,8.09726333618164
2,gen_CNPC0_CNPCtest,13,4.109129905700684
2,gen_CNPC0_CNPCtest,14,5.866881847381592
2,gen_CNPC0_CNPCtest,15,2.8618381023406982
2,gen_CNPC0_CNPCtest,16,15.541543960571289
3,gen_CNPC0_CNPCtest,1,8.227356910705566
3,gen_CNPC0_CNPCtest,2,4.618374347686768
3,gen_CNPC0_CNPCtest,3,2.9918620586395264
3,gen_CNPC0_CNPCtest,4,13.807269096374512
3,gen_CNPC0_CNPCtest,5,0.09517614543437958
3,gen_CNPC0_CNPCtest,6,6.781833648681641
3,gen_CNPC0_CNPCtest,7,6.177392482757568
3,gen_CNPC0_CNPCtest,8,13.411347389221191
3,gen_CNPC0_CNPCtest,9,2.263436794281006
3,gen_CNPC0_CNPCtest,10,5.654027462005615
3,gen_CNPC0_CNPCtest,11,8.305548667907715
3,gen_CNPC0_CNPCtest,12,9.957428932189941
3,gen_CNPC0_CNPCtest,13,7.243149280548096
3,gen_CNPC0_CNPCtest,14,12.125700950622559
4,gen_CNPC0_CNPCtest,1,8.227356910705566
4,gen_CNPC0_CNPCtest,2,4.618374347686768
4,gen_CNPC0_CNPCtest,3,2.9918620586395264
4,gen_CNPC0_CNPCtest,4,15.420867919921875
4,gen_CNPC0_CNPCtest,5,8.84918212890625
