"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized"
2,9.355708048893856,13.082930942304111,8.604712432672121,10.843821687488115,1.4223263054602242
3,9.235043014798846,13.081157748591481,11.363098275082326,12.222128011836901,1.4171595071385288
4,7.749942592212132,13.080526214105115,7.741447041820653,10.410986627962881,1.195169330005682
5,8.030239661534628,13.080663400905774,8.522320799720562,10.80149210031317,1.2367366968270177
6,10.69772377380958,13.223108552500992,10.804616635703026,12.013862594102008,1.720543159069982
7,9.944091847964696,13.22299201065063,9.748249042037727,11.48562052634418,1.6147445053641838
8,8.983362521444048,13.221346556616146,9.906258273955661,11.563802415285904,1.2924649966740203
9,8.502979882558186,13.221398961858277,8.537129328149273,10.879264145003779,1.2619121535001239
10,10.090606487714327,14.804765170202726,9.901220488848775,12.35299282952575,1.4736136365333876
11,9.36485196862902,14.80447115777782,10.58244329581263,12.693457226795225,1.4211591660968121
12,8.343295335769653,14.802955029878262,8.292532632524335,11.547743831201297,1.2256141985581335
13,8.151571671168009,14.803001049883148,8.799415584107187,11.801208316995165,1.2131410882690463
14,10.162550339331993,13.533416198880658,9.498998054525483,11.516207126703073,1.8172975249139687
15,9.234189646584648,13.531869083545931,9.713200804137774,11.62253494384185,1.6392103282153128
16,8.969456042562213,13.53269482519391,8.326753175713565,10.929724000453737,1.5181896872335707
17,8.598132705688476,13.532671414422158,7.561912815664674,10.547292115043415,1.4846859334750468
18,9.229148412606893,14.497653669796145,8.559301471207188,11.528477570501668,1.4911502358297486
19,8.62628859020437,14.496733015126066,8.573614597332151,11.535173806229109,1.3987507954293465
20,8.302010683924891,14.496904352748668,7.59337189704277,11.045138124895722,1.2768753703190068
21,8.202052882111941,14.49710641432593,7.106963121471882,10.80203476789891,1.2789249006239019
22,10.342552840709686,13.067937262530611,11.900898598181579,12.484417930356097,1.5537847364170039
23,9.700316685896654,13.068271936106106,10.115879672175943,11.592075804141027,1.4659794986520003
24,8.594221390210665,13.065705922099614,9.293122939057884,11.17941443057875,1.3227030735836212
25,8.321219495364598,13.066059647205238,8.529716656783103,10.797888151994172,1.2796825773975475
26,10.326317878869864,13.867343609184438,12.345621031219334,13.106482320201886,1.7337088819385011
27,10.006811703954424,13.867288676403744,11.995121653254206,12.931205164828977,1.6600385981474766
28,9.153022757598333,13.86643867420608,11.074828962219964,12.470633818213022,1.4593570708060353
29,8.835392999649049,13.866435595985587,10.003201891775065,11.934818743880328,1.407902037449705
30,12.074130475521088,15.85018682754333,10.421287185663893,13.135737006603613,1.8868645046348627
31,11.487548014947347,15.849873112688332,11.29491589996823,13.572394506328283,1.799801167234953
32,10.715447951640401,15.8505882189489,8.495368791742077,12.172978505345489,1.4867706481251204
33,10.502249567707379,15.850569351879345,9.95911108288005,12.904840217379698,1.483101089355364
34,10.060280304688673,14.929408512182501,10.345121089414674,12.637264800798587,1.876143692902389
35,9.343968749046326,14.92895569630895,10.437353317393374,12.683154506851158,1.7503275857271785
36,8.575966341154915,14.928126512001466,9.08882325837034,12.008474885185903,1.4786128759334434
37,7.978995339075724,14.92799197654729,8.76343419028469,11.845713083415989,1.4093038440199643
38,9.774091023665209,14.786420916009819,9.723626938071689,12.255023927040751,1.3955657376269246
39,9.087742362703596,14.786235157029974,9.805923392434876,12.296079274732426,1.3459094524508137
40,8.151832938194275,14.78504524101685,7.8370413236774725,11.31104328234716,1.1561070738128747
41,7.927308050791423,14.785023794653668,8.514561878287688,11.649792836470684,1.1616261773701104
42,9.977880247510397,14.145030827687112,8.510879974149903,11.327955400918508,1.5491554775079814
43,9.254466370812484,14.144228004955062,9.870899926423174,12.007563965689117,1.4789157910595758
44,8.726308574633938,14.14383730258817,7.25346195395568,10.698649628271925,1.3574898657556866
45,8.25377309223016,14.143594405581785,8.743381916125701,11.443488160853741,1.3131979161229077
46,8.805382343438955,13.973510719037678,8.569268846546832,11.271389782792259,1.5409812207893405
47,8.353299515587944,13.97267216824194,8.152277807689146,11.062474987965544,1.542196316433601
48,7.575521179607937,13.971059683623398,8.343985597562428,11.157522640592914,1.3542861385490599
49,7.408441027005513,13.971023505080014,7.564703555023521,10.76786353005177,1.3201041229521524
50,9.409707436194786,12.840869093021936,8.832993522714624,10.836931307868278,1.6021697144621558
51,9.161583662033081,12.840021201142267,12.455049440026796,12.647535320584533,1.5443042668440088
52,8.038082386766161,12.839062787911525,8.117975687440262,10.478519237675894,1.3012640481680813
53,7.941243235270182,12.838844170236111,10.637027041706242,11.737935605971177,1.312985099052143
54,9.586202055681497,13.04670979393283,10.3618417731619,11.704275783547368,1.866778824579511
55,9.605050634393203,13.047001841472984,10.340992442847426,11.693997142160208,1.787859590918132
56,8.375528036284127,13.045194586857495,9.543286015866412,11.294240301361956,1.533656018965647
57,8.638803609305372,13.04550306544395,9.194079459396768,11.119791262420359,1.590797208621986
58,8.769698876601,11.79703509872698,8.967191955996379,10.382113527361678,1.6573283204826041
59,8.124475632395063,11.796383111810602,8.875222963080644,10.33580303744562,1.5616183541601683
60,7.480025393622262,11.794876478045392,8.957495632127024,10.376186055086205,1.3849990945751391
61,7.3066891511281336,11.794988391349843,8.87304541304972,10.334016902199782,1.3480159810040213
62,9.918219956484707,13.519248351716833,8.857959347818426,11.18860384976763,1.976321176811357
63,9.453954875469208,13.521453831847824,7.66847742976619,10.594965630807005,1.9353152841869286
64,8.332465837399164,13.515131274646633,7.5720551446702675,10.543593209658448,1.6371860557521642
65,8.299612072797922,13.516191929636074,6.908044229112742,10.212118079374408,1.6311977051466908
