"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized"
2,9.930622602884586,15.36340022834331,9.242566535302403,12.302983381822859,0.8914780374442743
3,9.930622602884586,15.36340022834331,9.242566535302403,12.302983381822859,0.8914780374442743
4,10.592312354307909,15.362443019521526,10.97114577908911,13.16679439930532,1.1308631545420533
5,8.836217173508235,15.361344810464654,8.444384998140857,11.902864904302756,0.7807701058014261
6,10.592312354307909,15.362443019521526,10.97114577908911,13.16679439930532,1.1308631545420533
7,8.836217173508235,15.361344810464654,8.444384998140857,11.902864904302756,0.7807701058014261
8,9.079539860997881,15.360985632198988,9.28095545247909,12.32097054233904,0.8379206325430074
9,9.079539860997881,15.360985632198988,9.28095545247909,12.32097054233904,0.8379206325430074
10,9.369399877694937,14.910292193295245,8.860614614028657,11.88545340366195,0.8476834559137488
11,9.369399877694937,14.910292193295245,8.860614614028657,11.88545340366195,0.8476834559137488
12,9.8441057571998,14.909099833082806,11.383119805192676,13.14610981913774,0.9452287308270436
13,8.194904059171677,14.907940727836134,8.493537340375116,11.700739034105625,0.7131165469799174
14,9.8441057571998,14.909099833082806,11.383119805192676,13.14610981913774,0.9452287308270436
15,8.194904059171677,14.907940727836134,8.493537340375116,11.700739034105625,0.7131165469799174
16,8.692744084766932,14.907657116831786,10.56264425352404,12.735150685177912,0.8012858265514397
17,10.504415250741518,18.45033884449607,10.278217100625403,14.364277972560737,0.9073159578531483
18,8.692744084766932,14.907657116831786,10.56264425352404,12.735150685177912,0.8012858265514397
19,10.504415250741518,18.45033884449607,10.278217100625403,14.364277972560737,0.9073159578531483
20,10.891885188909677,18.450074090594473,9.983178766663682,14.216626428629077,1.1032706993164398
21,10.214343808059182,18.450436852196813,10.15070088843996,14.300568870318386,0.8447022853613413
22,10.891885188909677,18.450074090594473,9.983178766663682,14.216626428629077,1.1032706993164398
23,10.214343808059182,18.450436852196813,10.15070088843996,14.300568870318386,0.8447022853613413
24,10.252312017870802,18.450184450720116,8.77925105890047,13.614717754810293,0.8746795197178489
25,9.97877106987513,15.790137300054315,9.242254313102553,12.516195806578438,0.9072438557978914
26,10.252312017870802,18.450184450720116,8.77925105890047,13.614717754810293,0.8746795197178489
27,9.97877106987513,15.790137300054315,9.242254313102553,12.516195806578438,0.9072438557978914
28,9.94648999434251,15.788409084182641,11.126671299013768,13.457540191598207,1.0240244644224534
29,8.453642921788353,15.787656861349417,8.559329723541179,12.173493292445299,0.7267012463661829
30,9.94648999434251,15.788409084182641,11.126671299013768,13.457540191598207,1.0240244644224534
31,8.453642921788353,15.787656861349417,8.559329723541179,12.173493292445299,0.7267012463661829
