"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,6.884274941434463,7.93081667051247,9.782637205139384,8.856726937825927,0.7453425733163441,8.767921447753906,9.116546175442636,10.756153106689453,5.252651651700337,11.758480072021484,0.6650766422467304,0.8024934775968752,0.7734330016293802,3.1533159693158908,13.830439729616046,0,0,0,0
3,6.199152072270711,7.804152775788087,4.563012814035366,6.183582794911725,0.601635125419059,8.767921447753906,8.18616932630539,11.299376487731934,3.5963082710901895,4.7621660232543945,0.674204354695477,0.8430222071380713,0.4872233901019645,1.2770880315894448,14.079949378967285,14.079949378967285,0,0,0
4,7.228781640529633,9.41138948623592,8.924751968647797,9.16807072744186,0.7705792483126108,11.388106346130371,8.494650483131409,6.282904624938965,6.194166257977486,11.022064208984375,0.7009577663702351,0.4687540175251924,0.7814983857932779,2.955828548599172,14.6846284866333,14.6846284866333,0,0,0
5,8.390001041814685,7.570369237024015,7.934866353786598,7.752617795405307,0.7557745441829579,8.767921447753906,9.892270076088607,7.626622676849365,6.984096497297287,7.310703754425049,0.6555598245231006,0.5690059348874179,0.9025146675882048,1.9605390113828671,16.509532963857055,16.509532963857055,18.228863786906004,18.228863786906004,18.228863786906004
6,6.193542426123338,7.472319171359649,5.916128071147326,6.694223621253488,0.6085695603208816,8.767921447753906,8.735411800444126,7.604389667510986,4.906932993368669,8.427068710327148,0.667034463952805,0.5673471778202371,0.5776141775751445,2.259918813999272,14.195816412568092,15.389130383729935,15.389130383729935,0,0
7,7.356832341714338,7.303167173590846,6.6851606803473445,6.994163926969096,0.7102831732886062,8.767921447753906,7.535216301679611,7.536859512329102,6.895901918411255,5.96702766418457,0.6218759490097978,0.562308898006159,0.8013721347264754,1.6002003241553417,13.302475929260254,0,0,0,0
8,6.6893096173611974,7.428839132514782,8.162432936867031,7.795636034690906,0.6663730947297111,8.767921447753906,8.741742924787104,7.9216389656066895,5.0434989875980785,10.425393104553223,0.6237128582515199,0.5910164664561207,0.6886486847895862,2.7958170070982438,14.208478661254048,14.691374778747559,0,0,0
9,6.246255966169493,7.383665324814461,9.853072855105683,8.618369089960073,0.6613064323346844,8.767921447753906,8.309178084135056,7.4621148109436035,4.747604366391897,11.650585174560547,0.6350947487423646,0.5567323563976647,0.6755921453526899,3.124381387542791,13.930611610412598,0,0,0,0
10,8.364517162243525,7.467352510303489,9.139603090375935,8.303477800339714,0.7409013922451722,8.767921447753906,8.951866321265697,8.14394760131836,8.083158122168648,9.039146423339844,0.6469538301472904,0.6076024362171055,0.7957401764860417,2.4240620038574376,15.014811001718044,15.014811001718044,15.78509609401226,16.518150329589844,0
11,7.294207914517476,9.389123815436168,7.342779912848471,8.36595186414232,0.6957849777192202,11.388106346130371,7.982159733772278,6.529520511627197,6.425491013697216,6.560758590698242,0.6507222427525882,0.4871534990662272,0.6702321333212985,1.7594233870499334,15.665345191955566,15.665345191955566,15.665345191955566,0,0
12,7.6590375538383215,7.536401528357863,10.58136278202138,9.058882155189622,0.792703672552226,8.767921447753906,9.287622064352036,8.142656326293945,6.645682465285063,11.99842643737793,0.6925308296513158,0.60750609696137,0.8704725577084486,3.217663291505782,16.187494039535522,16.187494039535522,17.806227207183838,17.806227207183838,17.806227207183838
13,8.989398332126438,9.624616816977147,10.723202913108686,10.173909865042917,1.0122494734613992,11.388106346130371,9.339279651641846,6.449866771697998,8.674722899217159,11.402201652526855,0.9263051709331225,0.481210704637276,1.1681315098050085,3.0577714412107464,16.439414978027344,16.439414978027344,16.439414978027344,16.439414978027344,0
14,6.815518346758416,7.804586333403866,8.081253649299715,7.942919991351792,0.7086244156886223,8.767921447753906,8.292298260843381,11.636707305908203,5.003988101546254,11.528093338012695,0.6504736328947288,0.8681897348493044,0.7122273712895615,3.0915322895359623,15.126605987548828,15.126605987548828,15.126605987548828,0,0
15,8.182522546161305,7.356162752861182,9.802678613047167,8.579420682954176,0.8530656501899664,8.767921447753906,7.775365084409714,7.585498809814453,8.510573482513427,12.83338737487793,0.5860601860983963,0.565937771507654,1.1434204195382898,3.441577916682425,13.759693145751953,0,0,0,0
16,6.851353323459625,7.26025628015337,8.016314209305062,7.638285244729215,0.744282503503517,8.767921447753906,7.4602024257183075,7.583036422729492,5.580441415309906,8.842000007629395,0.6054556710182966,0.5657540580967905,0.9247016885920634,2.3711925056616328,14.799053192138672,14.799053192138672,0,0,0
