"sentence_id","mean_surprisal","weight_first","weight_last","weight_sum","normalized","wh","matrix","comp","embedded","gap","matrix_norm","comp_norm","embedded_norm","gap_norm","beyond_5", "beyond_6", "beyond_7", "beyond_8", "beyond_9"
2,6.2310101866722105,7.112769780204598,6.610045228052261,6.8614075041284295,0.7914543755832487,8.475223541259766,5.510337173938751,7.1411967277526855,6.20082042614619,6.497768402099609,0.5181998514051614,0.968090661968486,0.8999706862436949,1.7425310704918682,15.058387756347656,15.058387756347656,15.058387756347656,0,0
3,6.358815755695105,7.557999127738788,7.4254039327221335,7.491701530230463,0.758941081456494,8.475223541259766,5.376285672187805,5.730342388153076,6.603034347295761,16.286544799804688,0.5569434230924084,0.7768293140971859,0.8407264906870736,1.893715093189015,16.286544799804688,16.286544799804688,16.286544799804688,16.286544799804688,0
4,7.973217931886514,7.141380659817086,9.267940205385674,8.204660432601381,0.9018422384917372,0,0,0,0,0,0,0,0,0,15.217529296875,15.65355110168457,16.034883499145508,16.65972900390625,0
5,8.378982085448046,9.149717824369805,10.687397621595332,9.91855772298257,1.0189745699849215,0,0,0,0,0,0,0,0,0,18.936063766479492,18.936063766479492,18.936063766479492,18.936063766479492,18.936063766479492
6,7.027522160456731,7.615697420215512,6.181066265796639,6.898381843006077,0.8608066858336374,8.475226402282715,5.839615285396576,6.590260028839111,7.561977216175625,5.624180316925049,0.5691983224139545,0.8934033660029231,1.0413000890544277,1.5082576573710982,16.202899932861328,16.202899932861328,16.202899932861328,16.202899932861328,0
7,6.180547833442688,7.079731219825937,6.672473838817695,6.876102529321818,0.7735788568738352,8.475223541259766,6.016642425741468,None,0,14.858235359191895,0.7766066759386557,None,0,2.222178851928115,14.858235359191895,14.858235359191895,0,0,0
8,7.391654683277011,7.319226722654517,6.414161975414166,6.866694349034342,0.7160320185246979,0,0,0,0,0,0,0,0,0,18.875964909791946,18.875964909791946,18.875964909791946,20.8079501837492,20.8079501837492
9,6.605191429456075,7.083074230829594,6.058344371340824,6.570709301085208,0.7859598802205895,0,0,0,0,0,0,0,0,0,14.742470741271973,14.742470741271973,15.100777626037598,0,0
10,7.9561917066574095,7.188432612797444,6.968046354177359,7.078239483487402,0.8290577411079119,8.475223541259766,6.136050045490265,6.2195258140563965,8.900436229175991,5.4416704177856445,0.512252333486314,0.843145076659267,0.979169146227534,1.4593132890522789,17.76276620229085,17.76276620229085,23.692058563232422,23.692058563232422,23.692058563232422
11,5.753275621353703,7.08281862953752,4.784067242598682,5.933442936068102,0.7059426786166586,8.475223541259766,4.329391488060355,5.909957408905029,6.177354717254639,16.979145050048828,0.42274237055362285,0.801178681712768,0.8354945612035966,2.7296613744831575,15.103789806365967,16.979145050048828,16.979145050048828,16.979145050048828,0
12,6.3796991147100925,7.039723774273005,4.123325754674634,5.581524764473821,0.716864270470057,0,0,0,0,0,0,0,0,0,16.135085105895996,16.135085105895996,16.786171913146973,16.786171913146973,17.422664642333984
13,7.215125688910485,7.0438760918286425,4.9043560141281315,5.9741160529783865,0.8019430731287998,0,0,0,0,0,0,0,0,0,17.996100743611652,17.996100743611652,24.911502838134766,24.911502838134766,24.911502838134766
14,6.124780884810856,7.080105719974853,5.9323031633966545,6.506204441685751,0.7446891469089183,8.475226402282715,5.943977383466867,None,0,5.145143508911133,0.7457275707636389,None,0,1.3797925490111618,14.281609535217285,14.281609535217285,0,0,0
15,6.80487539768219,7.058362841324646,5.554583171260349,6.306473006292496,0.8409061806304318,8.475223541259766,4.913026362657547,5.9789652824401855,7.551870743433635,14.258044242858887,0.4817208962474733,0.8105336792738994,1.0161095616918154,2.292202141549638,13.602416038513184,14.258044242858887,0,0,0
16,5.89891642332077,7.593437607540435,5.774519355640079,6.683978481590258,0.6786380492911448,0,0,0,0,0,0,0,0,0,16.887840270996094,16.887840270996094,16.887840270996094,16.887840270996094,0
