"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,
,,,,,,
participant,survey,order,judgment,item,condition,zscores
98,1.8,24,100,37.3.becker.5a.g.01,37.3.becker.5a.g,1.275906746
98,1.8,25,100,33.4.neeleman.18c.g.03,33.4.neeleman.18c.g,1.275906746
98,1.8,26,20,34.4.boskovic.3e.*.08,34.4.boskovic.3e.*,-1.444195926
98,1.8,27,50,41.1.Muller.14c.g.01,41.1.Muller.14c.g,-0.424157424
98,1.8,28,50,32.2.stroik.4b.*.04,32.2.stroik.4b.*,-0.424157424
98,1.8,29,50,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,-0.424157424
98,1.8,30,100,34.1.basilico.62.g.07,34.1.basilico.62.g,1.275906746
98,1.8,31,40,35.3.hazout.67a.g.07,35.3.hazout.67a.g,-0.764170258
98,1.8,32,100,32.1.martin.92b.g.03,32.1.martin.92b.g,1.275906746
98,1.8,33,100,34.1.basilico.44a.?.01,34.1.basilico.44a.?,1.275906746
98,1.8,34,70,32.3.Culicover.28c.g.07,32.3.Culicover.28c.g,0.255868244
98,1.8,35,100,34.3.heycock.16.*.08,34.3.heycock.16.*,1.275906746
98,1.8,36,50,33.1.denDikken.58a.*.02,33.1.denDikken.58a.*,-0.424157424
98,1.8,37,100,35.2.larson.44c.g.05,35.2.larson.44c.g,1.275906746
98,1.8,38,50,38.3.hirose.4a.*.02,38.3.hirose.4a.*,-0.424157424
98,1.8,39,40,41.4.Haegeman.18a.g.07,41.4.Haegeman.18a.g,-0.764170258
98,1.8,40,30,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,-1.104183092
98,1.8,41,100,38.3.hirose.3a.g.03,38.3.hirose.3a.g,1.275906746
98,1.8,42,10,41.1.Muller.14c.*.08,41.1.Muller.14c.*,-1.78420876
98,1.8,43,80,33.2.bowers.13a.*.04,33.2.bowers.13a.*,0.595881078
98,1.8,44,40,34.1.phillips.3e.*.04,34.1.phillips.3e.*,-0.764170258
98,1.8,45,100,32.3.fanselow.58a.g.01,32.3.fanselow.58a.g,1.275906746
98,1.8,46,50,41.3.Vicente.4b6.g.03,41.3.Vicente.4b6.g,-0.424157424
98,1.8,47,20,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,-1.444195926
98,1.8,48,20,35.3.richards.17b.*.06,35.3.richards.17b.*,-1.444195926
98,1.8,49,100,34.1.fox.23.g.03,34.1.fox.23.g,1.275906746
98,1.8,50,80,32.1.martin.2c.*.06,32.1.martin.2c.*,0.595881078
98,1.8,51,100,34.2.caponigro.13a.g.05,34.2.caponigro.13a.g,1.275906746
98,1.8,52,50,41.4.Haegeman.4c.g.05,41.4.Haegeman.4c.g,-0.424157424
98,1.8,53,60,32.1.martin.93b.*.02,32.1.martin.93b.*,-0.08414459
98,1.8,54,80,37.1.boeckx.8.g.03,37.1.boeckx.8.g,0.595881078
98,1.8,55,100,34.3.heycock.16.g.01,34.3.heycock.16.g,1.275906746
98,1.8,56,40,41.4.Haegeman.18a.*.06,41.4.Haegeman.18a.*,-0.764170258
98,1.8,57,100,38.4.kallulli.10a.g.05,38.4.kallulli.10a.g,1.275906746
98,1.8,58,100,32.2.nunes.3a.g.01,32.2.nunes.3a.g,1.275906746
98,1.8,59,50,32.3.Culicover.28c.*.06,32.3.Culicover.28c.*,-0.424157424
98,1.8,60,80,34.4.haegeman.2a.g.01,34.4.haegeman.2a.g,0.595881078
98,1.8,61,80,34.1.basilico.96b.g.07,34.1.basilico.96b.g,0.595881078
98,1.8,62,50,32.2.stroik.4a.g.05,32.2.stroik.4a.g,-0.424157424
98,1.8,63,50,41.2.Bruening.33a.g.05,41.2.Bruening.33a.g,-0.424157424
98,1.8,64,100,40.1.stepanov.4a.g.05,40.1.stepanov.4a.g,1.275906746
98,1.8,65,40,32.3.fanselow.59b.*.08,32.3.fanselow.59b.*,-0.764170258
98,1.8,66,100,33.1.denDikken.58a.g.03,33.1.denDikken.58a.g,1.275906746
98,1.8,67,70,32.1.martin.69a.g.01,32.1.martin.69a.g,0.255868244
98,1.8,68,40,32.4.lopez.10a.*.02,32.4.lopez.10a.*,-0.764170258
98,1.8,69,60,33.4.neeleman.100.g.05,33.4.neeleman.100.g,-0.08414459
98,1.8,70,30,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,-1.104183092
98,1.8,71,20,35.2.larson.44c.??.04,35.2.larson.44c.??,-1.444195926
98,1.8,72,100,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,1.275906746
98,1.8,73,60,41.3.Vicente.5b.g.05,41.3.Vicente.5b.g,-0.08414459
98,1.8,74,50,37.2.Sigurdsson.2a.g.07,37.2.Sigurdsson.2a.g,-0.424157424
98,1.8,75,50,32.3.Culicover.49a.*.06,32.3.Culicover.49a.*,-0.424157424
98,1.8,76,30,35.1.mcginnis.32b.g.01,35.1.mcginnis.32b.g,-1.104183092
98,1.8,77,100,32.3.fanselow.59a.g.01,32.3.fanselow.59a.g,1.275906746
98,1.8,78,40,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,-0.764170258
98,1.8,79,40,34.1.phillips.96a.*.02,34.1.phillips.96a.*,-0.764170258
98,1.8,80,40,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,-0.764170258
98,1.8,81,100,33.1.fox.65b.g.05,33.1.fox.65b.g,1.275906746
98,1.8,82,40,41.3.Rezac.3b1.g.03,41.3.Rezac.3b1.g,-0.764170258
98,1.8,83,50,32.2.stroik.17a.*.08,32.2.stroik.17a.*,-0.424157424
98,1.8,84,85,34.1.phillips.96a.g.03,34.1.phillips.96a.g,0.765887495
98,1.8,85,50,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,-0.424157424
98,1.8,86,30,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,-1.104183092
98,1.8,87,20,37.2.Sigurdsson.3d.*.06,37.2.Sigurdsson.3d.*,-1.444195926
98,1.8,88,100,32.3.Culicover.49a.g.07,32.3.Culicover.49a.g,1.275906746
98,1.8,89,25,35.1.mcginnis.32b.*.08,35.1.mcginnis.32b.*,-1.274189509
98,1.8,90,40,32.1.martin.69b.*.08,32.1.martin.69b.*,-0.764170258
98,1.8,91,20,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,-1.444195926
98,1.8,92,100,35.3.hazout.67c.*.06,35.3.hazout.67c.*,1.275906746
98,1.8,93,80,34.1.fox.26.*.02,34.1.fox.26.*,0.595881078
98,1.8,94,100,34.1.phillips.3d.g.05,34.1.phillips.3d.g,1.275906746
98,1.8,95,50,34.4.boskovic.4a.g.03,34.4.boskovic.4a.g,-0.424157424
98,1.8,96,100,40.1.caponigro.23cf.g.03,40.1.caponigro.23cf.g,1.275906746
98,1.8,97,40,34.1.basilico.62.*.06,34.1.basilico.62.*,-0.764170258
98,1.8,98,NA,33.4.neeleman.100.*.04,33.4.neeleman.100.*,NA
98,1.8,99,100,33.2.bowers.13a.g.05,33.2.bowers.13a.g,1.275906746
98,1.8,100,100,32.3.fanselow.58b.*.08,32.3.fanselow.58b.*,1.275906746
98,1.8,101,50,41.3.Vicente.4a3.*.06,41.3.Vicente.4a3.*,-0.424157424
98,1.8,102,50,34.4.boskovic.4e.g.01,34.4.boskovic.4e.g,-0.424157424
98,1.8,103,40,35.1.mcginnis.63b.*.06,35.1.mcginnis.63b.*,-0.764170258
98,1.8,104,40,33.1.fox.65b.*.04,33.1.fox.65b.*,-0.764170258
98,1.8,105,50,34.1.basilico.96a.??.06,34.1.basilico.96a.??,-0.424157424
98,1.8,106,50,35.1.bhatt.94b.g.03,35.1.bhatt.94b.g,-0.424157424
99,1.8,7,30,35.3.richards.17a.g.07,35.3.richards.17a.g,-1.398189029
99,1.8,8,10,34.3.takano.9e.*.04,34.3.takano.9e.*,-1.704138489
99,1.8,9,100,41.3.Vicente.4a1.g.07,41.3.Vicente.4a1.g,-0.327365922
99,1.8,10,10,37.3.becker.5b.*.08,37.3.becker.5b.*,-1.704138489
99,1.8,11,200,35.1.mcginnis.63a.g.07,35.1.mcginnis.63a.g,1.202381375
99,1.8,12,50,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,-1.09223957
99,1.8,13,125,33.2.bowers.69b.*.08,33.2.bowers.69b.*,0.055070903
99,1.8,14,100,32.4.lopez.9a.g.03,32.4.lopez.9a.g,-0.327365922
99,1.8,15,200,32.1.martin.1a.g.07,32.1.martin.1a.g,1.202381375
99,1.8,16,100,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,-0.327365922
99,1.8,17,200,32.2.stroik.17a.g.01,32.2.stroik.17a.g,1.202381375
99,1.8,18,100,34.3.takano.9e.g.05,34.3.takano.9e.g,-0.327365922
99,1.8,19,75,34.1.basilico.44b.*.08,34.1.basilico.44b.*,-0.709802746
99,1.8,20,75,37.1.boeckx.5.*.02,37.1.boeckx.5.*,-0.709802746
99,1.8,21,100,34.4.haegeman.2a.*.08,34.4.haegeman.2a.*,-0.327365922
99,1.8,22,200,33.2.bowers.69a.g.01,33.2.bowers.69a.g,1.202381375
99,1.8,23,5,32.2.nunes.3b.*.08,32.2.nunes.3b.*,-1.780625854
99,1.8,24,200,37.3.becker.5a.g.01,37.3.becker.5a.g,1.202381375
99,1.8,25,200,33.4.neeleman.18c.g.03,33.4.neeleman.18c.g,1.202381375
99,1.8,26,125,34.4.boskovic.3e.*.08,34.4.boskovic.3e.*,0.055070903
99,1.8,27,100,41.1.Muller.14c.g.01,41.1.Muller.14c.g,-0.327365922
99,1.8,28,175,32.2.stroik.4b.*.04,32.2.stroik.4b.*,0.819944551
99,1.8,29,150,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,0.437507727
99,1.8,30,200,34.1.basilico.62.g.07,34.1.basilico.62.g,1.202381375
99,1.8,31,50,35.3.hazout.67a.g.07,35.3.hazout.67a.g,-1.09223957
99,1.8,32,175,32.1.martin.92b.g.03,32.1.martin.92b.g,0.819944551
99,1.8,33,200,34.1.basilico.44a.?.01,34.1.basilico.44a.?,1.202381375
99,1.8,34,100,32.3.Culicover.28c.g.07,32.3.Culicover.28c.g,-0.327365922
99,1.8,35,50,34.3.heycock.16.*.08,34.3.heycock.16.*,-1.09223957
99,1.8,36,50,33.1.denDikken.58a.*.02,33.1.denDikken.58a.*,-1.09223957
99,1.8,37,200,35.2.larson.44c.g.05,35.2.larson.44c.g,1.202381375
99,1.8,38,50,38.3.hirose.4a.*.02,38.3.hirose.4a.*,-1.09223957
99,1.8,39,25,41.4.Haegeman.18a.g.07,41.4.Haegeman.18a.g,-1.474676394
99,1.8,40,25,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,-1.474676394
99,1.8,41,200,38.3.hirose.3a.g.03,38.3.hirose.3a.g,1.202381375
99,1.8,42,10,41.1.Muller.14c.*.08,41.1.Muller.14c.*,-1.704138489
99,1.8,43,50,33.2.bowers.13a.*.04,33.2.bowers.13a.*,-1.09223957
99,1.8,44,50,34.1.phillips.3e.*.04,34.1.phillips.3e.*,-1.09223957
99,1.8,45,125,32.3.fanselow.58a.g.01,32.3.fanselow.58a.g,0.055070903
99,1.8,46,200,41.3.Vicente.4b6.g.03,41.3.Vicente.4b6.g,1.202381375
99,1.8,47,75,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,-0.709802746
99,1.8,48,100,35.3.richards.17b.*.06,35.3.richards.17b.*,-0.327365922
99,1.8,49,175,34.1.fox.23.g.03,34.1.fox.23.g,0.819944551
99,1.8,50,100,32.1.martin.2c.*.06,32.1.martin.2c.*,-0.327365922
99,1.8,51,200,34.2.caponigro.13a.g.05,34.2.caponigro.13a.g,1.202381375
99,1.8,52,100,41.4.Haegeman.4c.g.05,41.4.Haegeman.4c.g,-0.327365922
99,1.8,53,50,32.1.martin.93b.*.02,32.1.martin.93b.*,-1.09223957
99,1.8,54,150,37.1.boeckx.8.g.03,37.1.boeckx.8.g,0.437507727
99,1.8,55,200,34.3.heycock.16.g.01,34.3.heycock.16.g,1.202381375
99,1.8,56,100,41.4.Haegeman.18a.*.06,41.4.Haegeman.18a.*,-0.327365922
99,1.8,57,200,38.4.kallulli.10a.g.05,38.4.kallulli.10a.g,1.202381375
99,1.8,58,200,32.2.nunes.3a.g.01,32.2.nunes.3a.g,1.202381375
99,1.8,59,125,32.3.Culicover.28c.*.06,32.3.Culicover.28c.*,0.055070903
99,1.8,60,200,34.4.haegeman.2a.g.01,34.4.haegeman.2a.g,1.202381375
99,1.8,61,175,34.1.basilico.96b.g.07,34.1.basilico.96b.g,0.819944551
99,1.8,62,125,32.2.stroik.4a.g.05,32.2.stroik.4a.g,0.055070903
99,1.8,63,100,41.2.Bruening.33a.g.05,41.2.Bruening.33a.g,-0.327365922
99,1.8,64,200,40.1.stepanov.4a.g.05,40.1.stepanov.4a.g,1.202381375
99,1.8,65,100,32.3.fanselow.59b.*.08,32.3.fanselow.59b.*,-0.327365922
99,1.8,66,200,33.1.denDikken.58a.g.03,33.1.denDikken.58a.g,1.202381375
99,1.8,67,75,32.1.martin.69a.g.01,32.1.martin.69a.g,-0.709802746
99,1.8,68,100,32.4.lopez.10a.*.02,32.4.lopez.10a.*,-0.327365922
99,1.8,69,200,33.4.neeleman.100.g.05,33.4.neeleman.100.g,1.202381375
99,1.8,70,50,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,-1.09223957
99,1.8,71,25,35.2.larson.44c.??.04,35.2.larson.44c.??,-1.474676394
99,1.8,72,150,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,0.437507727
99,1.8,73,200,41.3.Vicente.5b.g.05,41.3.Vicente.5b.g,1.202381375
99,1.8,74,200,37.2.Sigurdsson.2a.g.07,37.2.Sigurdsson.2a.g,1.202381375
99,1.8,75,150,32.3.Culicover.49a.*.06,32.3.Culicover.49a.*,0.437507727
99,1.8,76,200,35.1.mcginnis.32b.g.01,35.1.mcginnis.32b.g,1.202381375
99,1.8,77,200,32.3.fanselow.59a.g.01,32.3.fanselow.59a.g,1.202381375
99,1.8,78,50,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,-1.09223957
99,1.8,79,100,34.1.phillips.96a.*.02,34.1.phillips.96a.*,-0.327365922
99,1.8,80,175,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,0.819944551
99,1.8,81,200,33.1.fox.65b.g.05,33.1.fox.65b.g,1.202381375
99,1.8,82,125,41.3.Rezac.3b1.g.03,41.3.Rezac.3b1.g,0.055070903
99,1.8,83,25,32.2.stroik.17a.*.08,32.2.stroik.17a.*,-1.474676394
99,1.8,84,100,34.1.phillips.96a.g.03,34.1.phillips.96a.g,-0.327365922
99,1.8,85,100,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,-0.327365922
99,1.8,86,175,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,0.819944551
99,1.8,87,75,37.2.Sigurdsson.3d.*.06,37.2.Sigurdsson.3d.*,-0.709802746
99,1.8,88,200,32.3.Culicover.49a.g.07,32.3.Culicover.49a.g,1.202381375
99,1.8,89,100,35.1.mcginnis.32b.*.08,35.1.mcginnis.32b.*,-0.327365922
99,1.8,90,200,32.1.martin.69b.*.08,32.1.martin.69b.*,1.202381375
99,1.8,91,50,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,-1.09223957
99,1.8,92,75,35.3.hazout.67c.*.06,35.3.hazout.67c.*,-0.709802746
99,1.8,93,175,34.1.fox.26.*.02,34.1.fox.26.*,0.819944551
99,1.8,94,200,34.1.phillips.3d.g.05,34.1.phillips.3d.g,1.202381375
99,1.8,95,200,34.4.boskovic.4a.g.03,34.4.boskovic.4a.g,1.202381375
99,1.8,96,200,40.1.caponigro.23cf.g.03,40.1.caponigro.23cf.g,1.202381375
99,1.8,97,50,34.1.basilico.62.*.06,34.1.basilico.62.*,-1.09223957
99,1.8,98,25,33.4.neeleman.100.*.04,33.4.neeleman.100.*,-1.474676394
99,1.8,99,200,33.2.bowers.13a.g.05,33.2.bowers.13a.g,1.202381375
99,1.8,100,150,32.3.fanselow.58b.*.08,32.3.fanselow.58b.*,0.437507727
99,1.8,101,50,41.3.Vicente.4a3.*.06,41.3.Vicente.4a3.*,-1.09223957
99,1.8,102,100,34.4.boskovic.4e.g.01,34.4.boskovic.4e.g,-0.327365922
99,1.8,103,25,35.1.mcginnis.63b.*.06,35.1.mcginnis.63b.*,-1.474676394
99,1.8,104,50,33.1.fox.65b.*.04,33.1.fox.65b.*,-1.09223957
99,1.8,105,100,34.1.basilico.96a.??.06,34.1.basilico.96a.??,-0.327365922
99,1.8,106,50,35.1.bhatt.94b.g.03,35.1.bhatt.94b.g,-1.09223957
100,1.8,7,100,35.3.richards.17a.g.07,35.3.richards.17a.g,1.398549253
100,1.8,8,10,34.3.takano.9e.*.04,34.3.takano.9e.*,-1.645451539
100,1.8,9,50,41.3.Vicente.4a1.g.07,41.3.Vicente.4a1.g,-0.292562298
100,1.8,10,50,37.3.becker.5b.*.08,37.3.becker.5b.*,-0.292562298
100,1.8,11,25,35.1.mcginnis.63a.g.07,35.1.mcginnis.63a.g,-1.138118074
100,1.8,12,100,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,1.398549253
100,1.8,13,25,33.2.bowers.69b.*.08,33.2.bowers.69b.*,-1.138118074
100,1.8,14,75,32.4.lopez.9a.g.03,32.4.lopez.9a.g,0.552993477
100,1.8,15,25,32.1.martin.1a.g.07,32.1.martin.1a.g,-1.138118074
100,1.8,16,125,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,2.244105028
100,1.8,17,50,32.2.stroik.17a.g.01,32.2.stroik.17a.g,-0.292562298
100,1.8,18,25,34.3.takano.9e.g.05,34.3.takano.9e.g,-1.138118074
100,1.8,19,50,34.1.basilico.44b.*.08,34.1.basilico.44b.*,-0.292562298
100,1.8,20,100,37.1.boeckx.5.*.02,37.1.boeckx.5.*,1.398549253
100,1.8,21,75,34.4.haegeman.2a.*.08,34.4.haegeman.2a.*,0.552993477
100,1.8,22,25,33.2.bowers.69a.g.01,33.2.bowers.69a.g,-1.138118074
100,1.8,23,10,32.2.nunes.3b.*.08,32.2.nunes.3b.*,-1.645451539
100,1.8,24,25,37.3.becker.5a.g.01,37.3.becker.5a.g,-1.138118074
100,1.8,25,50,33.4.neeleman.18c.g.03,33.4.neeleman.18c.g,-0.292562298
100,1.8,26,75,34.4.boskovic.3e.*.08,34.4.boskovic.3e.*,0.552993477
100,1.8,27,50,41.1.Muller.14c.g.01,41.1.Muller.14c.g,-0.292562298
100,1.8,28,50,32.2.stroik.4b.*.04,32.2.stroik.4b.*,-0.292562298
100,1.8,29,100,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,1.398549253
100,1.8,30,50,34.1.basilico.62.g.07,34.1.basilico.62.g,-0.292562298
100,1.8,31,110,35.3.hazout.67a.g.07,35.3.hazout.67a.g,1.736771563
100,1.8,32,75,32.1.martin.92b.g.03,32.1.martin.92b.g,0.552993477
100,1.8,33,75,34.1.basilico.44a.?.01,34.1.basilico.44a.?,0.552993477
100,1.8,34,100,32.3.Culicover.28c.g.07,32.3.Culicover.28c.g,1.398549253
100,1.8,35,10,34.3.heycock.16.*.08,34.3.heycock.16.*,-1.645451539
100,1.8,36,75,33.1.denDikken.58a.*.02,33.1.denDikken.58a.*,0.552993477
100,1.8,37,50,35.2.larson.44c.g.05,35.2.larson.44c.g,-0.292562298
100,1.8,38,50,38.3.hirose.4a.*.02,38.3.hirose.4a.*,-0.292562298
100,1.8,39,75,41.4.Haegeman.18a.g.07,41.4.Haegeman.18a.g,0.552993477
100,1.8,40,50,41.3.Vicente.5a.*.04,41.3.Vicente.5a.*,-0.292562298
100,1.8,41,50,38.3.hirose.3a.g.03,38.3.hirose.3a.g,-0.292562298
100,1.8,42,125,41.1.Muller.14c.*.08,41.1.Muller.14c.*,2.244105028
100,1.8,43,25,33.2.bowers.13a.*.04,33.2.bowers.13a.*,-1.138118074
100,1.8,44,50,34.1.phillips.3e.*.04,34.1.phillips.3e.*,-0.292562298
100,1.8,45,25,32.3.fanselow.58a.g.01,32.3.fanselow.58a.g,-1.138118074
100,1.8,46,25,41.3.Vicente.4b6.g.03,41.3.Vicente.4b6.g,-1.138118074
100,1.8,47,50,34.2.caponigro.13b.*.04,34.2.caponigro.13b.*,-0.292562298
100,1.8,48,100,35.3.richards.17b.*.06,35.3.richards.17b.*,1.398549253
100,1.8,49,75,34.1.fox.23.g.03,34.1.fox.23.g,0.552993477
100,1.8,50,75,32.1.martin.2c.*.06,32.1.martin.2c.*,0.552993477
100,1.8,51,25,34.2.caponigro.13a.g.05,34.2.caponigro.13a.g,-1.138118074
100,1.8,52,100,41.4.Haegeman.4c.g.05,41.4.Haegeman.4c.g,1.398549253
100,1.8,53,75,32.1.martin.93b.*.02,32.1.martin.93b.*,0.552993477
100,1.8,54,50,37.1.boeckx.8.g.03,37.1.boeckx.8.g,-0.292562298
100,1.8,55,25,34.3.heycock.16.g.01,34.3.heycock.16.g,-1.138118074
100,1.8,56,75,41.4.Haegeman.18a.*.06,41.4.Haegeman.18a.*,0.552993477
100,1.8,57,25,38.4.kallulli.10a.g.05,38.4.kallulli.10a.g,-1.138118074
100,1.8,58,25,32.2.nunes.3a.g.01,32.2.nunes.3a.g,-1.138118074
100,1.8,59,75,32.3.Culicover.28c.*.06,32.3.Culicover.28c.*,0.552993477
100,1.8,60,75,34.4.haegeman.2a.g.01,34.4.haegeman.2a.g,0.552993477
100,1.8,61,50,34.1.basilico.96b.g.07,34.1.basilico.96b.g,-0.292562298
100,1.8,62,50,32.2.stroik.4a.g.05,32.2.stroik.4a.g,-0.292562298
100,1.8,63,100,41.2.Bruening.33a.g.05,41.2.Bruening.33a.g,1.398549253
100,1.8,64,50,40.1.stepanov.4a.g.05,40.1.stepanov.4a.g,-0.292562298
100,1.8,65,25,32.3.fanselow.59b.*.08,32.3.fanselow.59b.*,-1.138118074
100,1.8,66,50,33.1.denDikken.58a.g.03,33.1.denDikken.58a.g,-0.292562298
100,1.8,67,75,32.1.martin.69a.g.01,32.1.martin.69a.g,0.552993477
100,1.8,68,75,32.4.lopez.10a.*.02,32.4.lopez.10a.*,0.552993477
100,1.8,69,25,33.4.neeleman.100.g.05,33.4.neeleman.100.g,-1.138118074
100,1.8,70,50,41.2.Bruening.33a.*.04,41.2.Bruening.33a.*,-0.292562298
100,1.8,71,125,35.2.larson.44c.??.04,35.2.larson.44c.??,2.244105028
100,1.8,72,50,40.1.stepanov.4b.*.04,40.1.stepanov.4b.*,-0.292562298
100,1.8,73,50,41.3.Vicente.5b.g.05,41.3.Vicente.5b.g,-0.292562298
100,1.8,74,25,37.2.Sigurdsson.2a.g.07,37.2.Sigurdsson.2a.g,-1.138118074
100,1.8,75,50,32.3.Culicover.49a.*.06,32.3.Culicover.49a.*,-0.292562298
100,1.8,76,50,35.1.mcginnis.32b.g.01,35.1.mcginnis.32b.g,-0.292562298
100,1.8,77,25,32.3.fanselow.59a.g.01,32.3.fanselow.59a.g,-1.138118074
100,1.8,78,75,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,0.552993477
100,1.8,79,125,34.1.phillips.96a.*.02,34.1.phillips.96a.*,2.244105028
100,1.8,80,50,38.4.kallulli.10b.*.04,38.4.kallulli.10b.*,-0.292562298
100,1.8,81,75,33.1.fox.65b.g.05,33.1.fox.65b.g,0.552993477
100,1.8,82,75,41.3.Rezac.3b1.g.03,41.3.Rezac.3b1.g,0.552993477
100,1.8,83,75,32.2.stroik.17a.*.08,32.2.stroik.17a.*,0.552993477
100,1.8,84,150,34.1.phillips.96a.g.03,34.1.phillips.96a.g,3.089660804
100,1.8,85,100,41.4.Haegeman.4a.*.04,41.4.Haegeman.4a.*,1.398549253
100,1.8,86,50,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,-0.292562298
100,1.8,87,75,37.2.Sigurdsson.3d.*.06,37.2.Sigurdsson.3d.*,0.552993477
100,1.8,88,50,32.3.Culicover.49a.g.07,32.3.Culicover.49a.g,-0.292562298
100,1.8,89,50,35.1.mcginnis.32b.*.08,35.1.mcginnis.32b.*,-0.292562298
100,1.8,90,75,32.1.martin.69b.*.08,32.1.martin.69b.*,0.552993477
100,1.8,91,25,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,-1.138118074
100,1.8,92,50,35.3.hazout.67c.*.06,35.3.hazout.67c.*,-0.292562298
100,1.8,93,100,34.1.fox.26.*.02,34.1.fox.26.*,1.398549253
100,1.8,94,50,34.1.phillips.3d.g.05,34.1.phillips.3d.g,-0.292562298
100,1.8,95,50,34.4.boskovic.4a.g.03,34.4.boskovic.4a.g,-0.292562298
100,1.8,96,50,40.1.caponigro.23cf.g.03,40.1.caponigro.23cf.g,-0.292562298
100,1.8,97,25,34.1.basilico.62.*.06,34.1.basilico.62.*,-1.138118074
100,1.8,98,25,33.4.neeleman.100.*.04,33.4.neeleman.100.*,-1.138118074
100,1.8,99,25,33.2.bowers.13a.g.05,33.2.bowers.13a.g,-1.138118074
100,1.8,100,50,32.3.fanselow.58b.*.08,32.3.fanselow.58b.*,-0.292562298
100,1.8,101,25,41.3.Vicente.4a3.*.06,41.3.Vicente.4a3.*,-1.138118074
100,1.8,102,75,34.4.boskovic.4e.g.01,34.4.boskovic.4e.g,0.552993477
100,1.8,103,50,35.1.mcginnis.63b.*.06,35.1.mcginnis.63b.*,-0.292562298
100,1.8,104,50,33.1.fox.65b.*.04,33.1.fox.65b.*,-0.292562298
100,1.8,105,50,34.1.basilico.96a.??.06,34.1.basilico.96a.??,-0.292562298
100,1.8,106,75,35.1.bhatt.94b.g.03,35.1.bhatt.94b.g,0.552993477
101,1.8,7,150,35.3.richards.17a.g.07,35.3.richards.17a.g,1.102523047
101,1.8,8,10,34.3.takano.9e.*.04,34.3.takano.9e.*,-1.503034458
101,1.8,9,90,41.3.Vicente.4a1.g.07,41.3.Vicente.4a1.g,-0.014144455
101,1.8,10,10,37.3.becker.5b.*.08,37.3.becker.5b.*,-1.503034458
101,1.8,11,160,35.1.mcginnis.63a.g.07,35.1.mcginnis.63a.g,1.288634298
101,1.8,12,10,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,-1.503034458
101,1.8,13,100,33.2.bowers.69b.*.08,33.2.bowers.69b.*,0.171966795
101,1.8,14,175,32.4.lopez.9a.g.03,32.4.lopez.9a.g,1.567801173
101,1.8,15,175,32.1.martin.1a.g.07,32.1.martin.1a.g,1.567801173
101,1.8,16,60,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,-0.572478206
101,1.8,17,130,32.2.stroik.17a.g.01,32.2.stroik.17a.g,0.730300547
101,1.8,18,110,34.3.takano.9e.g.05,34.3.takano.9e.g,0.358078046
101,1.8,19,10,34.1.basilico.44b.*.08,34.1.basilico.44b.*,-1.503034458
101,1.8,20,65,37.1.boeckx.5.*.02,37.1.boeckx.5.*,-0.479422581
101,1.8,21,100,34.4.haegeman.2a.*.08,34.4.haegeman.2a.*,0.171966795
101,1.8,22,140,33.2.bowers.69a.g.01,33.2.bowers.69a.g,0.916411797
101,1.8,23,20,32.2.nunes.3b.*.08,32.2.nunes.3b.*,-1.316923208
101,1.8,24,150,37.3.becker.5a.g.01,37.3.becker.5a.g,1.102523047
101,1.8,25,130,33.4.neeleman.18c.g.03,33.4.neeleman.18c.g,0.730300547
