"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,,
,,,,,,
participant,survey,order,judgment,item,condition,zscores
128,2.2,54,150,32.3.Culicover.7a.g.01,32.3.Culicover.7a.g,1.857745882
128,2.2,55,80,39.1.sobin.20c.*.08,39.1.sobin.20c.*,-0.772025842
128,2.2,56,120,32.3.Culicover.15bii.g.03,32.3.Culicover.15bii.g,0.730700858
128,2.2,57,80,32.1.martin.28b.??.06,32.1.martin.28b.??,-0.772025842
128,2.2,58,70,36.4.denDikken.45.*.05,36.4.denDikken.45.*,-1.147707517
128,2.2,59,95,34.3.heycock.55a.*.08,34.3.heycock.55a.*,-0.20850333
128,2.2,60,65,32.4.lopez.14b.*.02,32.4.lopez.14b.*,-1.335548354
128,2.2,61,95,33.2.bowers.31a.g.07,33.2.bowers.31a.g,-0.20850333
128,2.2,62,110,34.4.boskovic.4d.g.03,34.4.boskovic.4d.g,0.355019183
128,2.2,63,70,34.2.panagiotidis.6.*.08,34.2.panagiotidis.6.*,-1.147707517
128,2.2,64,70,34.3.heycock.37b.??.04,34.3.heycock.37b.??,-1.147707517
128,2.2,65,80,41.3.Landau.10a.g.07,41.3.Landau.10a.g,-0.772025842
128,2.2,66,95,38.2.hornstein.4e.*.04,38.2.hornstein.4e.*,-0.20850333
128,2.2,67,90,33.2.bowers.68a.g.01,33.2.bowers.68a.g,-0.396344167
128,2.2,68,50,32.3.fanselow.28b.*.08,32.3.fanselow.28b.*,-1.899070867
128,2.2,69,85,33.2.bowers.7b.i.*.04,33.2.bowers.7b.i.*,-0.584185004
128,2.2,70,120,35.2.larson.44a.g.01,35.2.larson.44a.g,0.730700858
128,2.2,71,70,40.4.hicks.23.*.06,40.4.hicks.23.*,-1.147707517
128,2.2,72,75,40.2.johnson.59b.*.02,40.2.johnson.59b.*,-0.959866679
128,2.2,73,125,33.1.denDikken.62a.g.03,33.1.denDikken.62a.g,0.918541695
128,2.2,74,95,38.3.haddican.39.g.07,38.3.haddican.39.g,-0.20850333
128,2.2,75,90,38.2.hornstein.4b.g.03,38.2.hornstein.4b.g,-0.396344167
128,2.2,76,70,33.4.neeleman.97b.*.08,33.4.neeleman.97b.*,-1.147707517
128,2.2,77,125,40.2.johnson.59b.g.01,40.2.johnson.59b.g,0.918541695
128,2.2,78,125,32.3.Culicover.32a.g.07,32.3.Culicover.32a.g,0.918541695
128,2.2,79,120,41.2.Bruening.36a.g.03,41.2.Bruening.36a.g,0.730700858
128,2.2,80,110,34.4.boskovic.4c.g.05,34.4.boskovic.4c.g,0.355019183
128,2.2,81,80,32.3.Culicover.15bii.*.04,32.3.Culicover.15bii.*,-0.772025842
128,2.2,82,125,34.1.phillips.6b.g.01,34.1.phillips.6b.g,0.918541695
128,2.2,83,80,35.3.hazout.63.*.08,35.3.hazout.63.*,-0.772025842
128,2.2,84,75,34.1.phillips.88b.*.06,34.1.phillips.88b.*,-0.959866679
128,2.2,85,75,41.2.Bruening.36b.*.04,41.2.Bruening.36b.*,-0.959866679
128,2.2,86,70,41.3.Vicente.8a.*.02,41.3.Vicente.8a.*,-1.147707517
128,2.2,87,130,33.1.denDikken.5a.g.05,33.1.denDikken.5a.g,1.106382533
128,2.2,88,120,34.3.heycock.82a.*.04,34.3.heycock.82a.*,0.730700858
128,2.2,89,115,34.2.panagiotidis.6.g.07,34.2.panagiotidis.6.g,0.54286002
128,2.2,90,140,34.3.heycock.55a.g.07,34.3.heycock.55a.g,1.482064207
128,2.2,91,135,32.4.lopez.14b.g.01,32.4.lopez.14b.g,1.29422337
128,2.2,92,80,32.3.Culicover.32a.*.08,32.3.Culicover.32a.*,-0.772025842
128,2.2,93,120,35.3.hazout.60b.g.07,35.3.hazout.60b.g,0.730700858
128,2.2,94,75,33.3.boskovic.48d.*.08,33.3.boskovic.48d.*,-0.959866679
128,2.2,95,120,37.4.nakajima.4a.g.03,37.4.nakajima.4a.g,0.730700858
128,2.2,96,125,34.1.phillips.67c.g.05,34.1.phillips.67c.g,0.918541695
128,2.2,97,80,38.4.kallulli.4b.*.02,38.4.kallulli.4b.*,-0.772025842
128,2.2,98,85,33.1.denDikken.72b.*.06,33.1.denDikken.72b.*,-0.584185004
128,2.2,99,130,41.4.Haegeman.22d.g.05,41.4.Haegeman.22d.g,1.106382533
128,2.2,100,140,32.1.martin.22a.g.07,32.1.martin.22a.g,1.482064207
128,2.2,101,80,41.4.Haegeman.22d.*.06,41.4.Haegeman.22d.*,-0.772025842
128,2.2,102,150,38.4.kallulli.4b.g.01,38.4.kallulli.4b.g,1.857745882
128,2.2,103,120,32.1.martin.27b.g.05,32.1.martin.27b.g,0.730700858
128,2.2,104,80,41.3.Landau.10b.*.08,41.3.Landau.10b.*,-0.772025842
128,2.2,105,100,38.3.haddican.39.*.08,38.3.haddican.39.*,-0.020662492
128,2.2,106,110,34.4.boskovic.4b.g.05,34.4.boskovic.4b.g,0.355019183
129,2.3,7,200,32.3.Culicover.15bii.g.04,32.3.Culicover.15bii.g,1.709018486
129,2.3,8,40,39.1.sobin.20c.*.01,39.1.sobin.20c.*,-0.502652496
129,2.3,9,200,32.3.Culicover.7a.g.02,32.3.Culicover.7a.g,1.709018486
129,2.3,10,160,33.3.boskovic.48a.g.08,33.3.boskovic.48a.g,1.156100741
129,2.3,11,200,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,1.709018486
129,2.3,12,180,34.4.boskovic.3d.*.05,34.4.boskovic.3d.*,1.432559613
129,2.3,13,110,34.3.heycock.82a.g.04,34.3.heycock.82a.g,0.464953559
129,2.3,14,50,41.3.Landau.27b.g.08,41.3.Landau.27b.g,-0.36442306
129,2.3,15,10,32.3.fanselow.28b.g.08,32.3.fanselow.28b.g,-0.917340805
129,2.3,16,10,32.3.Culicover.7b.*.03,32.3.Culicover.7b.*,-0.917340805
129,2.3,17,20,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,-0.779111369
129,2.3,18,30,35.2.larson.44a.??.03,35.2.larson.44a.??,-0.640881932
129,2.3,19,190,38.3.landau.38a.g.02,38.3.landau.38a.g,1.57078905
129,2.3,20,90,34.4.boskovic.3b.*.07,34.4.boskovic.3b.*,0.188494686
129,2.3,21,30,41.3.Landau.27b.*.01,41.3.Landau.27b.*,-0.640881932
129,2.3,22,120,32.1.martin.65a.g.02,32.1.martin.65a.g,0.603182995
129,2.3,23,110,33.2.bowers.7b.i.g.04,33.2.bowers.7b.i.g,0.464953559
129,2.3,24,20,33.2.bowers.68b.*.03,33.2.bowers.68b.*,-0.779111369
129,2.3,25,110,32.2.nunes.3a.g.06,32.2.nunes.3a.g,0.464953559
129,2.3,26,200,41.3.Vicente.8d.g.04,41.3.Vicente.8d.g,1.709018486
129,2.3,27,200,35.1.bhatt.14cf.g.02,35.1.bhatt.14cf.g,1.709018486
129,2.3,28,190,33.1.denDikken.72a.g.06,33.1.denDikken.72a.g,1.57078905
129,2.3,29,20,34.1.phillips.67d.*.07,34.1.phillips.67d.*,-0.779111369
129,2.3,30,200,32.2.alexiadou.31b.g.04,32.2.alexiadou.31b.g,1.709018486
129,2.3,31,20,35.1.bhatt.14a.*.03,35.1.bhatt.14a.*,-0.779111369
129,2.3,32,20,34.1.fox.24.*.03,34.1.fox.24.*,-0.779111369
129,2.3,33,190,34.1.phillips.88b.g.06,34.1.phillips.88b.g,1.57078905
129,2.3,34,10,37.3.becker.2b.*.07,37.3.becker.2b.*,-0.917340805
129,2.3,35,190,41.3.Vicente.8a.g.02,41.3.Vicente.8a.g,1.57078905
129,2.3,36,70,38.2.hornstein.4c.*.05,38.2.hornstein.4c.*,-0.087964187
129,2.3,37,10,33.1.denDikken.62b.*.05,33.1.denDikken.62b.*,-0.917340805
129,2.3,38,200,36.4.denDikken.45.g.07,36.4.denDikken.45.g,1.709018486
129,2.3,39,190,39.1.sobin.21c.g.08,39.1.sobin.21c.g,1.57078905
129,2.3,40,80,37.3.becker.2a.g.06,37.3.becker.2a.g,0.05026525
129,2.3,41,10,41.3.Landau.7b.*.03,41.3.Landau.7b.*,-0.917340805
129,2.3,42,10,32.1.martin.26a.??.01,32.1.martin.26a.??,-0.917340805
129,2.3,43,150,32.1.martin.65b.*.03,32.1.martin.65b.*,1.017871304
129,2.3,44,200,41.3.Landau.7b.g.02,41.3.Landau.7b.g,1.709018486
129,2.3,45,10,34.4.boskovic.3c.*.07,34.4.boskovic.3c.*,-0.917340805
129,2.3,46,10,34.1.phillips.6b.*.03,34.1.phillips.6b.*,-0.917340805
129,2.3,47,NA,33.2.bowers.31c.*.01,33.2.bowers.31c.*,NA
129,2.3,48,110,34.3.heycock.37b.g.04,34.3.heycock.37b.g,0.464953559
129,2.3,49,20,41.3.Vicente.8d.*.05,41.3.Vicente.8d.*,-0.779111369
129,2.3,50,30,33.4.neeleman.97a.g.08,33.4.neeleman.97a.g,-0.640881932
129,2.3,51,70,40.4.hicks.22.g.06,40.4.hicks.22.g,-0.087964187
129,2.3,52,10,32.2.nunes.3c.*.07,32.2.nunes.3c.*,-0.917340805
129,2.3,53,60,38.2.hornstein.4d.g.04,38.2.hornstein.4d.g,-0.226193623
129,2.3,54,10,33.1.denDikken.5b.*.07,33.1.denDikken.5b.*,-0.917340805
129,2.3,55,110,34.1.fox.19.g.02,34.1.fox.19.g,0.464953559
129,2.3,56,70,38.3.landau.39a.*.03,38.3.landau.39a.*,-0.087964187
129,2.3,57,20,34.4.boskovic.4b.g.06,34.4.boskovic.4b.g,-0.779111369
129,2.3,58,30,38.3.haddican.39.*.01,38.3.haddican.39.*,-0.640881932
129,2.3,59,20,41.3.Landau.10b.*.01,41.3.Landau.10b.*,-0.779111369
129,2.3,60,20,32.1.martin.27b.g.06,32.1.martin.27b.g,-0.779111369
129,2.3,61,200,38.4.kallulli.4b.g.02,38.4.kallulli.4b.g,1.709018486
129,2.3,62,20,41.4.Haegeman.22d.*.07,41.4.Haegeman.22d.*,-0.779111369
129,2.3,63,190,32.1.martin.22a.g.08,32.1.martin.22a.g,1.57078905
129,2.3,64,190,41.4.Haegeman.22d.g.06,41.4.Haegeman.22d.g,1.57078905
129,2.3,65,90,33.1.denDikken.72b.*.07,33.1.denDikken.72b.*,0.188494686
129,2.3,66,60,38.4.kallulli.4b.*.03,38.4.kallulli.4b.*,-0.226193623
129,2.3,67,70,34.1.phillips.67c.g.06,34.1.phillips.67c.g,-0.087964187
129,2.3,68,20,37.4.nakajima.4a.g.04,37.4.nakajima.4a.g,-0.779111369
129,2.3,69,10,33.3.boskovic.48d.*.01,33.3.boskovic.48d.*,-0.917340805
129,2.3,70,190,35.3.hazout.60b.g.08,35.3.hazout.60b.g,1.57078905
129,2.3,71,70,32.3.Culicover.32a.*.01,32.3.Culicover.32a.*,-0.087964187
129,2.3,72,80,32.4.lopez.14b.g.02,32.4.lopez.14b.g,0.05026525
129,2.3,73,150,34.3.heycock.55a.g.08,34.3.heycock.55a.g,1.017871304
129,2.3,74,90,34.2.panagiotidis.6.g.08,34.2.panagiotidis.6.g,0.188494686
129,2.3,75,10,34.3.heycock.82a.*.05,34.3.heycock.82a.*,-0.917340805
129,2.3,76,200,33.1.denDikken.5a.g.06,33.1.denDikken.5a.g,1.709018486
129,2.3,77,40,41.3.Vicente.8a.*.03,41.3.Vicente.8a.*,-0.502652496
129,2.3,78,10,41.2.Bruening.36b.*.05,41.2.Bruening.36b.*,-0.917340805
129,2.3,79,10,34.1.phillips.88b.*.07,34.1.phillips.88b.*,-0.917340805
129,2.3,80,10,35.3.hazout.63.*.01,35.3.hazout.63.*,-0.917340805
129,2.3,81,40,34.1.phillips.6b.g.02,34.1.phillips.6b.g,-0.502652496
129,2.3,82,10,32.3.Culicover.15bii.*.05,32.3.Culicover.15bii.*,-0.917340805
129,2.3,83,10,34.4.boskovic.4c.g.06,34.4.boskovic.4c.g,-0.917340805
129,2.3,84,60,41.2.Bruening.36a.g.04,41.2.Bruening.36a.g,-0.226193623
129,2.3,85,120,32.3.Culicover.32a.g.08,32.3.Culicover.32a.g,0.603182995
129,2.3,86,200,40.2.johnson.59b.g.02,40.2.johnson.59b.g,1.709018486
129,2.3,87,10,33.4.neeleman.97b.*.01,33.4.neeleman.97b.*,-0.917340805
129,2.3,88,10,38.2.hornstein.4b.g.04,38.2.hornstein.4b.g,-0.917340805
129,2.3,89,20,38.3.haddican.39.g.08,38.3.haddican.39.g,-0.779111369
129,2.3,90,180,33.1.denDikken.62a.g.04,33.1.denDikken.62a.g,1.432559613
129,2.3,91,10,40.2.johnson.59b.*.03,40.2.johnson.59b.*,-0.917340805
129,2.3,92,10,40.4.hicks.23.*.07,40.4.hicks.23.*,-0.917340805
129,2.3,93,110,35.2.larson.44a.g.02,35.2.larson.44a.g,0.464953559
129,2.3,94,110,33.2.bowers.7b.i.*.05,33.2.bowers.7b.i.*,0.464953559
129,2.3,95,10,32.3.fanselow.28b.*.01,32.3.fanselow.28b.*,-0.917340805
129,2.3,96,130,33.2.bowers.68a.g.02,33.2.bowers.68a.g,0.741412431
129,2.3,97,10,38.2.hornstein.4e.*.05,38.2.hornstein.4e.*,-0.917340805
129,2.3,98,10,41.3.Landau.10a.g.08,41.3.Landau.10a.g,-0.917340805
129,2.3,99,60,34.3.heycock.37b.??.05,34.3.heycock.37b.??,-0.226193623
129,2.3,100,10,34.2.panagiotidis.6.*.01,34.2.panagiotidis.6.*,-0.917340805
129,2.3,101,10,34.4.boskovic.4d.g.04,34.4.boskovic.4d.g,-0.917340805
129,2.3,102,10,33.2.bowers.31a.g.08,33.2.bowers.31a.g,-0.917340805
129,2.3,103,10,32.4.lopez.14b.*.03,32.4.lopez.14b.*,-0.917340805
129,2.3,104,10,34.3.heycock.55a.*.01,34.3.heycock.55a.*,-0.917340805
129,2.3,105,10,36.4.denDikken.45.*.06,36.4.denDikken.45.*,-0.917340805
129,2.3,106,30,32.1.martin.28b.??.07,32.1.martin.28b.??,-0.640881932
130,2.3,7,185,32.3.Culicover.15bii.g.04,32.3.Culicover.15bii.g,1.027475158
130,2.3,8,190,39.1.sobin.20c.*.01,39.1.sobin.20c.*,1.09345738
130,2.3,9,120,32.3.Culicover.7a.g.02,32.3.Culicover.7a.g,0.169706275
130,2.3,10,190,33.3.boskovic.48a.g.08,33.3.boskovic.48a.g,1.09345738
130,2.3,11,101,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,-0.081026168
130,2.3,12,190,34.4.boskovic.3d.*.05,34.4.boskovic.3d.*,1.09345738
130,2.3,13,75,34.3.heycock.82a.g.04,34.3.heycock.82a.g,-0.424133722
130,2.3,14,180,41.3.Landau.27b.g.08,41.3.Landau.27b.g,0.961492936
130,2.3,15,200,32.3.fanselow.28b.g.08,32.3.fanselow.28b.g,1.225421824
130,2.3,16,105,32.3.Culicover.7b.*.03,32.3.Culicover.7b.*,-0.028240391
130,2.3,17,102,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,-0.067829724
130,2.3,18,110,35.2.larson.44a.??.03,35.2.larson.44a.??,0.037741831
130,2.3,19,192,38.3.landau.38a.g.02,38.3.landau.38a.g,1.119850269
130,2.3,20,165,34.4.boskovic.3b.*.07,34.4.boskovic.3b.*,0.763546271
130,2.3,21,111,41.3.Landau.27b.*.01,41.3.Landau.27b.*,0.050938275
130,2.3,22,175,32.1.martin.65a.g.02,32.1.martin.65a.g,0.895510715
130,2.3,23,135,33.2.bowers.7b.i.g.04,33.2.bowers.7b.i.g,0.36765294
130,2.3,24,100,33.2.bowers.68b.*.03,33.2.bowers.68b.*,-0.094222613
130,2.3,25,200,32.2.nunes.3a.g.06,32.2.nunes.3a.g,1.225421824
130,2.3,26,208,41.3.Vicente.8d.g.04,41.3.Vicente.8d.g,1.330993379
130,2.3,27,200,35.1.bhatt.14cf.g.02,35.1.bhatt.14cf.g,1.225421824
130,2.3,28,115,33.1.denDikken.72a.g.06,33.1.denDikken.72a.g,0.103724053
130,2.3,29,22,34.1.phillips.67d.*.07,34.1.phillips.67d.*,-1.123545273
130,2.3,30,100,32.2.alexiadou.31b.g.04,32.2.alexiadou.31b.g,-0.094222613
130,2.3,31,23,35.1.bhatt.14a.*.03,35.1.bhatt.14a.*,-1.110348829
130,2.3,32,42,34.1.fox.24.*.03,34.1.fox.24.*,-0.859616386
130,2.3,33,188,34.1.phillips.88b.g.06,34.1.phillips.88b.g,1.067064491
130,2.3,34,6,37.3.becker.2b.*.07,37.3.becker.2b.*,-1.334688383
130,2.3,35,132,41.3.Vicente.8a.g.02,41.3.Vicente.8a.g,0.328063607
130,2.3,36,2,38.2.hornstein.4c.*.05,38.2.hornstein.4c.*,-1.38747416
130,2.3,37,2,33.1.denDikken.62b.*.05,33.1.denDikken.62b.*,-1.38747416
130,2.3,38,211,36.4.denDikken.45.g.07,36.4.denDikken.45.g,1.370582712
130,2.3,39,191,39.1.sobin.21c.g.08,39.1.sobin.21c.g,1.106653824
130,2.3,40,145,37.3.becker.2a.g.06,37.3.becker.2a.g,0.499617384
130,2.3,41,21,41.3.Landau.7b.*.03,41.3.Landau.7b.*,-1.136741718
130,2.3,42,23,32.1.martin.26a.??.01,32.1.martin.26a.??,-1.110348829
130,2.3,43,61,32.1.martin.65b.*.03,32.1.martin.65b.*,-0.608883943
130,2.3,44,200,41.3.Landau.7b.g.02,41.3.Landau.7b.g,1.225421824
130,2.3,45,12,34.4.boskovic.3c.*.07,34.4.boskovic.3c.*,-1.255509717
130,2.3,46,43,34.1.phillips.6b.*.03,34.1.phillips.6b.*,-0.846419942
130,2.3,47,1,33.2.bowers.31c.*.01,33.2.bowers.31c.*,-1.400670605
130,2.3,48,118,34.3.heycock.37b.g.04,34.3.heycock.37b.g,0.143313386
130,2.3,49,1,41.3.Vicente.8d.*.05,41.3.Vicente.8d.*,-1.400670605
130,2.3,50,13,33.4.neeleman.97a.g.08,33.4.neeleman.97a.g,-1.242313272
130,2.3,51,167,40.4.hicks.22.g.06,40.4.hicks.22.g,0.78993916
130,2.3,52,2,32.2.nunes.3c.*.07,32.2.nunes.3c.*,-1.38747416
130,2.3,53,151,38.2.hornstein.4d.g.04,38.2.hornstein.4d.g,0.57879605
130,2.3,54,21,33.1.denDikken.5b.*.07,33.1.denDikken.5b.*,-1.136741718
130,2.3,55,150,34.1.fox.19.g.02,34.1.fox.19.g,0.565599605
130,2.3,56,88,38.3.landau.39a.*.03,38.3.landau.39a.*,-0.252579945
130,2.3,57,5,34.4.boskovic.4b.g.06,34.4.boskovic.4b.g,-1.347884827
130,2.3,58,1,38.3.haddican.39.*.01,38.3.haddican.39.*,-1.400670605
130,2.3,59,198,41.3.Landau.10b.*.01,41.3.Landau.10b.*,1.199028935
130,2.3,60,201,32.1.martin.27b.g.06,32.1.martin.27b.g,1.238618268
130,2.3,61,221,38.4.kallulli.4b.g.02,38.4.kallulli.4b.g,1.502547155
130,2.3,62,105,41.4.Haegeman.22d.*.07,41.4.Haegeman.22d.*,-0.028240391
130,2.3,63,212,32.1.martin.22a.g.08,32.1.martin.22a.g,1.383779156
130,2.3,64,208,41.4.Haegeman.22d.g.06,41.4.Haegeman.22d.g,1.330993379
130,2.3,65,142,33.1.denDikken.72b.*.07,33.1.denDikken.72b.*,0.460028051
130,2.3,66,51,38.4.kallulli.4b.*.03,38.4.kallulli.4b.*,-0.740848387
130,2.3,67,41,34.1.phillips.67c.g.06,34.1.phillips.67c.g,-0.87281283
130,2.3,68,18,37.4.nakajima.4a.g.04,37.4.nakajima.4a.g,-1.176331051
130,2.3,69,1,33.3.boskovic.48d.*.01,33.3.boskovic.48d.*,-1.400670605
130,2.3,70,185,35.3.hazout.60b.g.08,35.3.hazout.60b.g,1.027475158
130,2.3,71,120,32.3.Culicover.32a.*.01,32.3.Culicover.32a.*,0.169706275
130,2.3,72,124,32.4.lopez.14b.g.02,32.4.lopez.14b.g,0.222492052
130,2.3,73,200,34.3.heycock.55a.g.08,34.3.heycock.55a.g,1.225421824
130,2.3,74,185,34.2.panagiotidis.6.g.08,34.2.panagiotidis.6.g,1.027475158
130,2.3,75,82,34.3.heycock.82a.*.05,34.3.heycock.82a.*,-0.331758611
130,2.3,76,187,33.1.denDikken.5a.g.06,33.1.denDikken.5a.g,1.053868047
130,2.3,77,45,41.3.Vicente.8a.*.03,41.3.Vicente.8a.*,-0.820027053
130,2.3,78,100,41.2.Bruening.36b.*.05,41.2.Bruening.36b.*,-0.094222613
130,2.3,79,65,34.1.phillips.88b.*.07,34.1.phillips.88b.*,-0.556098166
130,2.3,80,28,35.3.hazout.63.*.01,35.3.hazout.63.*,-1.044366607
130,2.3,81,203,34.1.phillips.6b.g.02,34.1.phillips.6b.g,1.265011157
130,2.3,82,175,32.3.Culicover.15bii.*.05,32.3.Culicover.15bii.*,0.895510715
130,2.3,83,156,34.4.boskovic.4c.g.06,34.4.boskovic.4c.g,0.644778272
130,2.3,84,48,41.2.Bruening.36a.g.04,41.2.Bruening.36a.g,-0.78043772
130,2.3,85,55,32.3.Culicover.32a.g.08,32.3.Culicover.32a.g,-0.688062609
130,2.3,86,225,40.2.johnson.59b.g.02,40.2.johnson.59b.g,1.555332933
130,2.3,87,1,33.4.neeleman.97b.*.01,33.4.neeleman.97b.*,-1.400670605
130,2.3,88,62,38.2.hornstein.4b.g.04,38.2.hornstein.4b.g,-0.595687499
130,2.3,89,32,38.3.haddican.39.g.08,38.3.haddican.39.g,-0.99158083
130,2.3,90,206,33.1.denDikken.62a.g.04,33.1.denDikken.62a.g,1.30460049
130,2.3,91,4,40.2.johnson.59b.*.03,40.2.johnson.59b.*,-1.361081272
130,2.3,92,26,40.4.hicks.23.*.07,40.4.hicks.23.*,-1.070759496
130,2.3,93,167,35.2.larson.44a.g.02,35.2.larson.44a.g,0.78993916
130,2.3,94,204,33.2.bowers.7b.i.*.05,33.2.bowers.7b.i.*,1.278207601
130,2.3,95,200,32.3.fanselow.28b.*.01,32.3.fanselow.28b.*,1.225421824
130,2.3,96,206,33.2.bowers.68a.g.02,33.2.bowers.68a.g,1.30460049
130,2.3,97,9,38.2.hornstein.4e.*.05,38.2.hornstein.4e.*,-1.29509905
130,2.3,98,19,41.3.Landau.10a.g.08,41.3.Landau.10a.g,-1.163134606
130,2.3,99,43,34.3.heycock.37b.??.05,34.3.heycock.37b.??,-0.846419942
130,2.3,100,21,34.2.panagiotidis.6.*.01,34.2.panagiotidis.6.*,-1.136741718
130,2.3,101,167,34.4.boskovic.4d.g.04,34.4.boskovic.4d.g,0.78993916
130,2.3,102,32,33.2.bowers.31a.g.08,33.2.bowers.31a.g,-0.99158083
130,2.3,103,2,32.4.lopez.14b.*.03,32.4.lopez.14b.*,-1.38747416
130,2.3,104,109,34.3.heycock.55a.*.01,34.3.heycock.55a.*,0.024545387
130,2.3,105,101,36.4.denDikken.45.*.06,36.4.denDikken.45.*,-0.081026168
130,2.3,106,31,32.1.martin.28b.??.07,32.1.martin.28b.??,-1.004777274
131,2.3,7,130,32.3.Culicover.15bii.g.04,32.3.Culicover.15bii.g,0.679449035
131,2.3,8,80,39.1.sobin.20c.*.01,39.1.sobin.20c.*,-1.555580685
131,2.3,9,150,32.3.Culicover.7a.g.02,32.3.Culicover.7a.g,1.573460923
131,2.3,10,130,33.3.boskovic.48a.g.08,33.3.boskovic.48a.g,0.679449035
131,2.3,11,110,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,-0.214562853
131,2.3,12,100,34.4.boskovic.3d.*.05,34.4.boskovic.3d.*,-0.661568797
131,2.3,13,105,34.3.heycock.82a.g.04,34.3.heycock.82a.g,-0.438065825
131,2.3,14,150,41.3.Landau.27b.g.08,41.3.Landau.27b.g,1.573460923
131,2.3,15,110,32.3.fanselow.28b.g.08,32.3.fanselow.28b.g,-0.214562853
131,2.3,16,100,32.3.Culicover.7b.*.03,32.3.Culicover.7b.*,-0.661568797
131,2.3,17,100,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,-0.661568797
131,2.3,18,115,35.2.larson.44a.??.03,35.2.larson.44a.??,0.008940119
131,2.3,19,150,38.3.landau.38a.g.02,38.3.landau.38a.g,1.573460923
131,2.3,20,110,34.4.boskovic.3b.*.07,34.4.boskovic.3b.*,-0.214562853
131,2.3,21,100,41.3.Landau.27b.*.01,41.3.Landau.27b.*,-0.661568797
131,2.3,22,140,32.1.martin.65a.g.02,32.1.martin.65a.g,1.126454979
131,2.3,23,120,33.2.bowers.7b.i.g.04,33.2.bowers.7b.i.g,0.232443091
131,2.3,24,130,33.2.bowers.68b.*.03,33.2.bowers.68b.*,0.679449035
131,2.3,25,150,32.2.nunes.3a.g.06,32.2.nunes.3a.g,1.573460923
131,2.3,26,160,41.3.Vicente.8d.g.04,41.3.Vicente.8d.g,2.020466867
131,2.3,27,140,35.1.bhatt.14cf.g.02,35.1.bhatt.14cf.g,1.126454979
131,2.3,28,110,33.1.denDikken.72a.g.06,33.1.denDikken.72a.g,-0.214562853
131,2.3,29,80,34.1.phillips.67d.*.07,34.1.phillips.67d.*,-1.555580685
131,2.3,30,140,32.2.alexiadou.31b.g.04,32.2.alexiadou.31b.g,1.126454979
131,2.3,31,90,35.1.bhatt.14a.*.03,35.1.bhatt.14a.*,-1.108574741
131,2.3,32,60,34.1.fox.24.*.03,34.1.fox.24.*,-2.449592573
131,2.3,33,110,34.1.phillips.88b.g.06,34.1.phillips.88b.g,-0.214562853
131,2.3,34,100,37.3.becker.2b.*.07,37.3.becker.2b.*,-0.661568797
131,2.3,35,110,41.3.Vicente.8a.g.02,41.3.Vicente.8a.g,-0.214562853
131,2.3,36,90,38.2.hornstein.4c.*.05,38.2.hornstein.4c.*,-1.108574741
131,2.3,37,70,33.1.denDikken.62b.*.05,33.1.denDikken.62b.*,-2.002586629
131,2.3,38,150,36.4.denDikken.45.g.07,36.4.denDikken.45.g,1.573460923
131,2.3,39,120,39.1.sobin.21c.g.08,39.1.sobin.21c.g,0.232443091
131,2.3,40,105,37.3.becker.2a.g.06,37.3.becker.2a.g,-0.438065825
131,2.3,41,90,41.3.Landau.7b.*.03,41.3.Landau.7b.*,-1.108574741
131,2.3,42,100,32.1.martin.26a.??.01,32.1.martin.26a.??,-0.661568797
131,2.3,43,120,32.1.martin.65b.*.03,32.1.martin.65b.*,0.232443091
131,2.3,44,150,41.3.Landau.7b.g.02,41.3.Landau.7b.g,1.573460923
131,2.3,45,105,34.4.boskovic.3c.*.07,34.4.boskovic.3c.*,-0.438065825
131,2.3,46,105,34.1.phillips.6b.*.03,34.1.phillips.6b.*,-0.438065825
131,2.3,47,90,33.2.bowers.31c.*.01,33.2.bowers.31c.*,-1.108574741
131,2.3,48,90,34.3.heycock.37b.g.04,34.3.heycock.37b.g,-1.108574741
131,2.3,49,50,41.3.Vicente.8d.*.05,41.3.Vicente.8d.*,-2.896598517
131,2.3,50,150,33.4.neeleman.97a.g.08,33.4.neeleman.97a.g,1.573460923
131,2.3,51,140,40.4.hicks.22.g.06,40.4.hicks.22.g,1.126454979
131,2.3,52,95,32.2.nunes.3c.*.07,32.2.nunes.3c.*,-0.885071769
131,2.3,53,120,38.2.hornstein.4d.g.04,38.2.hornstein.4d.g,0.232443091
131,2.3,54,110,33.1.denDikken.5b.*.07,33.1.denDikken.5b.*,-0.214562853
131,2.3,55,115,34.1.fox.19.g.02,34.1.fox.19.g,0.008940119
131,2.3,56,120,38.3.landau.39a.*.03,38.3.landau.39a.*,0.232443091
